,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,$576,$321,$47,-,$962,"$1,906","$19,710",-,"$1,559",$196,"$22,765","$24,766","$2,881","$9,333","$3,516","$15,431","$18,312",$2,$102,$-49,-,"$6,454","$24,766"
2020-09-30,$599,$358,$49,-,$961,"$1,967","$19,267",-,"$1,562",$202,"$22,330","$24,394","$2,260","$9,584","$3,509","$15,622","$17,882",$2,$157,$-38,-,"$6,512","$24,394"
2020-06-30,$605,$298,$51,-,$942,"$1,896","$18,944",-,"$1,567",$201,"$22,014","$24,009","$2,113","$9,593","$3,504","$15,558","$17,671",$2,$-7,$-39,-,"$6,338","$24,009"
2020-03-31,$589,$292,$50,-,$870,"$1,801","$18,588",-,"$1,563",$203,"$21,644","$23,546","$2,767","$8,625","$3,491","$14,536","$17,303",$2,$-83,$-41,-,"$6,243","$23,546"
2019-12-31,$91,$294,$44,-,$856,"$1,285","$18,232",-,"$1,568",$207,"$21,294","$22,682","$2,045","$8,644","$3,479","$14,516","$16,561",$2,$-207,$-36,-,"$6,121","$22,682"
2019-09-30,$116,$335,$46,-,$302,$799,"$18,151",-,"$1,650",$201,"$21,330","$22,238","$1,488","$8,646","$3,517","$14,560","$16,048",$2,$-123,$-46,-,"$6,190","$22,238"
2019-06-30,$64,$337,$48,-,$292,$741,"$17,798",-,"$1,653",$202,"$21,001","$21,854","$1,317","$8,648","$3,544","$14,510","$15,827",$2,$-273,$-47,-,"$6,027","$21,854"
2019-03-31,$85,$307,$44,-,$255,$691,"$17,623",-,"$1,655",$57,"$20,657","$21,464","$2,156","$7,568","$3,544","$13,376","$15,532",$2,$-353,$-47,-,"$5,932","$21,464"
2018-12-31,$158,$301,$41,-,$281,$781,"$17,409",-,"$1,659",$63,"$20,442","$21,223","$2,094","$7,576","$3,559","$13,265","$15,359",$2,$-464,$-34,-,"$5,864","$21,223"
2018-09-30,$115,$347,$42,-,$296,$800,"$17,063",-,"$1,662",$76,"$20,080","$20,880","$1,748","$7,577","$3,611","$13,272","$15,020",$2,$-432,$-60,-,"$5,860","$20,880"
2018-06-30,$95,$324,$42,-,$372,$833,"$16,777",-,"$1,722",$70,"$19,638","$20,471","$2,951","$6,352","$3,358","$11,784","$14,735",$2,$-537,$-69,-,"$5,736","$20,471"
2018-03-31,$81,$273,$42,-,$333,$729,"$16,477",-,"$1,379",$81,"$18,999","$19,728","$2,539","$6,403","$3,299","$11,738","$14,277",$2,$-617,$-75,-,"$5,451","$19,728"
2017-12-31,$82,$272,$41,-,$325,$720,"$16,246",-,"$1,388",$67,"$18,762","$19,482","$2,325","$6,498","$3,277","$11,772","$14,097",$2,$-723,$-79,-,"$5,385","$19,482"
2017-09-30,$121,$312,$42,-,$385,$860,"$15,681",-,"$1,373",$73,"$18,501","$19,361","$1,747","$6,681","$2,025","$12,096","$13,843",$2,$-573,$-87,-,"$5,518","$19,361"
2017-06-30,$92,$288,$41,-,$387,$808,"$15,391",-,"$1,373",$70,"$18,158","$18,966","$2,661","$5,659","$2,009","$10,921","$13,582",$2,$-702,$-85,-,"$5,384","$18,966"
2017-03-31,$101,$250,$41,-,$375,$767,"$15,128",-,"$1,345",$72,"$17,843","$18,610","$2,418","$5,753","$1,994","$10,905","$13,323",$2,$-759,$-82,-,"$5,287","$18,610"
2016-12-31,$95,$269,$39,-,$381,$784,"$14,992",-,"$1,345",$72,"$17,698","$18,482","$2,392","$5,759","$1,988","$10,872","$13,264",$2,$-873,$-86,-,"$5,218","$18,482"
2016-09-30,$69,$302,$40,-,$390,$801,"$14,559",-,"$1,313",$75,"$17,170","$17,971","$1,928","$5,853","$1,991","$10,805","$12,733",$2,$-839,$-99,-,"$5,238","$17,971"
2016-06-30,$75,$240,$42,-,$334,$691,"$14,317",-,"$1,313",$79,"$17,015","$17,706","$1,740","$5,861","$1,991","$10,813","$12,553",$2,$-921,$-96,-,"$5,153","$17,706"
2016-03-31,$88,$220,$41,-,$289,$638,"$14,098",-,"$1,313",$79,"$16,779","$17,417","$1,614","$5,861","$1,969","$10,721","$12,335",$2,$-991,$-87,-,"$5,082","$17,417"
2015-12-31,$66,$255,$38,-,$298,$657,"$13,933",-,"$1,302",$78,"$16,584","$17,241","$1,533","$5,874","$1,940","$10,659","$12,192",$2,"$-1,073",$-88,-,"$5,049","$17,241"
2015-09-30,$98.704,$306.186,$37.965,-,$321.358,$879.009,"$13,605.51",-,"$1,312.888",$77.133,"$16,226.16","$17,105.17","$1,165.387","$5,954.901","$1,911.957","$10,774.33","$11,939.72",$1.807,"$-1,049.665",$-79.175,-,"$5,165.452","$17,105.17"
2015-06-30,$165.59,$249.143,$38.332,-,$306.852,$890.085,"$13,357.98",-,"$1,209.841",$79.194,"$15,842.25","$16,732.33","$1,512.188","$5,447.53","$1,901.684","$10,166.75","$11,678.94",$1.801,"$-1,162.346",$-80.053,-,"$5,053.39","$16,732.33"
2015-03-31,$45.321,$239.733,$38.622,-,$285.504,$729.019,"$13,098.57",-,"$1,208.043",$76.053,"$15,534.51","$16,263.53","$1,227.548","$5,443.197","$1,866.358","$10,043.04","$11,270.59",$1.799,"$-1,224.008",$-81.503,-,"$4,992.938","$16,263.53"
2014-12-31,$23,$232,$37,-,$283,$575,"$13,029",-,"$1,208",$73,"$15,463","$16,038","$1,241","$5,442","$1,872","$9,882","$11,123",$2,"$-1,296",$-82,-,"$4,915","$16,038"
2014-09-30,$94.168,$259.302,$37.203,-,$255.781,$756.961,"$12,799.36",-,"$1,208.065",$76.435,"$14,958.69","$15,715.65","$1,058.935","$5,556.606","$1,858.229","$9,737.061","$10,796",$1.793,"$-1,333.164",$-35.942,-,"$4,919.652","$15,715.65"
2014-06-30,$53.67,$246.202,$36.845,-,$251.774,$707.635,"$12,582.51",-,"$1,208.065",$79.884,"$14,718.81","$15,426.45","$1,234.911","$5,233.508","$1,844.674","$9,318.41","$10,553.32",$1.791,"$-1,374.174",$-34.671,-,"$4,873.126","$15,426.45"
2014-03-31,$59.34,$233.706,$35.242,-,$224.873,$687.994,"$12,469.98",-,"$1,208.065",$60.993,"$14,586.83","$15,274.82","$1,197.699","$5,224.639","$1,835.937","$9,276.035","$10,473.73",$1.79,"$-1,427.809",$-35.151,-,"$4,801.087","$15,274.82"
2013-12-31,$55.469,$213.881,$32.973,-,$244.001,$571.807,"$12,388.35",-,"$1,207.764",$61.752,"$14,516.33","$15,088.14","$1,235.533","$5,230.058","$1,830.681","$9,124.805","$10,360.34",$1.784,"$-1,495.698",$-34.635,-,"$4,727.804","$15,088.14"
2013-09-30,$57.883,$271.654,$35.053,-,$248.63,$613.22,"$12,112.57",-,"$1,207.741",$62.471,"$14,615.23","$15,228.45","$1,141.473","$5,191.712","$1,805.548","$9,454.041","$10,595.51",$1.781,"$-1,505.191",$-109.901,-,"$4,632.932","$15,228.45"
