,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$2,853","$2,812","$1,297",-,$503,"$7,465","$3,301","$2,011","$3,671",$694,"$10,057","$17,522","$4,046","$4,011",$540,"$5,376","$9,422",$3,"$4,550",$-545,-,"$8,100","$17,522"
2020-09-30,"$2,154","$2,620","$1,229",-,$586,"$6,589","$3,223","$2,047","$3,574",$636,"$9,855","$16,444","$3,579","$3,935",$598,"$5,311","$8,890",$3,"$4,267",$-768,-,"$7,554","$16,444"
2020-06-30,"$1,917","$1,834","$1,212",-,$449,"$5,412","$3,196","$2,073","$3,505",$717,"$9,868","$15,280","$2,859","$3,946",$588,"$5,295","$8,154",$3,"$3,984",$-894,-,"$7,126","$15,280"
2020-03-31,"$2,087","$2,308","$1,363",-,$432,"$6,190","$3,249","$2,090","$3,521",$724,"$9,977","$16,167","$3,655","$5,964",$621,"$7,359","$11,014",$3,"$4,353",$-991,-,"$5,153","$16,167"
2019-12-31,$428,"$2,569","$1,286",-,$504,"$5,319","$3,309",$106,"$3,593",$719,"$8,140","$13,459","$4,054","$3,971",$611,"$5,394","$9,448",$3,"$2,890",$-719,-,"$4,011","$13,459"
2019-09-30,$357,"$2,661","$1,345",-,$497,"$5,385","$3,145",$105,"$3,264",$629,"$7,554","$12,939","$3,875","$3,939",$593,"$5,283","$9,158",$3,"$2,745",$-806,-,"$3,781","$12,939"
2019-06-30,$381,"$2,679","$1,304",-,$490,"$4,854","$3,248",$103,"$3,822",$648,"$8,254","$13,108","$3,991","$3,997",$599,"$5,385","$9,376",$3,"$2,597",$-699,-,"$3,732","$13,108"
2019-03-31,$322,"$2,736","$1,326",-,$435,"$4,819","$3,218",$102,"$3,837",$609,"$8,200","$13,019","$4,014","$3,995",$585,"$5,370","$9,384",$3,"$2,491",$-682,-,"$3,635","$13,019"
2018-12-31,$568,"$2,487","$1,277",-,$445,"$4,777","$3,179",$99,"$3,904",$521,"$7,703","$12,480","$3,694","$4,038",$633,"$5,116","$8,810",$3,"$2,511",$-694,-,"$3,670","$12,480"
2018-09-30,$772,"$2,635","$1,358",-,$439,"$5,204","$3,056",$101,"$3,378",$588,"$7,123","$12,327","$3,387","$4,084",$608,"$5,131","$8,518",$3,"$2,610",$-638,-,"$3,809","$12,327"
2018-06-30,$971,"$2,598","$1,265",-,$506,"$5,340","$2,972",$99,"$3,402",$503,"$6,976","$12,316","$3,438","$4,067",$621,"$5,120","$8,558",$3,"$2,510",$-622,-,"$3,758","$12,316"
2018-03-31,"$1,346","$2,646","$1,202",-,$732,"$5,926","$2,890",$101,"$3,184",$459,"$6,634","$12,560","$3,708","$4,163",$531,"$5,154","$8,862",$3,"$2,278",$-436,-,"$3,698","$12,560"
2017-12-31,"$1,597","$2,440","$1,083",-,$521,"$5,641","$2,804",$91,"$3,163",$470,"$6,528","$12,169","$3,540","$4,132",$526,"$5,112","$8,652",$3,"$2,118",$-471,-,"$3,517","$12,169"
2017-09-30,"$1,354","$3,225","$1,642",-,$489,"$6,710","$3,819",$130,"$2,883",$624,"$7,456","$14,166","$4,143","$4,884",$521,"$6,409","$10,552",$3,"$2,485",$-913,-,"$3,614","$14,166"
2017-06-30,$793,"$3,127","$1,485",-,$444,"$5,849","$3,671",$127,"$2,860",$549,"$7,207","$13,056","$4,170","$4,059",$556,"$5,601","$9,771",$3,"$2,257",$-982,-,"$3,285","$13,056"
2017-03-31,$548,"$3,132","$1,375",-,$432,"$5,487","$3,569",$118,"$2,801",$522,"$7,010","$12,497","$4,092","$3,991",$503,"$5,456","$9,548",$3,"$2,057","$-1,087",-,"$2,949","$12,497"
2016-12-31,$738,"$2,130",$859,-,$302,"$5,419","$2,325",$67,"$2,650",$280,"$6,873","$12,292","$4,148","$3,953",$371,"$5,381","$9,529",$3,"$1,980","$-1,215",-,"$2,763","$12,292"
2016-09-30,$397,"$2,983","$1,375",-,$392,"$5,147","$3,522",$104,"$2,905",$444,"$6,975","$12,122","$3,841","$4,038",$528,"$5,360","$9,201",$3,"$1,870",$-941,-,"$2,921","$12,122"
2016-06-30,$438,"$2,900","$1,318",-,$395,"$5,051","$3,430",$96,"$2,916",$464,"$6,906","$11,957","$3,899","$3,969",$512,"$5,288","$9,187",$3,"$1,749",$-979,-,"$2,770","$11,957"
2016-03-31,$464,"$2,934","$1,287",-,$397,"$5,082","$3,446",$100,"$2,963",$480,"$6,989","$12,071","$4,061","$3,985",$532,"$5,366","$9,427",$3,"$1,629",$-969,-,"$2,644","$12,071"
2015-12-31,$536,"$2,750","$1,181",-,$431,"$5,121","$3,377",$94,"$2,922",$459,"$6,852","$11,973","$3,927","$3,956",$503,"$5,313","$9,240",$3,"$1,627","$-1,033",-,"$2,733","$11,973"
2015-09-30,$436,"$2,615","$1,187",-,$629,"$5,054","$3,010",$93,"$1,304","$1,331","$5,738","$10,792","$4,028","$2,698",$394,"$3,990","$8,018",$3,"$1,693","$-1,015",-,"$2,774","$10,792"
2015-06-30,"$1,172","$2,700","$1,150",-,$596,"$5,934","$2,988",$93,"$1,280",$514,"$4,875","$10,809","$3,772","$2,693",$401,"$4,016","$7,788",$3,"$1,739",$-897,-,"$3,021","$10,809"
2015-03-31,$559,"$2,677","$1,081",-,$533,"$5,687","$2,905",$101,"$1,292",$479,"$4,777","$10,464","$3,818","$2,673",$384,"$3,983","$7,801",$3,"$1,460",$-950,-,"$2,663","$10,464"
2014-12-31,$860,"$2,400","$1,013",-,$567,"$5,224","$3,021",$98,"$1,384",$483,"$5,497","$10,721","$3,889","$2,392",$390,"$3,819","$7,708",$3,"$1,548",$-741,-,"$3,013","$10,721"
2014-09-30,"$1,028","$2,839","$1,227",-,$588,"$5,682","$3,273",$243,"$1,083",$642,"$5,241","$10,923","$3,844","$2,417",$372,"$3,700","$7,544",$3,"$1,602",$-406,-,"$3,379","$10,923"
2014-06-30,"$1,171","$3,049","$1,262",-,$600,"$6,082","$3,311",$248,"$1,158",$653,"$5,370","$11,452","$3,998","$2,420",$385,"$3,770","$7,768",$3,"$1,646",$-219,-,"$3,684","$11,452"
2014-03-31,$985,"$3,066","$1,235",-,$594,"$5,880","$3,251",$229,"$1,190",$632,"$5,302","$11,182","$3,930","$2,418",$382,"$3,758","$7,688",$3,"$1,544",$-279,-,"$3,494","$11,182"
2013-12-31,"$1,393","$2,662","$1,093",-,$604,"$5,752","$3,216",$234,"$1,219",$626,"$5,295","$11,047","$3,894","$2,351",$409,"$3,719","$7,613",$3,"$1,446",$-237,-,"$3,434","$11,047"
2013-09-30,"$1,058","$2,856","$1,233",-,$640,"$5,787","$2,982",$217,"$1,227",$598,"$5,024","$10,811","$3,857","$2,359",$463,"$3,731","$7,588",$3,"$1,287",$-262,-,"$3,223","$10,811"
2013-06-30,"$1,006","$2,868","$1,162",-,$597,"$5,633","$2,875",$208,"$1,224",$611,"$4,918","$10,551","$3,809","$2,367",$445,"$3,700","$7,509",$3,"$1,177",$-377,-,"$3,042","$10,551"
2013-03-31,$834,"$2,795","$1,148",-,$610,"$5,387","$2,843",$223,"$1,232",$588,"$4,886","$10,273","$3,674","$2,375",$439,"$3,702","$7,376",$3,$971,$-292,-,"$2,897","$10,273"
2012-12-31,"$1,113","$2,425","$1,066",-,$623,"$5,227","$2,860",$231,"$1,276",$582,"$4,949","$10,176","$3,659","$2,324",$434,"$3,687","$7,346",$3,$856,$-237,-,"$2,830","$10,176"
2012-09-30,"$1,645","$2,540","$1,121",-,$591,"$5,897","$2,466",$222,$548,$506,"$3,742","$9,639","$3,670","$1,998",$407,"$3,099","$6,769",$3,$796,$-114,-,"$2,870","$9,639"
2012-06-30,"$1,535","$2,635","$1,106",-,$574,"$5,850","$2,367",$207,$552,$461,"$3,587","$9,437","$3,696","$1,995",$412,"$3,078","$6,774",$3,$660,$-220,-,"$2,663","$9,437"
2012-03-31,"$1,425","$2,854","$1,137",-,$600,"$6,016","$2,403",$209,$580,$480,"$3,672","$9,688","$3,888","$1,996",$465,"$3,155","$7,043",$3,$452,$-55,-,"$2,645","$9,688"
2011-12-31,"$1,372","$2,459","$1,054",-,$616,"$5,501","$2,315",$257,$596,$459,"$3,627","$9,128","$3,712","$1,996",$575,"$3,245","$6,957",$3,$110,$-183,-,"$2,171","$9,128"
2011-09-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011-06-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011-03-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010-12-31,"$3,816","$2,307",$988,-,$555,"$7,666","$2,554",$281,$665,$403,"$3,903","$11,082","$3,719",$71,"$1,193","$1,264","$4,983",-,-,-,"$6,099","$6,099","$11,082"
2009-12-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
