,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$6,845","$7,835",-,-,-,"$14,680",-,"$42,949",-,"$105,722","$151,203","$165,883","$19,839","$4,744","$135,433","$140,177","$160,016",$3,"$15,292",$629,-,"$5,867","$165,883"
2020-09-30,"$7,668","$7,392",-,-,-,"$15,060",-,"$42,640",-,"$98,537","$143,627","$158,687","$18,788","$4,734","$129,098","$133,832","$152,620",$3,"$15,241",$516,-,"$6,067","$158,687"
2020-06-30,"$7,703","$7,295",-,-,-,"$14,998",-,"$40,703",-,"$96,702","$139,904","$154,902","$17,920","$4,324","$126,158","$130,482","$148,402",$3,"$15,510",$394,-,"$6,500","$154,902"
2020-03-31,"$8,829","$7,188",-,-,-,"$16,017",-,"$38,024",-,"$89,277","$129,665","$145,682","$18,637","$3,720","$116,632","$120,352","$138,989",$3,"$16,180",$-295,-,"$6,693","$145,682"
2019-12-31,"$3,827","$7,210",-,-,-,"$11,037",-,"$39,521",-,"$98,572","$140,791","$151,828","$16,515","$4,725","$124,859","$129,584","$146,099",$3,"$14,279",$262,-,"$5,729","$151,828"
2019-09-30,"$5,392","$7,348",-,-,-,"$12,740",-,"$37,375",-,"$96,772","$136,773","$149,513","$15,420","$4,771","$123,325","$128,096","$143,516",$3,"$13,944",$337,-,"$5,997","$149,513"
2019-06-30,"$4,361","$7,435",-,-,-,"$11,796",-,"$37,007",-,"$97,162","$136,882","$148,678","$15,160","$4,811","$122,677","$127,488","$142,648",$3,"$13,530",$269,-,"$6,030","$148,678"
2019-03-31,"$3,347","$7,462",-,-,-,"$10,809",-,"$35,203",-,"$95,634","$133,594","$144,403","$13,317","$5,125","$120,118","$125,243","$138,560",$3,"$13,172",$35,-,"$5,843","$144,403"
2018-12-31,"$3,097","$6,185",-,-,-,"$9,282",-,"$37,531",-,"$87,627","$127,934","$137,216","$13,608","$4,610","$113,410","$118,020","$131,628",$3,"$12,909",$-291,-,"$5,588","$137,216"
2018-09-30,"$2,478","$6,047",-,-,-,"$8,525",-,"$36,920",-,"$96,914","$136,666","$145,191","$12,826","$4,240","$122,507","$126,747","$139,573",$3,"$12,498",$-244,-,"$5,618","$145,191"
