,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$979,406",-,-,-,-,"$1,675,139",-,"$447,359","$26,909","$110,683","$584,951","$2,260,090","$1,677,737","$271,686","$59,983","$331,669","$2,059,890",$31,"$168,272","$-32,058",-,"$200,200","$2,260,090"
2020-09-30,"$961,262",-,-,-,-,"$1,653,357",-,"$447,524","$26,428","$107,150","$581,102","$2,234,459","$1,654,279","$273,254","$58,003","$331,257","$2,039,864",$31,"$165,303","$-33,065",-,"$194,595","$2,234,459"
2020-06-30,"$955,001",-,-,-,-,"$1,665,506",-,"$433,253","$25,850","$108,106","$567,209","$2,232,715","$1,638,802","$279,775","$61,269","$341,044","$2,040,413",$31,"$163,431","$-33,345",-,"$192,302","$2,232,715"
2020-03-31,"$913,456",-,-,-,-,"$1,682,190",-,"$398,883","$25,824","$112,873","$537,580","$2,219,770","$1,626,181","$266,098","$60,141","$326,239","$2,026,788",$31,"$163,438","$-32,521",-,"$192,982","$2,219,770"
2019-12-31,"$721,381",-,-,-,-,"$1,447,938",-,"$368,563","$26,948","$107,709","$503,220","$1,951,158","$1,401,872","$248,760","$57,979","$306,739","$1,757,212",$31,"$165,369","$-36,318",-,"$193,946","$1,951,158"
2019-09-30,"$788,392",-,-,-,-,"$1,521,820",-,"$358,383","$26,666","$107,933","$492,982","$2,014,802","$1,453,642","$242,238","$58,510","$300,748","$1,817,732",$31,"$161,797","$-36,135",-,"$197,070","$2,014,802"
2019-06-30,"$769,843",-,-,-,-,"$1,496,074",-,"$349,702","$27,091","$115,359","$492,152","$1,988,226","$1,405,476","$252,189","$62,612","$314,801","$1,790,116",$31,"$158,321","$-35,203",-,"$198,110","$1,988,226"
2019-03-31,"$756,899",-,-,-,-,"$1,471,416",-,"$349,281","$27,233","$110,483","$486,997","$1,958,413","$1,396,441","$243,566","$58,735","$302,301","$1,761,398",$31,"$154,859","$-36,308",-,"$197,015","$1,958,413"
2018-12-31,"$714,906",-,-,-,-,"$1,422,237",-,"$358,607","$27,266","$109,273","$495,146","$1,917,383","$1,367,589","$231,999","$56,150","$288,149","$1,720,309",$31,"$151,347","$-37,170",-,"$197,074","$1,917,383"
2018-09-30,"$737,729",-,-,-,-,"$1,440,981",-,"$345,513","$27,403","$111,268","$484,184","$1,925,165","$1,362,513","$235,270","$56,173","$291,443","$1,727,302",$31,"$148,436","$-38,645",-,"$197,863","$1,925,165"
2018-06-30,"$729,377",-,-,-,-,"$1,425,408",-,"$349,716","$27,383","$109,827","$486,926","$1,912,334","$1,352,536","$236,822","$54,336","$291,158","$1,711,366",$31,"$145,211","$-37,494",-,"$200,968","$1,912,334"
2018-03-31,"$729,399",-,-,-,-,"$1,436,555",-,"$351,971","$27,696","$105,882","$485,549","$1,922,104","$1,353,033","$237,938","$58,582","$296,520","$1,719,238",$31,"$141,863","$-34,619",-,"$202,866","$1,922,104"
2017-12-31,"$665,784",-,-,-,-,"$1,358,847",-,"$352,290","$27,402","$103,926","$483,618","$1,842,465","$1,285,721","$236,709","$57,021","$293,730","$1,640,793",$31,"$138,425","$-34,668",-,"$201,672","$1,842,465"
2017-09-30,"$697,624",-,-,-,-,"$1,376,517",-,"$354,674","$27,630","$130,312","$512,616","$1,889,133","$1,302,289","$232,673","$62,344","$295,017","$1,660,511",$31,"$155,174","$-29,891",-,"$228,622","$1,889,133"
2017-06-30,"$679,753",-,-,-,-,"$1,352,910",-,"$351,710","$27,796","$131,647","$511,153","$1,864,063","$1,286,787","$225,179","$58,043","$283,222","$1,632,956",$31,"$152,178","$-29,899",-,"$231,107","$1,864,063"
2017-03-31,"$667,877",-,-,-,-,"$1,321,330",-,"$345,833","$27,845","$126,627","$500,305","$1,821,635","$1,268,417","$208,530","$55,880","$264,410","$1,592,482",$31,"$149,731","$-30,917",-,"$229,153","$1,821,635"
2016-12-31,"$641,232",-,-,-,-,"$1,282,428",-,"$353,304","$28,337","$128,008","$509,649","$1,792,077","$1,240,973","$206,178","$61,631","$267,809","$1,565,934",$31,"$146,477","$-32,381",-,"$226,143","$1,792,077"
2016-09-30,"$655,387",-,-,-,-,"$1,317,495",-,"$354,940","$29,167","$116,515","$500,622","$1,818,117","$1,254,552","$209,051","$59,903","$268,954","$1,585,427",$31,"$143,678","$-27,193",-,"$232,690","$1,818,117"
2016-06-30,"$650,580",-,-,-,-,"$1,308,642",-,"$356,293","$29,341","$124,495","$510,129","$1,818,771","$1,250,568","$207,448","$65,680","$273,128","$1,585,750",$31,"$140,527","$-26,115",-,"$233,021","$1,818,771"
2016-03-31,"$657,129",-,-,-,-,"$1,298,502",-,"$353,252","$27,592","$121,621","$502,465","$1,800,967","$1,248,838","$207,835","$57,276","$265,111","$1,572,206",$31,"$136,998","$-26,626",-,"$228,761","$1,800,967"
2015-12-31,"$593,987",-,-,-,-,"$1,226,661",-,"$342,955","$27,851","$133,743","$504,549","$1,731,210","$1,192,974","$201,275","$60,147","$261,422","$1,508,118",$31,"$133,841","$-29,344",-,"$223,092","$1,731,210"
2015-09-30,"$658,302",-,-,-,-,"$1,304,995",-,"$342,439","$28,090","$132,832","$503,361","$1,808,356","$1,221,407","$213,533","$91,722","$305,255","$1,586,219",$31,"$130,921","$-27,257",-,"$222,137","$1,808,356"
2015-06-30,"$670,349",-,-,-,-,"$1,332,313",-,"$332,121","$29,007","$135,929","$497,057","$1,829,370","$1,247,251","$211,845","$94,582","$306,427","$1,608,545",$31,"$126,954","$-25,104",-,"$220,825","$1,829,370"
2015-03-31,"$697,774",-,-,-,-,"$1,339,867",-,"$326,815","$29,079","$136,040","$491,934","$1,831,801","$1,256,861","$210,522","$90,143","$300,665","$1,615,778",$31,"$122,463","$-24,691",-,"$216,023","$1,831,801"
