,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$1,501",$699,$224,-,$171,"$2,595","$14,439",-,$261,"$1,737","$16,437","$19,229","$1,906","$3,160","$1,118","$5,754","$7,660",$2,"$3,478",-,-,"$11,569","$19,229"
2020-09-30,"$1,391",$684,$191,-,$154,"$2,420","$14,351",-,$261,"$1,747","$16,359","$18,977","$1,688","$3,148",$968,"$5,635","$7,323",$2,"$3,582",-,-,"$11,654","$18,977"
2020-06-30,$249,$587,$170,-,$189,"$1,195","$14,445",-,$261,"$1,789","$16,495","$17,906","$1,584","$2,054","$1,001","$4,582","$6,166",$2,"$3,693",-,-,"$11,740","$17,906"
2020-03-31,$858,$564,$188,-,$459,"$2,069","$14,625",-,$261,"$1,846","$16,732","$19,051","$2,080","$2,140","$1,009","$4,760","$6,840",$2,"$4,223",-,-,"$12,211","$19,051"
2019-12-31,$705,"$1,042",$205,-,$239,"$2,191","$14,445",-,$261,"$1,911","$16,617","$19,088","$2,496","$1,839","$1,054","$4,456","$6,952",$2,"$4,042",-,-,"$12,136","$19,088"
2019-09-30,$664,$859,$246,-,$154,"$1,923","$14,271",-,$261,"$1,303","$15,835","$18,078","$2,460","$1,838",$462,"$3,762","$6,222",$2,"$3,755",-,-,"$11,856","$18,078"
2019-06-30,$718,$795,$249,-,$413,"$2,175","$14,002",-,$262,"$1,335","$15,599","$18,106","$2,525","$1,837",$465,"$3,705","$6,230",$2,"$3,597",-,-,"$11,876","$18,106"
2019-03-31,$956,$883,$253,-,$413,"$2,505","$14,045",$11,$264,"$1,174","$15,494","$18,355","$2,532","$1,836",$306,"$3,614","$6,146",$2,"$3,766",-,-,"$12,209","$18,355"
2018-12-31,"$1,268",$821,$242,-,$249,"$2,580","$13,548",$125,$264,"$1,386","$15,323","$17,903","$1,818","$2,284",$538,"$3,974","$5,792",$2,"$3,470",-,-,"$12,111","$17,903"
2018-09-30,"$1,476",$883,$269,-,$32,"$2,660","$12,931",$193,$267,"$1,973","$15,364","$18,024","$2,225","$2,286",$555,"$3,905","$6,130",$2,"$3,147",-,-,"$11,894","$18,024"
2018-06-30,"$1,183",$860,$236,-,$25,"$2,459","$12,490",$313,$269,"$1,918","$14,990","$17,449","$2,262","$2,285",$471,"$3,703","$5,965",$2,"$2,764",-,-,"$11,484","$17,449"
2018-03-31,"$1,723",$833,$218,-,$30,"$2,824","$12,230",$93,$269,"$1,907","$14,499","$17,323","$2,250","$2,284",$459,"$3,671","$5,921",$2,"$2,698",-,-,"$11,402","$17,323"
2017-12-31,"$2,109",$652,$212,-,$34,"$3,007","$11,766",$66,$270,"$1,894","$13,996","$17,003","$2,128","$2,283",$414,"$3,596","$5,724",$2,"$2,547",-,-,"$11,279","$17,003"
2017-09-30,"$1,993",$650,$187,-,$71,"$2,901","$11,347",$151,$270,"$1,796","$13,564","$16,465","$1,715","$2,282",$396,"$4,153","$5,868",$2,"$1,882",-,-,"$10,597","$16,465"
2017-06-30,"$2,199",$492,$192,-,$181,"$3,064","$10,996",$187,$270,"$1,754","$13,207","$16,271","$1,558","$2,281",$343,"$4,111","$5,669",$2,"$1,912",-,-,"$10,602","$16,271"
2017-03-31,"$2,209",$430,$200,-,$101,"$2,940","$10,682",$168,$272,"$1,687","$12,809","$15,749",$952,"$2,729",$354,"$4,449","$5,401",$2,"$1,679",-,-,"$10,348","$15,749"
2016-12-31,"$2,559",$521,$181,-,$37,"$3,298","$10,841",$420,$272,"$1,628","$13,161","$16,459","$1,566","$2,728",$357,"$4,482","$6,048",$2,"$1,728",-,-,"$10,411","$16,459"
2016-09-30,"$2,624",$473,$159,$21,$177,"$3,454","$10,669",$319,$272,"$1,611","$12,871","$16,325","$1,377","$2,726",$354,"$4,517","$5,894",$2,"$1,772",-,-,"$10,431","$16,325"
2016-06-30,"$3,298",$438,$165,$18,$279,"$4,699","$10,192",$23,$272,"$1,622","$12,109","$16,808","$1,831","$2,725",$372,"$4,591","$6,422",$2,"$1,756",-,-,"$10,386","$16,808"
2016-03-31,"$2,505",$354,$153,$20,$549,"$4,081","$10,138",$21,$272,"$1,659","$12,090","$16,171","$1,783","$2,724",$334,"$4,693","$6,476",$2,"$2,024",-,-,"$9,695","$16,171"
2015-12-31,"$1,391",$428,$155,-,$722,"$3,194","$10,022",-,$272,"$1,666","$11,960","$15,154","$1,462","$3,207",$334,"$5,317","$6,779",$2,"$2,298",-,-,"$8,375","$15,154"
2015-09-30,$581,$413,$238,$19,$655,"$2,403","$10,562",-,$272,"$1,728","$12,562","$14,965","$1,147","$2,675",$237,"$4,837","$5,984",$2,"$2,921",-,-,"$8,981","$14,965"
2015-06-30,$219,$412,$269,$16,$389,"$1,305","$10,495",$277,$272,"$1,653","$12,697","$14,002","$1,033","$2,672",$275,"$4,661","$5,694",$2,"$2,281",-,-,"$8,308","$14,002"
2015-03-31,$383,$365,$266,$20,$660,"$1,694","$10,440",$259,$272,"$1,682","$12,653","$14,347","$1,162","$2,668",$280,"$4,686","$5,848",$2,"$2,500",-,-,"$8,499","$14,347"
2014-12-31,"$1,025",$463,$241,$15,$615,"$2,359","$10,390",$239,$272,"$1,649","$12,550","$14,909","$1,419","$2,648",$289,"$4,901","$6,320",$2,"$2,583",-,-,"$8,589","$14,909"
2014-09-30,$550,$512,$237,$23,$167,"$1,491","$9,827",$221,$272,"$1,461","$11,781","$13,272","$1,439","$2,662",$284,"$4,680","$6,119",$1,"$2,152",-,-,"$7,153","$13,272"
2014-06-30,$445,$472,$221,$11,$38,"$1,380","$9,474",$229,$274,"$1,353","$11,330","$12,710","$1,465","$2,659",$361,"$4,495","$5,960",$1,"$1,784",-,-,"$6,750","$12,710"
2014-03-31,$257,$439,$231,$13,$48,"$1,542","$8,990",$239,$274,"$1,420","$10,923","$12,465","$1,238","$2,706",$301,"$4,503","$5,741",$1,"$1,782",-,-,"$6,724","$12,465"
2013-12-31,$393,$439,$220,$16,$78,"$1,730","$8,626",$225,$274,"$1,439","$10,564","$12,294","$1,250","$2,653",$303,"$4,429","$5,679",$1,"$1,665",-,-,"$6,615","$12,294"
2013-09-30,$744.12,$423.62,$226.438,$19.984,$119.099,"$1,533.261","$10,988.05",$235.631,$279.687,"$1,508.315","$13,011.68","$14,544.94","$1,214.811","$2,851.212",$300.507,"$5,567.382","$6,782.193",$1.458,"$3,032.531",-,-,"$7,762.751","$14,544.94"
2013-06-30,$695.625,$351.415,$198.65,$23.634,$195.868,"$1,465.192","$10,646.51",$228.475,$279.687,"$1,542.719","$12,697.39","$14,162.59","$1,012.128","$2,823.428",$288.73,"$5,502.302","$6,514.43",$1.458,"$2,947.04",-,-,"$7,648.157","$14,162.59"
2013-03-31,$430.298,$360.611,$233.402,$13.337,$158.766,"$1,196.414","$10,593.03",$216.369,$298.142,"$1,457.347","$12,564.88","$13,761.3",$971.866,"$3,017.28",$303.443,"$5,523.36","$6,495.226",$1.458,"$2,609.801",-,-,"$7,266.071","$13,761.3"
2012-12-31,$229.396,$327.6,$197.056,$13.438,$282.865,"$1,050.355","$10,078.35",$204.129,$298.142,"$1,438.054","$12,018.67","$13,069.03","$1,034.79","$3,721.193",$305.323,"$6,166.932","$7,201.722",$1.35,"$2,514.64",-,-,"$5,867.308","$13,069.03"
2012-09-30,$333.886,$310.696,$277.419,$21.657,$235.834,"$1,579.884","$9,346.102",$194.003,$293.449,"$1,400.563","$11,234.12","$12,814",$991.848,"$3,562.07",$250.502,"$6,022.044","$7,013.892",$1.348,"$2,485.935",-,-,"$5,800.109","$12,814"
2012-06-30,$317.769,$254.91,$277.539,$28.213,$335.425,"$1,284.033","$9,247.348",$184.374,$298.142,"$1,555.837","$11,285.7","$12,569.73","$1,128.991","$3,285.497",$243.969,"$5,683.767","$6,812.758",$1.348,"$2,473.504",-,-,"$5,756.976","$12,569.73"
2012-03-31,$316.918,$299.057,$281.89,$13.152,$290.087,"$1,367.109","$9,154.208",$176.513,$298.142,"$1,029.587","$10,658.45","$12,025.56","$1,110.122","$2,620.615",$280.77,"$5,082.766","$6,192.888",$1.348,"$2,543.873",$-1.55,-,"$5,832.671","$12,025.56"
2011-12-31,$537.484,$283.816,$241.609,$14.263,$251.771,"$1,402.292","$8,600.867",$169.532,$298.142,$976.323,"$10,044.86","$11,447.16","$1,069.511","$2,528.905",$255.156,"$4,726.507","$5,796.018",$1.331,"$2,335.066",$-3.13,-,"$5,651.138","$11,447.16"
2011-09-30,$210.565,$280.5,$260.356,$18.91,$241.172,"$1,103.643","$8,553.151",$164.107,$298.154,$858.63,"$9,881.401","$10,985.04",$776.117,"$2,587.371",$245.04,"$5,012.259","$5,788.376",$1.276,"$2,446.217",$-0.058,-,"$5,196.667","$10,985.04"
2011-06-30,$352.421,$272.852,$234.108,$21.342,$190.221,"$1,071.107","$8,116.726",$155.701,$298.177,$709.499,"$9,281.98","$10,353.09",$755.641,"$2,570.978",$344.852,"$4,781.483","$5,537.124",$1.276,"$2,099.623",$2.863,-,"$4,815.964","$10,353.09"
2011-03-31,$520.651,$308.193,$187.715,$10.01,$186.222,"$1,235.593","$7,773.934",$109.391,$298.145,$608.923,"$8,790.394","$10,025.99",$695.864,"$2,562.688",$418.281,"$4,776.555","$5,472.419",$1.275,"$1,854.041",$3.439,-,"$4,553.567","$10,025.99"
2010-12-31,$111.16,$276.204,$173.615,$11.441,$186.372,"$1,197.183","$7,563.786",$72.045,$298.182,$547.906,"$8,481.919","$9,679.102",$769.22,"$2,601.67",$288.808,"$4,683.857","$5,453.077",$1.262,"$1,510.427",$7.361,-,"$4,226.025","$9,679.102"
2010-09-30,$78.165,$220.049,$182.238,$17.868,$191.156,$689.476,"$7,666.499",-,$298.413,$627.687,"$8,607.645","$9,297.12",$596.221,"$2,539.416",$255.67,"$4,543.061","$5,139.282",$1.262,"$1,430.566",$17.675,-,"$4,157.838","$9,297.12"
2010-06-30,$197.686,$214.403,$122.393,$19.097,$158.999,$712.578,"$7,571.825",-,$298.563,$527,"$8,399.744","$9,112.322",$587.285,"$2,531.431",$232.683,"$4,466.904","$5,054.189",$1.261,"$1,323.662",$29.166,-,"$4,058.133","$9,112.322"
