,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$9,551","$8,404","$4,172",$874,-,"$23,001","$21,369","$2,792","$38,072","$3,312","$69,917","$92,918","$23,372","$40,370","$11,340","$55,994","$79,366",$23,"$63,443","$-15,476",-,"$13,552","$92,918"
2020-09-30,"$9,705","$9,295","$4,135",$925,-,"$24,060","$19,726","$2,752","$37,789","$3,357","$67,981","$92,041","$26,009","$37,879","$10,341","$52,437","$78,446",$23,"$63,013","$-15,357",-,"$13,595","$92,041"
2020-06-30,"$9,123","$8,780","$4,314",$972,-,"$23,189","$19,187","$2,715","$36,840","$3,243","$66,336","$89,525","$23,827","$38,371","$10,537","$53,111","$76,938",$23,"$62,145","$-15,778",-,"$12,587","$89,525"
2020-03-31,"$11,247","$8,477","$3,600",$944,-,"$24,268","$18,980","$2,719","$31,444","$3,294","$60,794","$85,062","$22,078","$35,361","$10,004","$49,425","$71,503",$23,"$61,920","$-15,057",-,"$13,559","$85,062"
2019-12-31,"$5,738","$7,822","$3,338",$747,-,"$17,645","$19,305","$2,683","$31,544","$3,011","$60,902","$78,547","$20,461","$29,148","$9,979","$43,218","$63,679",$23,"$61,946","$-14,300",-,"$14,868","$78,547"
2019-09-30,"$5,908","$8,735","$3,667",$888,-,"$19,198","$17,586","$2,690","$31,150","$2,480","$58,246","$77,444","$20,131","$29,630","$9,816","$43,089","$63,220",$23,"$61,514","$-15,126",-,"$14,224","$77,444"
2019-06-30,"$3,734","$8,502","$3,988",$988,-,"$17,212","$17,442","$2,510","$31,213","$2,354","$57,872","$75,084","$19,928","$27,712","$9,749","$41,119","$61,047",$23,"$60,752","$-14,984",-,"$14,037","$75,084"
2019-03-31,"$5,551","$7,604","$3,554","$1,208",-,"$17,917","$17,550","$2,476","$30,920","$2,242","$57,549","$75,466","$19,090","$28,458","$10,003","$42,080","$61,170",$23,"$60,060","$-14,656",-,"$14,296","$75,466"
2018-12-31,"$10,990","$7,142","$3,128",$633,-,"$21,893","$17,589","$2,409","$30,633",$760,"$55,755","$77,648","$22,138","$28,295","$9,114","$40,908","$63,046",$23,"$59,947","$-15,119",-,"$14,602","$77,648"
2018-09-30,"$13,898","$7,975","$3,142",$827,-,"$25,842","$16,541","$2,394","$27,798","$1,057","$47,790","$73,632","$19,704","$30,643","$9,538","$43,539","$63,243",$24,"$54,404","$-14,253",-,"$10,389","$73,632"
2018-06-30,"$18,129","$7,841","$3,491",$909,-,"$30,370","$16,762","$2,401","$28,221",$977,"$48,361","$78,731","$24,558","$30,638","$9,968","$43,952","$68,510",$24,"$53,223","$-13,580",-,"$10,221","$78,731"
2018-03-31,"$20,610","$7,171","$3,335","$1,931",-,"$33,047","$17,141","$2,115","$28,638",$946,"$48,840","$81,887","$25,885","$31,931","$9,855","$45,017","$70,902",$24,"$52,726","$-12,717",-,"$10,985","$81,887"
2017-12-31,"$19,510","$7,024","$2,947","$1,546",-,"$31,027","$17,240","$2,042","$28,582",$913,"$48,777","$79,804","$20,502","$33,796","$11,283","$48,321","$68,823",$24,"$52,839","$-13,057",-,"$10,981","$79,804"
2017-09-30,"$18,278","$7,923","$3,251",$745,-,"$30,197","$16,960","$1,950","$28,585",$771,"$48,266","$78,463","$22,358","$31,452","$6,823","$42,694","$65,052",$24,"$54,698","$-12,875",-,"$13,411","$78,463"
2017-06-30,"$17,160","$7,543","$3,612",$933,-,"$29,248","$16,742","$1,962","$28,383",$608,"$47,695","$76,943","$22,113","$31,205","$6,666","$42,300","$64,413",$24,"$53,706","$-13,174",-,"$12,530","$76,943"
2017-03-31,"$15,989","$6,848","$3,282","$1,031",-,"$27,150","$16,649","$2,003","$28,181",$639,"$47,472","$74,622","$21,644","$30,081","$6,693","$41,295","$62,939",$24,"$52,756","$-13,416",-,"$11,683","$74,622"
2016-12-31,"$16,125","$6,694","$2,723",$908,-,"$26,450","$16,591","$1,950","$27,863",$636,"$47,040","$73,490","$21,135","$30,053","$6,669","$41,156","$62,291",$24,"$52,518","$-13,919",-,"$11,199","$73,490"
2016-09-30,"$14,780","$7,745","$3,120","$1,454",-,"$27,099","$16,305","$1,975","$27,675",$843,"$46,798","$73,897","$20,589","$29,322","$6,088","$40,590","$61,179",$24,"$52,200","$-12,829",-,"$12,718","$73,897"
2016-06-30,"$13,379","$7,495","$3,487","$1,517",-,"$25,878","$16,219","$2,002","$27,745",$867,"$46,833","$72,711","$18,459","$30,847","$5,873","$41,876","$60,335",$24,"$51,295","$-12,813",-,"$12,376","$72,711"
2016-03-31,"$12,144","$6,707","$3,219","$1,896",-,"$23,966","$16,105","$1,935","$27,181",$832,"$46,053","$70,019","$16,842","$31,068","$5,811","$41,946","$58,788",$24,"$50,383","$-13,569",-,"$11,231","$70,019"
2015-12-31,"$12,009","$6,437","$2,720","$1,865",-,"$23,031","$16,317","$2,311","$27,258",$750,"$46,636","$69,667","$17,578","$29,213","$5,887","$40,059","$57,637",$24,"$50,472","$-13,319",-,"$12,030","$69,667"
2015-09-30,"$10,679","$7,666","$3,124","$1,345",-,"$22,814","$16,131","$2,285","$27,800",$872,"$47,088","$69,902","$19,071","$26,318","$5,915","$37,252","$56,323",$24,"$49,767","$-12,514",-,"$13,579","$69,902"
2015-06-30,"$9,579","$7,826","$3,931","$1,733",-,"$23,069","$16,736","$2,626","$28,943",$888,"$49,193","$72,262","$21,546","$23,075","$5,908","$34,252","$55,798",$25,"$50,268","$-11,101",-,"$16,464","$72,262"
2015-03-31,"$8,495","$6,963","$3,462","$2,002",-,"$20,922","$16,678","$2,626","$28,439",$960,"$48,703","$69,625","$20,127","$22,403","$5,882","$33,509","$53,636",$25,"$49,335","$-11,566",-,"$15,989","$69,625"
2014-12-31,"$8,726",-,"$3,143","$2,143",-,"$20,663","$17,244","$2,689","$29,053",$860,"$49,846","$70,509","$18,092","$23,821","$5,744","$34,869","$52,961",$25,"$49,092","$-10,669",-,"$17,548","$70,509"
2014-09-30,"$12,906","$8,376","$3,784","$1,524",-,"$26,590","$17,929","$1,946","$31,725","$2,276","$53,876","$80,466","$22,844","$23,489","$5,076","$34,435","$57,279",$25,"$48,764","$-6,146",-,"$23,187","$80,466"
2014-06-30,"$11,299","$8,470","$4,194","$1,832",-,"$25,795","$18,174","$1,902","$32,247","$2,315","$54,638","$80,433","$20,228","$25,606","$4,927","$36,605","$56,833",$25,"$47,748","$-5,481",-,"$23,600","$80,433"
2014-03-31,"$10,086","$7,262","$3,748","$2,189",-,"$23,285","$18,129","$1,890","$31,956","$2,233","$54,208","$77,493","$19,457","$24,240","$4,811","$35,143","$54,600",$25,"$46,770","$-5,940",-,"$22,893","$77,493"
2013-12-31,"$9,678","$6,954","$3,409","$2,162",-,"$22,203","$18,575","$2,623","$32,652","$1,425","$55,275","$77,478","$17,839","$24,333","$4,931","$35,250","$53,089",$25,"$46,420","$-5,127",-,"$24,389","$77,478"
2013-09-30,"$9,559","$8,088","$3,738","$1,546",-,"$22,931","$18,072","$1,823","$32,496","$1,492","$53,883","$76,814","$18,468","$24,293","$6,604","$35,944","$54,412",$26,"$45,554","$-6,907",-,"$22,402","$76,814"
2013-06-30,"$8,139","$7,981","$4,131","$1,712",-,"$21,963","$18,390","$1,839","$32,893","$1,568","$54,690","$76,653","$19,162","$23,212","$6,414","$34,726","$53,888",$26,"$44,523","$-6,275",-,"$22,765","$76,653"
2013-03-31,"$7,011","$7,234","$3,920","$1,745",-,"$19,910","$18,844","$1,676","$33,319","$1,606","$55,445","$75,355","$17,994","$23,225","$6,621","$34,897","$52,891",$26,"$43,395","$-5,607",-,"$22,464","$75,355"
2012-12-31,"$6,619","$7,041","$3,581","$1,479",-,"$18,720","$19,136","$1,633","$33,496","$1,653","$55,918","$74,638","$17,089","$23,544","$6,543","$35,150","$52,239",$26,"$43,158","$-5,487",-,"$22,399","$74,638"
2012-09-30,"$5,711","$7,998","$3,905","$1,656",-,"$19,270","$18,530","$1,585","$33,011","$1,621","$54,747","$74,017","$16,220","$23,732","$7,551","$36,213","$52,433",$31,"$42,332","$-6,086",-,"$21,584","$74,017"
2012-06-30,"$4,193","$7,721","$4,274","$1,845",-,"$18,033","$18,514","$1,562","$32,664","$1,617","$54,357","$72,390","$18,269","$21,294","$7,365","$33,526","$51,795",$31,"$41,274","$-6,636",-,"$20,595","$72,390"
2012-03-31,"$3,813","$7,158","$4,214","$2,393",-,"$17,578","$20,005","$1,515","$34,261","$1,032","$56,813","$74,391","$16,985","$22,054","$7,323","$34,452","$51,437",$31,"$40,631","$-4,464",-,"$22,954","$74,391"
