,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$22,171","$23,917","$1,796","$6,710",-,"$54,594","$94,833",$589,"$130,283","$13,651","$239,356","$316,481","$39,660","$123,173","$12,008","$207,549","$247,209",$429,"$60,464",$-71,-,"$69,272","$316,481"
2020-09-30,"$8,983","$22,617","$1,457","$5,515",-,"$38,572","$93,182",$535,"$130,356","$11,669","$235,742","$296,994","$36,185","$109,790","$13,011","$194,279","$230,464",$429,"$58,473",$-812,-,"$66,530","$296,994"
2020-06-30,"$7,882","$22,672","$1,289","$5,490",-,"$37,333","$92,754",$529,"$130,034","$10,178","$233,495","$293,259","$38,886","$106,190","$14,293","$190,260","$229,146",$429,"$56,746","$-1,274",-,"$64,113","$293,259"
2020-03-31,"$7,047","$23,797","$1,633","$8,228",-,"$40,705","$92,177",$543,"$126,224","$12,379","$231,323","$294,500","$41,057","$106,561","$15,786","$191,790","$232,847",$429,"$54,557","$-1,502",-,"$61,653","$294,500"
2019-12-31,"$2,594","$25,429","$1,422","$8,028",-,"$37,473","$91,915",$558,"$128,946","$10,141","$231,560","$291,727","$44,868","$100,712","$12,264","$184,024","$228,892",$429,"$53,147",$998,-,"$62,835","$291,727"
2019-09-30,"$3,020","$24,713","$1,538","$5,624",-,"$34,895","$88,849",$628,"$128,267","$10,018","$227,762","$284,875","$39,209","$101,769","$12,543","$185,354","$224,563",$429,"$50,595","$1,104",-,"$60,312","$284,875"
2019-06-30,"$1,949","$24,926","$1,167","$5,266",-,"$33,308","$87,818",$650,"$128,439","$10,426","$227,333","$283,108","$38,214","$104,598","$11,830","$186,947","$225,161",$429,"$47,945","$1,447",-,"$57,947","$283,108"
2019-03-31,"$2,322","$24,469","$1,417","$5,189",-,"$33,397","$87,849",$674,"$128,480","$10,442","$227,445","$283,947","$38,607","$105,045","$11,632","$187,880","$226,487",$429,"$46,493","$2,216",-,"$57,460","$283,947"
2018-12-31,"$2,745","$25,102","$1,336","$5,453",-,"$34,636","$89,286",$671,"$128,519","$11,717","$230,193","$264,829","$37,930","$86,670","$13,922","$172,189","$210,119",$429,"$43,542","$2,370",-,"$54,710","$264,829"
2018-09-30,"$2,538","$24,012","$1,270","$5,334",-,"$33,154","$87,464",$732,"$132,937","$11,275","$232,408","$265,562","$34,167","$106,440","$13,496","$175,308","$209,475",$429,"$44,091","$3,201",-,"$56,087","$265,562"
