,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$3,464","$2,370","$2,814",$889,-,"$9,537","$6,096",-,"$37,315","$1,801","$45,212","$54,748","$7,021","$16,082",-,"$23,065","$30,085",$365,"$13,522","$-2,414",-,"$24,663","$54,748"
2020-09-30,"$2,937","$2,398","$2,743",$891,-,"$8,969","$5,923",-,"$37,433","$1,687","$45,043","$54,012","$5,836","$17,224",-,"$24,412","$30,247",$365,"$12,791","$-2,548",-,"$23,765","$54,012"
2020-06-30,"$2,986","$1,993","$2,945",$903,-,"$8,827","$5,841",-,"$37,658","$1,632","$45,131","$53,959","$6,067","$17,090",-,"$23,870","$29,937",$365,"$12,916","$-2,367",-,"$24,022","$53,959"
2020-03-31,"$2,445","$2,160","$2,793","$1,156",-,"$8,555","$5,664",-,"$37,788","$1,509","$44,961","$53,516","$8,755","$16,809",-,"$23,809","$32,565",$347,"$12,868","$-2,419",-,"$20,951","$53,516"
2019-12-31,$617,"$2,074","$2,760",$987,-,"$6,438","$5,782",-,"$38,160","$1,573","$45,515","$51,952","$6,726","$16,949",-,"$24,024","$30,750",$347,"$12,938","$-2,202",-,"$21,202","$51,952"
2019-09-30,$620,"$2,345","$2,579","$1,119",-,"$6,664","$5,659",-,"$38,354","$1,088","$45,101","$51,765","$5,655","$18,081",-,"$25,029","$30,684",$347,"$12,913","$-2,283",-,"$21,081","$51,765"
2019-06-30,$606,"$2,220","$2,629","$1,326",-,"$6,781","$5,550",-,"$38,839","$1,063","$45,452","$52,233","$6,237","$18,016",-,"$24,499","$30,736",$347,"$12,997","$-1,897",-,"$21,497","$52,233"
2019-03-31,$777,"$2,279","$2,627","$1,161",-,"$6,844","$5,473",-,"$39,220","$1,061","$45,754","$52,598","$7,108","$17,556",-,"$24,181","$31,289",$347,"$12,792","$-1,839",-,"$21,309","$52,598"
2018-12-31,"$1,046","$2,216","$2,522","$1,157",-,"$6,941","$5,362",-,"$39,567","$1,062","$45,991","$52,932","$7,145","$17,817",-,"$24,384","$31,528",$347,"$13,018","$-1,927",-,"$21,404","$52,932"
2018-09-30,"$1,253","$2,319","$2,451","$1,251",$137,"$7,411","$5,375",-,"$40,041","$1,078","$46,494","$53,904","$7,216","$18,894",-,"$25,693","$32,910",$347,"$12,596","$-1,909",-,"$20,994","$53,904"
2018-06-30,"$1,524","$2,243","$2,562","$1,196",-,"$7,525","$5,321",-,"$40,147",$984,"$46,452","$53,977","$6,106","$20,350",-,"$26,513","$32,620",$347,"$12,971","$-1,902",-,"$21,357","$53,977"
2018-03-31,"$1,434","$2,293","$2,543","$1,241",-,"$7,512","$5,411",-,"$40,491","$1,159","$47,061","$54,573","$4,426","$22,589",-,"$28,994","$33,421",$347,"$12,616","$-1,704",-,"$21,152","$54,573"
2017-12-31,"$1,321","$2,000","$2,967","$1,255",-,"$7,542","$5,262",-,"$41,375","$1,184","$47,821","$55,363","$4,895","$22,095",-,"$29,220","$34,116",$347,"$12,765","$-1,740",-,"$21,247","$55,363"
2017-09-30,"$14,200","$1,744","$1,818",$871,-,"$18,633","$4,638",-,"$13,456","$1,007","$19,101","$37,734","$3,342","$18,667",-,"$21,444","$24,786",$347,"$13,111","$-1,723",-,"$12,948","$37,734"
2017-06-30,"$13,904","$1,749","$1,829",$731,-,"$18,212","$4,410",$43,"$13,501",$938,"$18,953","$37,166","$3,273","$18,563",-,"$21,306","$24,579",$347,"$12,989","$-1,923",-,"$12,587","$37,166"
2017-03-31,$911,"$1,569","$1,747",$664,-,"$4,891","$3,941",$817,"$13,446",$948,"$19,229","$24,121","$4,018","$9,082",-,"$12,140","$16,158",$333,"$13,321","$-2,009",-,"$7,963","$24,121"
2016-12-31,"$1,283","$1,518","$1,692",$643,$50,"$5,187","$3,827",$816,"$13,492",$927,"$19,130","$24,318","$4,570","$9,043",-,"$12,164","$16,735",$333,"$13,133","$-2,162",-,"$7,583","$24,318"
2016-09-30,"$1,907","$1,618","$1,719",$480,$642,"$6,367","$3,901",$796,"$13,700",$824,"$19,221","$25,586","$4,400","$10,550",-,"$13,553","$17,953",$333,"$12,727","$-1,929",-,"$7,633","$25,586"
2016-06-30,"$2,046","$1,618","$1,835",$409,$625,"$6,534","$3,813",$785,"$13,831",$712,"$19,481","$26,016","$4,219","$10,561",-,"$13,765","$17,983",$333,"$12,850","$-1,605",-,"$8,033","$26,016"
2016-03-31,"$2,022","$1,574","$1,846",$551,$618,"$6,612","$3,779",$826,"$13,979",$694,"$19,624","$26,236","$4,380","$10,864",-,"$14,191","$18,570",$333,"$12,600","$-1,647",-,"$7,666","$26,236"
2015-12-31,"$1,629","$1,513","$1,985",$514,-,"$5,641","$3,957","$1,132","$14,239",$727,"$20,405","$26,046","$4,529","$10,858",-,"$14,294","$18,823",$333,"$12,402","$-1,840",-,"$7,223","$26,046"
2015-09-30,"$1,519","$1,618","$1,959",$563,-,"$5,659","$4,060","$1,118","$14,561",$717,"$20,818","$26,478","$4,381","$11,370",-,"$14,933","$19,314",$333,"$12,314","$-1,738",-,"$7,164","$26,478"
2015-06-30,"$1,718","$1,645","$2,020",$921,-,"$6,303","$4,047","$1,082","$14,588",$674,"$20,776","$27,079","$4,517","$11,367",-,"$15,310","$19,826",$333,"$12,260","$-1,535",-,"$7,253","$27,079"
2015-03-31,"$2,129","$1,572","$2,278","$1,016",-,"$6,996","$3,992","$1,044","$15,220",$696,"$21,298","$28,293","$4,497","$12,128",-,"$16,637","$21,134",$333,"$12,324","$-1,623",-,"$7,159","$28,293"
2014-12-31,"$8,784","$1,031","$1,512",$784,-,"$12,111","$3,565",-,"$1,960",$506,"$6,392","$18,503","$2,081","$9,940",-,"$11,355","$13,435",$333,"$12,224","$-1,139",-,"$5,068","$18,503"
2014-09-30,"$2,750","$1,187","$1,495",$698,-,"$6,131","$3,605",$9,"$1,850",$488,"$6,317","$12,447","$2,235","$3,768",-,"$5,160","$7,394",$333,"$12,105","$-1,001",-,"$5,053","$12,447"
2014-06-30,"$2,639","$1,204","$1,553",$649,-,"$6,045","$3,551",-,"$1,911",$502,"$6,329","$12,374","$2,093","$3,768",-,"$4,903","$6,996",$333,"$11,909",$-457,-,"$5,378","$12,374"
2014-03-31,"$2,626","$1,130","$1,512",$678,-,"$5,946","$3,512",-,"$1,945",$483,"$6,304","$12,250","$2,016","$3,764",-,"$4,919","$6,935",$333,"$11,689",$-455,-,"$5,315","$12,250"
2013-12-31,"$2,513","$1,113","$1,467",$650,-,"$5,743","$3,495",-,"$1,914",$502,"$6,291","$12,035","$1,997","$3,764",-,"$4,960","$6,957",$333,"$11,507",$-500,-,"$5,078","$12,035"
2013-09-30,"$2,608","$1,240","$1,402",$623,-,"$5,873","$3,476",-,"$1,943",$487,"$6,277","$12,149","$2,130","$3,763",-,"$4,976","$7,106",$333,"$11,342",$-516,-,"$5,043","$12,149"
2013-06-30,"$2,299.204","$1,254.595","$1,409.108",$471.604,-,"$5,434.511","$3,351.662",-,"$1,933.485",$505.745,"$6,152.536","$11,587.05","$1,692.817","$3,762.567",-,"$5,177.71","$6,870.527",$332.662,"$11,347.94",$-864.152,-,"$4,716.52","$11,587.05"
2013-03-31,"$2,420.705","$1,220.014","$1,391.825",$467.454,-,"$5,499.998","$3,314.964",-,"$1,964.022",$492.672,"$6,129.925","$11,629.92","$1,878.039","$3,762.077",-,"$5,163.102","$7,041.141",$332.662,"$11,142.6",$-803.069,-,"$4,588.782","$11,629.92"
