,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$4,131","$1,593",-,$264,-,"$5,988",$284,-,"$5,087",$684,"$6,549","$12,537","$3,587","$4,110",$653,"$8,379","$11,966",$294,"$13,367",$-637,-,$571,"$12,537"
2020-09-30,"$3,168","$1,427",-,$246,-,"$4,841",$298,-,"$5,091",$612,"$6,611","$11,452","$2,815","$4,110",$693,"$8,139","$10,954",$294,"$13,368",$-677,-,$498,"$11,452"
2020-06-30,"$2,684","$1,557",-,$218,-,"$4,459",$299,-,"$5,107",$614,"$6,646","$11,105","$3,040","$3,950",$606,"$7,797","$10,837",$294,"$13,189",$-704,-,$268,"$11,105"
2020-03-31,"$1,952","$1,504",-,$239,-,"$3,695",$309,-,"$5,142",$665,"$6,768","$10,463","$2,983","$3,949",$596,"$7,674","$10,657",$294,"$12,691",$-660,-,$-194,"$10,463"
2019-12-31,"$2,914","$1,577",-,$221,-,"$4,712",$320,-,"$4,999",$641,"$6,636","$11,348","$3,093","$3,948",$624,"$7,719","$10,812",$294,"$12,205",$-624,-,$536,"$11,348"
2019-09-30,"$2,019","$1,486",-,$217,-,"$3,722",$298,-,"$4,942",$566,"$6,466","$10,188","$3,373","$2,966",$581,"$6,413","$9,786",$294,"$12,054",$-684,-,$402,"$10,188"
2019-06-30,"$1,920","$1,543",-,$231,-,"$3,694",$280,-,"$4,972",$570,"$6,491","$10,185","$2,699","$3,664",$511,"$6,916","$9,615",$294,"$11,710",$-651,-,$570,"$10,185"
2019-03-31,"$1,436","$1,539",-,$207,-,"$3,182",$268,-,"$5,025",$570,"$6,538","$9,720","$2,655","$3,663",$523,"$6,677","$9,332",$294,"$11,532",$-633,-,$388,"$9,720"
2018-12-31,"$1,976","$1,449",-,$162,-,"$3,587",$270,-,"$5,059",$525,"$5,854","$9,441","$2,630","$3,662",$616,"$6,127","$8,757",$294,"$11,284",$-742,-,$684,"$9,441"
2018-09-30,"$2,203","$1,237",-,$188,-,"$3,628",$275,-,"$4,964",$516,"$5,755","$9,383","$2,517","$3,661",$537,"$5,908","$8,425",$412,"$11,003",$-703,-,$958,"$9,383"
2018-06-30,"$1,935","$1,290",-,$243,-,"$3,468",$273,-,"$4,991",$485,"$5,749","$9,217","$2,724","$3,660",$537,"$5,857","$8,581",$412,"$10,680",$-705,-,$636,"$9,217"
2018-03-31,"$1,756","$1,313",-,$215,-,"$3,284",$270,-,"$4,435",$508,"$5,213","$8,497","$3,135","$3,170",$539,"$5,294","$8,429",$412,"$10,427",$-630,-,$68,"$8,497"
2017-12-31,"$2,791","$1,319",-,$214,-,"$4,324",$275,-,"$4,377",$449,"$5,101","$9,425","$3,214","$3,170",$679,"$5,445","$8,659",$412,"$10,023",$-649,-,$766,"$9,425"
2017-09-30,"$2,312","$1,188",-,$153,-,"$3,653",$259,-,"$4,413",$389,"$5,061","$8,714","$2,408","$3,568",$426,"$5,413","$7,821",$412,"$10,066",$-678,-,$893,"$8,714"
2017-06-30,"$2,384","$1,166",-,$173,-,"$3,723",$264,-,"$4,424",$380,"$5,068","$8,791","$2,362","$3,566",$414,"$5,356","$7,718",$412,"$9,816",$-699,-,"$1,073","$8,791"
2017-03-31,"$2,411","$1,108",-,$144,-,"$3,663",$265,-,"$4,434",$292,"$4,991","$8,654","$2,469","$3,565",$425,"$5,341","$7,810",$412,"$9,509",$-735,-,$844,"$8,654"
2016-12-31,"$2,400","$1,122",-,$149,-,"$3,671",$271,-,"$4,455",$272,"$4,998","$8,669","$2,611","$3,564",$439,"$5,357","$7,968",$412,"$9,210",$-773,-,$701,"$8,669"
2016-09-30,"$2,399",$980,-,$152,$66,"$3,704",$255,-,"$4,476",$241,"$4,972","$8,676","$3,051","$3,563",$372,"$5,114","$8,165",$412,"$8,924",$-635,-,$511,"$8,676"
2016-06-30,"$1,567","$1,007",-,$201,$574,"$3,459",$242,-,"$4,365",$225,"$4,832","$8,291","$2,845","$3,470",$371,"$5,021","$7,866",$412,"$8,123",$-627,-,$425,"$8,291"
2016-03-31,"$1,600",$978,-,-,$760,"$3,448",$251,-,"$4,357",$205,"$4,813","$8,261","$2,982","$3,469",$353,"$5,009","$7,991",$412,"$7,838",$-580,-,$270,"$8,261"
2015-12-31,"$1,487",$991,-,$206,$503,"$3,296",$270,-,"$4,404",$213,"$4,887","$8,183","$2,908","$3,468",$368,"$5,032","$7,940",$412,"$7,636",$-600,-,$243,"$8,183"
2015-09-30,"$1,441",$986,-,$206,-,"$2,836",$237,-,"$4,849",$241,"$5,327","$8,163","$2,505","$3,489",$377,"$4,954","$7,459",$412,"$7,592",$-553,-,$704,"$8,163"
2015-06-30,"$1,720","$1,063",-,$227,-,"$3,213",$208,-,"$2,360",$232,"$2,800","$6,013","$2,240","$1,494",$369,"$2,958","$5,198",$412,"$7,438",$-511,-,$815,"$6,013"
2015-03-31,"$1,176",$992,-,$191,-,"$2,688",$200,-,"$2,351",$209,"$2,760","$5,448","$2,579",$799,$352,"$2,280","$4,859",$412,"$7,166",$-593,-,$589,"$5,448"
2014-12-31,"$2,500",$932,-,$170,-,"$3,962",$206,-,"$2,391",$186,"$2,811","$6,773","$3,920",$795,$336,"$2,314","$6,234",$412,"$6,946",$-514,-,$539,"$6,773"
2014-09-30,"$1,918",$928,-,$207,$27,"$3,188",$199,-,"$2,447",$195,"$3,082","$6,270","$2,384",$799,$429,"$2,296","$4,680",$412,"$7,877",$-281,-,"$1,590","$6,270"
