,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-09-30,"$21,525","$1,503",$746,"$1,256",-,"$25,030","$26,602","$1,562","$15,767","$2,929","$54,046","$79,076","$19,725","$29,825","$5,236","$55,994","$75,719",-,$327,"$-7,939",-,"$3,357","$79,076"
2020-06-30,"$15,668","$1,728",$494,"$1,025",-,"$18,915","$28,473","$1,633","$15,770","$1,820","$53,346","$72,261","$20,150","$19,412","$4,245","$43,421","$63,571",-,"$5,706","$-7,937",-,"$8,690","$72,261"
2020-03-31,"$5,967","$2,280",$974,"$1,054",-,"$10,275","$31,644","$3,684","$15,772","$1,875","$58,463","$68,738","$19,392","$12,662","$1,666","$35,037","$54,429",-,"$11,423","$-7,898",-,"$14,309","$68,738"
2019-12-31,"$2,882","$2,854","$1,251","$1,262",-,"$8,249","$31,310","$2,568","$14,944","$1,714","$56,283","$64,532","$20,204","$8,873","$1,386","$28,970","$49,174",-,"$12,454","$-7,989",-,"$15,358","$64,532"
2019-09-30,"$1,899","$2,836","$1,072","$1,137",-,"$6,944","$30,796",-,"$14,602","$5,062","$56,275","$63,219","$20,211","$7,923","$1,378","$27,940","$48,151",-,"$11,772","$-7,645",-,"$15,068","$63,219"
2019-06-30,"$2,009","$2,844","$1,083","$1,198",-,"$7,134","$30,165",-,"$14,605","$4,708","$55,384","$62,518","$21,164","$7,710","$2,025","$27,396","$48,560",-,"$10,686","$-7,694",-,"$13,958","$62,518"
2019-03-31,"$1,910","$3,154","$1,071","$1,061",-,"$7,196","$29,139",-,"$14,608","$4,862","$54,645","$61,841","$21,323","$7,710","$1,395","$27,607","$48,930",-,"$9,656","$-7,766",-,"$12,911","$61,841"
2018-12-31,"$1,565","$2,314","$1,055","$1,406",-,"$6,340","$28,335",-,"$14,611","$4,986","$53,926","$60,266","$18,578","$8,253",$969,"$28,001","$46,579",-,"$10,039","$-7,825",-,"$13,687","$60,266"
2018-09-30,"$1,858","$2,517","$1,170","$1,181",-,"$6,726","$28,565",-,"$14,629","$4,651","$48,277","$55,003","$18,158","$8,115","$2,517","$23,141","$41,299",-,"$9,696","$-7,535",-,"$13,704","$55,003"
2018-06-30,"$2,406","$2,427","$1,589","$1,219",-,"$7,641","$28,124",-,"$14,633","$4,594","$48,155","$55,796","$19,269","$8,562","$2,365","$23,671","$42,940",-,"$8,851","$-7,606",-,"$12,856","$55,796"
