,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,$303,"$2,235","$1,903",-,$733,"$5,174","$8,042",$300,"$2,727","$1,280","$12,349","$17,523","$6,443","$7,878",$718,"$10,211","$16,654",$473,"$7,567","$-3,172",-,$869,"$17,523"
2020-09-30,"$1,518","$2,125","$1,787",-,$645,"$6,075","$7,497",$333,"$1,418","$1,208","$10,456","$16,531","$6,102","$7,851",$599,"$9,852","$15,954",$473,"$7,395","$-3,482",-,$577,"$16,531"
2020-06-30,"$1,448","$2,024","$1,825",-,$607,"$5,904","$7,366",$319,"$1,401","$1,183","$10,269","$16,173","$6,494","$7,223",$546,"$9,184","$15,678",$473,"$7,299","$-3,513",-,$495,"$16,173"
2020-03-31,$979,"$2,519","$1,539",-,$609,"$5,646","$7,226",$314,"$1,361","$1,130","$10,031","$15,677","$6,483","$7,210",$538,"$9,148","$15,631",$473,"$6,978","$-3,615",-,$46,"$15,677"
2019-12-31,$442,"$2,263","$1,790",-,$562,"$5,057","$7,450",$268,"$1,496","$1,012","$10,226","$15,283","$6,919","$6,213",$520,"$8,170","$15,089",$473,"$6,686","$-3,294",-,$194,"$15,283"
2019-09-30,$416,"$2,306","$1,779",-,$563,"$5,064","$7,158",$294,"$1,438","$1,079","$9,969","$15,033","$6,782","$6,198",$540,"$8,163","$14,945",$473,"$6,485","$-3,412",-,$88,"$15,033"
2019-06-30,$534,"$2,397","$1,856",-,$534,"$5,321","$7,207",$249,"$1,478","$1,092","$10,026","$15,347","$6,585","$6,701",$571,"$8,712","$15,297",$473,"$6,170","$-3,269",-,$50,"$15,347"
2019-03-31,$491,"$2,377","$1,857",-,$530,"$5,255","$7,139",$246,"$1,476","$1,088","$9,949","$15,204","$7,197","$5,990",$617,"$8,089","$15,286",-,-,-,-,$-82,"$15,204"
2018-12-31,$539,"$2,164","$1,813",-,$525,"$5,041","$7,159",$224,"$1,474",$620,"$9,477","$14,518","$6,536","$6,247",$328,"$8,028","$14,564",$473,"$5,947","$-3,299",-,$-46,"$14,518"
2018-09-30,$494,"$2,308","$1,770",-,$536,"$5,108","$7,030",$251,"$1,480",$714,"$9,475","$14,583","$6,805","$5,739",$369,"$7,666","$14,471",-,-,-,-,$112,"$14,583"
2018-06-30,$484,"$2,286","$1,750",-,$508,"$5,028","$7,046",$257,"$1,504",$729,"$9,536","$14,564","$6,655","$5,746",$366,"$7,731","$14,386",-,-,-,-,$178,"$14,564"
2018-03-31,$626,"$2,470","$1,778",-,$498,"$5,372","$7,328",$260,"$1,576",$767,"$9,931","$15,303","$6,674","$6,081",$359,"$8,074","$14,748",-,-,-,-,$555,"$15,303"
2017-12-31,$616,"$2,315","$1,790",-,$490,"$5,211","$7,436",$233,"$1,576",$695,"$9,940","$15,151","$5,858","$6,472",$299,"$8,411","$14,269",$473,"$5,769","$-2,919",-,$882,"$15,151"
2017-09-30,$655,"$2,360","$1,748",-,$463,"$5,226","$7,317",$272,"$1,581",$653,"$9,823","$15,049","$5,412","$7,057",$305,"$9,139","$14,551",-,-,-,-,$498,"$15,049"
2017-06-30,"$1,051","$2,221","$1,738",-,$380,"$5,390","$7,246",$283,"$1,527",$624,"$9,680","$15,070","$5,889","$6,777",$296,"$8,850","$14,739",-,-,-,-,$331,"$15,070"
2017-03-31,$835,"$2,224","$1,728",-,$325,"$5,112","$7,251",$284,"$1,528",$583,"$9,646","$14,758","$5,864","$6,425",$314,"$8,532","$14,396",-,-,-,-,$362,"$14,758"
2016-12-31,$923,"$2,176","$1,679",-,$337,"$5,115","$7,169",$257,"$1,480",$581,"$9,487","$14,602","$5,846","$6,439",$309,"$8,639","$14,485",$473,"$5,831","$-3,474",-,$117,"$14,602"
2016-09-30,$884,"$2,222","$1,736",-,$418,"$5,260","$7,198",$289,"$1,518",$634,"$9,639","$14,899","$5,720","$6,443",$332,"$8,628","$14,348",-,-,-,-,$551,"$14,899"
2016-06-30,$656,"$2,249","$1,807",-,$402,"$5,114","$7,188",$287,"$1,507",$674,"$9,656","$14,770","$5,228","$6,905",$331,"$9,118","$14,346",-,-,-,-,$424,"$14,770"
2016-03-31,$635,"$2,255","$1,902",-,$359,"$5,151","$7,188",$284,"$1,498",$699,"$9,669","$14,820","$5,391","$6,904",$371,"$9,100","$14,491",-,-,-,-,$329,"$14,820"
