,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$1,739",$860,$378,-,$104,"$3,081","$14,115",-,$360,$612,"$15,146","$18,821","$1,623","$8,506","$1,537","$10,863","$12,486",$307,$130,$-755,-,"$6,335","$18,821"
2020-09-30,"$1,285",$699,$422,-,$730,"$3,136","$14,235",-,$360,$672,"$15,334","$18,969","$1,426","$8,504","$1,507","$10,661","$12,087",$307,$304,$-363,-,"$6,882","$18,969"
2020-06-30,"$1,646",$596,$360,-,$513,"$3,115","$14,825",-,$360,$642,"$15,905","$19,546","$1,564","$8,434","$1,514","$10,616","$12,180",$307,$625,$-187,-,"$7,366","$19,546"
2020-03-31,"$2,080",$794,$230,-,"$1,166","$4,270","$14,811",-,$360,$626,"$15,874","$20,717","$1,947","$8,424","$1,483","$10,592","$12,539",$307,"$1,021",$239,-,"$8,178","$20,717"
2019-12-31,"$1,545","$1,170",$261,-,$180,"$3,156","$16,814",-,$360,$626,"$17,880","$21,782","$2,510","$7,380","$1,418","$9,566","$12,076",$305,"$3,535",$-699,-,"$9,706","$21,782"
2019-09-30,"$1,863","$1,122",$289,-,$124,"$3,398","$16,449",-,$360,$571,"$17,398","$21,631","$2,344","$6,768","$1,559","$9,110","$11,454",$305,"$3,836",$-776,-,"$10,177","$21,631"
2019-06-30,"$2,208","$1,060",$278,-,$138,"$3,684","$16,107",-,$360,$586,"$17,074","$21,695","$2,332","$6,757","$1,262","$8,832","$11,164",$304,"$4,125",$-648,-,"$10,531","$21,695"
2019-03-31,"$2,300","$1,116",$274,-,$144,"$3,834","$15,898",-,$360,$557,"$16,837","$21,716","$2,271","$6,800","$1,236","$8,892","$11,163",$304,"$4,207",$-650,-,"$10,553","$21,716"
2018-12-31,"$2,694","$1,001",$245,-,$519,"$4,459","$16,083",-,$360,$510,"$16,974","$21,433","$2,203","$6,605","$1,316","$8,342","$10,545",$291,"$4,257",$-306,-,"$10,888","$21,433"
2018-09-30,"$3,004","$1,182",$263,-,$52,"$4,501","$16,013",-,$360,$583,"$16,966","$21,467","$1,958","$6,609","$1,429","$8,463","$10,421",$296,"$4,410",$-502,-,"$11,046","$21,467"
2018-06-30,"$2,908","$1,075",$231,-,$480,"$4,694","$15,869",-,$360,$523,"$16,770","$21,464","$1,945","$6,352","$1,407","$8,183","$10,128",$300,"$4,692",$-522,-,"$11,336","$21,464"
2018-03-31,"$3,726",$997,$239,-,$52,"$5,014","$16,181",-,$360,$495,"$17,058","$22,072","$1,904","$6,372","$1,434","$8,231","$10,135",$308,"$5,166",$-571,-,"$11,937","$22,072"
2017-12-31,"$4,847","$1,024",$232,-,$54,"$6,157","$16,192",-,$360,$382,"$16,955","$23,112","$2,435","$6,397","$1,497","$8,323","$10,758",$315,"$5,597",$-686,-,"$12,354","$23,112"
2017-09-30,"$2,526","$1,043",$372,-,$142,"$4,083","$20,279",-,$360,$398,"$22,517","$26,600","$2,214","$6,592","$2,782","$9,958","$12,172",$318,"$8,438","$-1,472",-,"$14,428","$26,600"
2017-06-30,"$2,492",$938,$376,-,$464,"$4,270","$22,793",-,$350,$360,"$23,528","$27,798","$2,118","$6,612","$2,875","$10,602","$12,720",$318,"$9,153","$-1,518",-,"$15,078","$27,798"
2017-03-31,"$2,686",$912,$377,-,$196,"$4,171","$23,201",-,$375,$330,"$23,929","$28,100","$2,126","$6,669","$2,947","$10,741","$12,867",$318,"$9,692","$-1,667",-,"$15,233","$28,100"
2016-12-31,"$2,732","$1,026",$323,-,$195,"$4,276","$23,595",-,$375,$316,"$24,345","$28,621","$2,251","$6,694","$2,941","$10,779","$13,030",$317,"$10,147","$-1,704",-,"$15,591","$28,621"
2016-09-30,"$3,529",$853,$403,-,$108,"$4,893","$25,537",-,$375,$397,"$29,566","$34,459","$2,617","$6,671","$3,042","$10,927","$13,544",$317,"$15,129","$-1,372",-,"$20,915","$34,459"
2016-06-30,"$3,095","$1,048",$377,-,$111,"$4,631","$25,769",-,$375,$416,"$29,603","$34,234","$2,139","$6,450","$3,244","$10,921","$13,060",$317,"$15,559","$-1,499",-,"$21,174","$34,234"
2016-03-31,"$3,557",$852,$416,-,$120,"$4,945","$26,241",-,$375,$415,"$29,863","$34,808","$2,193","$6,498","$3,163","$10,981","$13,174",$317,"$16,042","$-1,484",-,"$21,634","$34,808"
2015-12-31,"$2,716","$1,159",$399,-,$130,"$4,404","$26,352",-,$375,$373,"$29,753","$34,157","$2,628","$6,506","$3,288","$11,128","$13,756",$286,"$16,637","$-1,664",-,"$20,401","$34,157"
2015-09-30,"$3,013","$1,522",$535,-,$527,"$5,597","$26,883",-,"$1,473",$394,"$30,859","$36,456","$2,624","$6,474","$3,377","$11,469","$14,093",$286,"$18,530","$-1,582",-,"$22,363","$36,456"
2015-06-30,$931,"$1,794",$569,-,$632,"$3,926","$27,298",-,"$1,473",$357,"$31,632","$35,558","$3,493","$5,888","$3,249","$10,962","$14,455",$287,"$18,923","$-1,436",-,"$21,103","$35,558"
2015-03-31,"$1,506","$1,711",$546,-,$560,"$4,323","$27,208",-,"$1,858",$356,"$31,778","$36,101","$3,467","$5,911","$3,262","$10,967","$14,434",$287,"$19,578","$-1,504",-,"$21,667","$36,101"
2014-12-31,"$2,444","$2,073",$527,-,"$1,269","$6,313","$27,517",-,"$1,858",$348,"$32,094","$38,407","$4,851","$5,919","$3,479","$11,236","$16,087",$286,"$20,052","$-1,410",-,"$22,320","$38,407"
2014-09-30,"$4,120","$3,059",$817,-,$869,"$8,865","$27,667",$145,"$1,858",$500,"$32,110","$40,975","$5,015","$5,929","$3,350","$11,595","$16,610",$299,"$21,020",$-487,-,"$24,365","$40,975"
