,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-09-30,"$172,037",-,-,-,-,"$227,692","$3,617","$155,339","$20,383","$21,367","$200,706","$428,398","$347,835","$26,541","$8,675","$35,395","$383,230",$14,"$33,821","$-1,359",-,"$45,168","$428,398"
2020-06-30,"$186,337",-,-,-,-,"$241,972","$3,598","$154,682","$20,298","$21,766","$200,344","$442,316","$356,283","$29,194","$12,873","$42,224","$398,507",$14,"$33,224","$-1,943",-,"$43,809","$442,316"
2020-03-31,"$214,579",-,-,-,-,"$277,383","$3,514","$139,273","$20,310","$27,675","$190,772","$468,155","$386,312","$29,038","$11,426","$40,604","$426,916",$14,"$32,601","$-2,827",-,"$41,239","$468,155"
2019-12-31,"$158,436",-,-,-,-,"$213,891","$3,625","$123,033","$20,493","$20,466","$167,617","$381,508","$304,067","$28,100","$7,613","$35,856","$339,923",$14,"$31,894","$-2,638",-,"$41,585","$381,508"
2019-09-30,"$149,849",-,-,-,-,"$205,199","$3,149","$122,340","$20,372","$22,108","$167,969","$373,168","$293,195","$28,692","$9,811","$38,650","$331,845",$14,"$30,789","$-2,893",-,"$41,323","$373,168"
2019-06-30,"$160,577",-,-,-,-,"$213,485","$2,970","$120,142","$20,497","$24,074","$167,683","$381,168","$301,287","$30,124","$7,922","$38,182","$339,469",$14,"$30,081","$-2,688",-,"$41,699","$381,168"
2019-03-31,"$127,386",-,-,-,-,"$181,378","$3,010","$117,504","$20,560","$23,680","$164,754","$346,132","$264,804","$31,806","$8,053","$39,981","$304,785",$14,"$29,382","$-2,990",-,"$41,347","$346,132"
2018-12-31,"$141,830",-,-,-,-,"$198,919","$1,832","$119,791","$20,570","$21,761","$163,954","$362,873","$283,839","$32,390","$5,776","$38,295","$322,134",$14,"$28,652","$-3,171",-,"$40,739","$362,873"
2018-09-30,"$130,817",-,-,-,-,"$185,304","$1,832","$118,641","$20,648","$23,345","$164,466","$349,770","$270,303","$31,047","$6,552","$37,817","$308,120",$14,"$28,098","$-2,983",-,"$41,650","$349,770"
2018-06-30,"$130,140",-,-,-,-,"$188,434","$1,752","$119,081","$20,726","$22,935","$164,494","$352,928","$274,423","$31,313","$5,446","$36,948","$311,371",$14,"$27,306","$-2,795",-,"$41,557","$352,928"
