,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,$377,"$15,699",-,-,-,"$16,076","$1,057","$94,837","$2,544","$6,773","$109,911","$125,987","$74,497","$7,825","$12,093","$21,273","$95,770",$9,"$52,767","$3,304",-,"$30,217","$125,987"
2020-09-30,$370,"$15,706",-,-,-,"$16,076","$1,076","$91,813","$2,544","$6,580","$106,674","$122,750","$75,076","$6,635","$12,871","$20,411","$95,487",$9,"$50,336","$2,833",-,"$27,263","$122,750"
2020-06-30,$547,"$15,657",-,-,-,"$16,204","$1,100","$90,242","$2,544","$6,493","$105,062","$121,266","$73,623","$6,634","$13,181","$20,657","$94,280",$9,"$49,380","$2,628",-,"$26,986","$121,266"
2020-03-31,$338,"$15,615",-,-,-,"$15,953","$1,123","$85,435","$2,544","$6,310","$100,154","$116,107","$72,687","$6,633","$12,283","$19,247","$91,934",$9,"$48,326",$558,-,"$24,173","$116,107"
2019-12-31,$338,"$15,683",-,-,-,"$16,021","$1,145","$88,962","$2,545","$6,578","$103,929","$119,950","$73,976","$6,631","$12,191","$19,976","$93,952",$9,"$48,074","$1,950",-,"$25,998","$119,950"
2019-09-30,$587,"$15,921",-,-,-,"$16,508","$1,092","$89,920","$2,545","$6,325","$104,565","$121,073","$74,553","$6,630","$12,671","$20,380","$94,933",$9,"$46,527","$2,107",-,"$26,140","$121,073"
2019-06-30,$599,"$15,672",-,-,-,"$16,271","$1,058","$87,124","$2,547","$6,707","$102,103","$118,374","$74,073","$6,628","$12,200","$19,825","$93,898",$9,"$45,803","$1,760",-,"$24,476","$118,374"
2019-03-31,$551,"$15,575",-,-,-,"$16,126","$1,047","$84,735","$2,547","$6,709","$99,708","$115,834","$73,119","$6,453","$12,027","$19,297","$92,416",$9,"$45,148","$1,085",-,"$23,418","$115,834"
2018-12-31,$499,"$15,719",-,-,-,"$16,218","$1,045","$81,860","$2,530","$5,812","$96,031","$112,249","$72,512","$6,451","$11,549","$18,425","$90,937",$9,"$44,033",$118,-,"$21,312","$112,249"
2018-09-30,$460,"$15,190",-,-,-,"$15,650","$1,032","$84,584","$2,189","$6,368","$98,840","$114,490","$73,115","$6,450","$10,632","$17,742","$90,857",$9,"$46,178","$-1,284",-,"$23,633","$114,490"
2018-06-30,$489,"$14,863",-,-,-,"$15,352","$1,040","$83,830","$2,189","$6,425","$98,017","$113,369","$72,442","$6,448","$10,634","$17,805","$90,247",$9,"$45,508","$-1,268",-,"$23,122","$113,369"
2018-03-31,$450,"$14,772",-,-,-,"$15,222","$1,060","$83,865","$2,189","$6,544","$98,067","$113,289","$71,900","$6,847","$10,540","$18,112","$90,012",$9,"$45,031","$-1,150",-,"$23,277","$113,289"
2017-12-31,$617,"$14,707",-,-,-,"$15,324","$1,072","$83,372","$2,181","$6,282","$97,098","$112,422","$71,781","$6,350","$10,958","$18,090","$89,871",$9,"$43,162",$306,-,"$22,551","$112,422"
2017-09-30,$690,"$15,670",-,-,-,"$16,360","$1,067","$83,361","$2,309","$6,388","$97,272","$113,632","$73,525","$6,349","$10,390","$17,988","$91,513",$9,"$42,125",$328,-,"$22,119","$113,632"
2017-06-30,$482,"$14,415",-,-,-,"$14,897","$1,072","$81,878","$2,309","$6,672","$95,968","$110,865","$71,913","$6,348","$9,999","$17,451","$89,364",$9,"$41,622",$102,-,"$21,501","$110,865"
2017-03-31,$442,"$14,372",-,-,-,"$14,814","$1,067","$81,720","$2,295","$6,359","$95,429","$110,243","$71,452","$6,346","$10,454","$17,633","$89,085",$9,"$41,208",$-197,-,"$21,158","$110,243"
2016-12-31,$436,"$14,342",-,-,-,"$14,778","$1,065","$82,366","$1,219","$5,228","$93,832","$108,610","$71,211","$6,347","$9,992","$16,826","$88,037",$9,"$40,678",$-416,-,"$20,573","$108,610"
2016-09-30,$389,"$14,721",-,-,-,"$15,110","$1,013","$81,671","$1,219","$5,638","$93,427","$108,537","$71,967","$5,110","$9,591","$15,636","$87,603",$9,"$39,990",$502,-,"$20,934","$108,537"
2016-06-30,$446,"$14,243",-,-,-,"$14,689","$1,011","$80,258","$1,219","$6,288","$92,595","$107,284","$71,210","$5,109","$9,630","$15,521","$86,731",$9,"$39,623",$295,-,"$20,553","$107,284"
2016-03-31,$531,"$14,131",-,-,-,"$14,662","$1,011","$79,444","$1,219","$5,804","$91,285","$105,947","$70,809","$5,108","$9,211","$14,798","$85,607",$9,"$39,505",$-150,-,"$20,340","$105,947"
2015-12-31,$495,"$14,062",-,-,-,"$14,557","$1,024","$78,327","$1,219","$5,668","$90,099","$104,656","$70,455","$5,124","$8,962","$14,176","$84,631",$9,"$39,413",$-755,-,"$20,025","$104,656"
2015-09-30,$905,"$14,179",-,-,-,"$15,084","$1,050","$78,917","$1,219","$5,768","$90,765","$105,849","$70,692","$5,175","$9,235","$14,653","$85,345",$9,"$39,068",$-462,-,"$20,504","$105,849"
2015-06-30,$805,"$14,119",-,-,-,"$14,924","$1,038","$79,751","$1,219","$6,477","$92,193","$107,117","$70,575","$5,186","$9,583","$15,244","$85,819",$9,"$38,567",$67,-,"$21,298","$107,117"
