,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$13,589",-,-,-,-,"$95,812","$1,027","$12,114",$350,"$3,586","$17,077","$112,889","$80,764","$21,241",-,"$21,241","$102,005",$6,"$19,955",$45,-,"$10,884","$112,889"
2020-09-30,"$10,089",-,-,-,-,"$90,523","$1,121","$28,902",$350,"$3,453","$33,826","$124,349","$92,256","$21,841",-,"$21,841","$114,097",$6,"$19,292",$93,-,"$10,252","$124,349"
2020-06-30,"$15,167",-,-,-,-,"$95,910","$1,115","$13,034",$351,"$3,382","$17,882","$113,792","$80,955","$23,194",-,"$23,194","$104,149",$6,"$18,673",$122,-,"$9,643","$113,792"
2020-03-31,"$11,211",-,-,-,-,"$97,261","$1,070","$10,782",$410,"$3,134","$15,396","$112,657","$76,894","$26,098",-,"$26,098","$102,992",$6,"$19,175",$134,-,"$9,665","$112,657"
2019-12-31,"$6,964",-,-,-,-,"$99,475","$1,057","$10,595",$410,"$2,459","$14,521","$113,996","$76,436","$25,701",-,"$25,701","$102,137",$6,"$21,290",$-119,-,"$11,859","$113,996"
2019-09-30,"$6,112",-,-,-,-,"$95,306","$1,028","$11,649",$414,"$2,389","$15,480","$110,786","$74,615","$24,454",-,"$24,454","$99,069",$6,"$20,720",$-74,-,"$11,717","$110,786"
2019-06-30,"$11,353",-,-,-,-,"$98,380","$1,008","$8,581",$415,"$2,323","$12,327","$110,707","$74,051","$25,163",-,"$25,163","$99,214",$6,"$20,107",$-83,-,"$11,493","$110,707"
2019-03-31,"$15,213",-,-,-,-,"$100,822",$980,"$6,243",$415,"$2,260","$9,898","$110,720","$73,185","$26,276",-,"$26,276","$99,461",$6,"$19,484",$-136,-,"$11,259","$110,720"
2018-12-31,"$15,145",-,-,-,-,"$102,616",$936,"$3,370",$416,"$2,215","$6,937","$109,553","$71,195","$27,228",-,"$27,228","$98,423",$6,"$18,906",$-156,-,"$11,130","$109,553"
2018-09-30,"$16,609",-,-,-,-,"$100,576",$896,"$1,801",$417,"$2,152","$5,266","$105,842","$67,828","$26,998",-,"$26,998","$94,826",$6,"$18,354",$-160,-,"$11,016","$105,842"
2018-06-30,"$15,919",-,-,-,-,"$97,880",$874,"$1,522",$417,"$2,058","$4,871","$102,751","$65,610","$26,252",-,"$26,252","$91,862",$6,"$17,787",$-162,-,"$10,889","$102,751"
2018-03-31,"$17,098",-,-,-,-,"$97,106",$848,"$1,543",$417,"$2,053","$4,861","$101,967","$64,852","$26,244",-,"$26,244","$91,096",$6,"$17,211",$-139,-,"$10,871","$101,967"
2017-12-31,"$13,387",-,-,-,-,"$95,014",$825,"$1,568",$418,"$2,262","$5,073","$100,087","$62,869","$26,326",-,"$26,326","$89,195",$6,"$16,687",$-152,-,"$10,892","$100,087"
2017-09-30,"$14,528",-,-,-,-,"$92,440",$800,"$1,627",$418,"$2,323","$5,168","$97,608","$59,684","$26,737",-,"$26,737","$86,421",$6,"$16,452",$-148,-,"$11,187","$97,608"
2017-06-30,"$13,043",-,-,-,-,"$88,656",$774,"$1,679",$419,"$2,229","$5,101","$93,757","$56,060","$26,438",-,"$26,438","$82,498",$6,"$15,989",$-150,-,"$11,259","$93,757"
2017-03-31,"$16,263",-,-,-,-,"$89,852",$750,"$1,718",$420,"$2,055","$4,943","$94,795","$56,707","$26,823",-,"$26,823","$83,530",$6,"$15,568",$-155,-,"$11,265","$94,795"
2016-12-31,"$12,009",-,-,-,-,"$87,096",$734,"$1,757",$421,"$2,300","$5,212","$92,308","$55,542","$25,443",-,"$25,443","$80,985",$5,"$15,130",$-161,-,"$11,323","$92,308"
2016-09-30,"$13,023",-,-,-,-,"$84,550",$722,"$2,705",$421,"$2,143","$5,991","$90,541","$52,364","$26,830",-,"$26,830","$79,194",$5,"$14,696",$-165,-,"$11,347","$90,541"
2016-06-30,"$10,715",-,-,-,-,"$80,690",$708,"$3,521",$422,"$2,170","$6,821","$87,511","$51,433","$24,681",-,"$24,681","$76,114",$5,"$14,188",$-174,-,"$11,397","$87,511"
2016-03-31,"$13,145",-,-,-,-,"$81,544",$706,"$2,956",$422,"$2,465","$6,549","$88,093","$52,025","$24,752",-,"$24,752","$76,777",$5,"$13,698",$-172,-,"$11,316","$88,093"
2015-12-31,"$9,671",-,-,-,-,"$80,187",$693,"$3,084",$423,"$2,412","$6,612","$86,799","$50,874","$24,650",-,"$24,650","$75,524",$5,"$13,250",$-160,-,"$11,275","$86,799"
2015-09-30,"$10,348",-,-,-,-,"$78,683",$684,"$3,302",$424,"$2,518","$6,928","$85,611","$50,508","$23,800",-,"$23,800","$74,308",$5,"$12,880",$-180,-,"$11,303","$85,611"
2015-06-30,"$11,349",-,-,-,-,"$78,642",$688,"$2,701",$425,"$2,455","$6,269","$84,911","$49,549","$24,099",-,"$24,099","$73,648",$5,"$12,400",$-160,-,"$11,263","$84,911"
