,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2021-01-31,"$3,903",$269,"$1,273",-,$134,"$5,579","$2,095",-,"$1,039",$231,"$5,992","$11,571","$2,826","$6,366",$311,"$9,406","$12,232",$143,"$-1,421",$83,-,$-661,"$11,571"
2020-10-31,"$2,622",$297,"$1,865",-,$143,"$4,927","$2,231",-,"$1,039",$337,"$6,234","$11,161","$3,330","$6,451",$187,"$9,395","$12,725",$143,"$-2,280",$48,-,"$-1,564","$11,161"
2020-07-31,"$2,611",$268,"$1,476",-,$150,"$4,505","$2,292",-,"$1,039",$335,"$6,375","$10,880","$3,433","$6,269",$193,"$9,351","$12,784",$143,"$-2,611",$49,-,"$-1,904","$10,880"
2020-04-30,$957,$229,"$1,491",-,$172,"$2,849","$2,299",-,"$1,039",$221,"$6,590","$9,439","$2,683","$5,034",$437,"$8,614","$11,297",$143,"$-2,562",$51,-,"$-1,858","$9,439"
2020-01-31,"$1,499",$306,"$1,287",-,$153,"$3,245","$2,486",-,"$1,039",$218,"$6,880","$10,125","$2,372","$5,487",$490,"$9,248","$11,620",$142,"$-2,182",$52,-,"$-1,495","$10,125"
2019-10-31,$340,$295,"$2,032",-,$259,"$2,926","$2,571",-,"$1,729",$211,"$7,704","$10,630","$2,543","$5,477",$494,"$9,325","$11,868",$142,"$-1,907",$53,-,"$-1,238","$10,630"
2019-07-31,$853,$283,"$1,329",-,$188,"$2,653","$2,756",-,"$1,759",$179,"$7,965","$10,618","$2,216","$5,475",$450,"$9,331","$11,547",$142,"$-1,572",$49,-,$-929,"$10,618"
2019-04-30,"$1,146",$274,"$1,357",-,$170,"$2,947","$2,794",-,"$1,759",$166,"$8,051","$10,998","$2,197","$5,749",$478,"$9,699","$11,896",$142,"$-1,527",$55,-,$-898,"$10,998"
2019-01-31,"$1,413",$367,"$1,248",-,$232,"$3,260","$2,818",-,"$1,759",$191,"$4,830","$8,090","$1,986","$5,739","$1,004","$6,969","$8,955",$141,"$-1,482",$59,-,$-865,"$8,090"
2018-10-31,$348,$321,"$1,963",-,$301,"$2,933","$2,934",-,"$1,759",$183,"$4,896","$7,829","$2,142","$5,814",$951,"$6,999","$9,141",$142,"$-1,856",$11,-,"$-1,312","$7,829"
2018-07-31,$843,$310,"$1,315",-,$247,"$2,715","$2,949",-,"$1,759",$176,"$4,905","$7,620","$1,856","$5,712",$937,"$6,886","$8,742",$142,"$-1,648",$12,-,"$-1,122","$7,620"
2018-04-30,"$1,032",$274,"$1,350",-,$234,"$2,890","$2,894",-,"$1,759",$184,"$4,859","$7,749","$1,858","$5,719",$907,"$6,860","$8,718",$141,"$-1,580",$17,-,$-969,"$7,749"
2018-01-31,"$1,515",$310,"$1,240",-,$228,"$3,293","$2,893",-,"$1,759",$190,"$4,856","$8,149","$2,031","$5,707",$924,"$6,869","$8,900",$141,"$-1,434",$24,-,$-751,"$8,149"
2017-10-31,$735,$285,"$1,715",-,$195,"$2,930","$2,920",-,"$1,759",$184,"$4,886","$7,816","$2,019","$5,705",$844,"$6,916","$8,935",$159,$8,$15,-,"$-1,119","$7,816"
2017-07-31,"$1,360",$245,"$1,118",-,$234,"$2,957","$2,841",-,"$1,759",$181,"$4,806","$7,763","$1,758","$5,704",$844,"$6,917","$8,675",$159,$94,$11,-,$-912,"$7,763"
2017-04-30,"$1,555",$213,"$1,147",-,$237,"$3,152","$2,761",-,"$1,759",$187,"$4,730","$7,882","$1,831","$5,702",$824,"$6,886","$8,717",$159,$128,$18,-,$-835,"$7,882"
2017-01-31,"$1,934",$294,"$1,096",-,$141,"$3,465","$2,741",-,"$1,759",$186,"$4,705","$8,170","$2,014","$5,700",$831,"$6,883","$8,897",$157,$205,$12,-,$-727,"$8,170"
2016-10-31,$654,$325,"$1,651",-,$256,"$2,886","$2,770",-,"$1,759",$218,"$4,777","$7,663","$2,007","$5,701",$881,"$6,844","$8,851",$157,$-254,$12,-,"$-1,188","$7,663"
2016-07-31,"$1,273",$266,"$1,204",-,$217,"$2,960","$2,586",-,"$1,759",$206,"$4,581","$7,541","$1,819","$5,706",$877,"$6,851","$8,670",$157,$-203,$22,-,"$-1,129","$7,541"
