,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$1,959","$7,545",-,$254,$140,"$9,898",$887,-,"$70,566","$1,574","$73,944","$83,842","$12,361","$15,951","$2,141","$22,168","$34,529",$6,"$3,440",$57,-,"$49,313","$83,842"
2020-09-30,"$1,826","$7,121",-,$823,$164,"$9,934",$914,-,"$70,092","$1,404","$73,261","$83,195","$12,775","$15,213","$1,944","$21,375","$34,150",$6,"$3,556",$-212,-,"$49,045","$83,195"
2020-06-30,"$1,183","$6,934",-,$333,$150,"$8,600",$887,-,"$69,821","$2,535","$74,042","$82,642","$12,117","$14,874","$2,463","$21,468","$33,585",$6,"$3,753",$-358,-,"$49,057","$82,642"
2020-03-31,"$1,373","$6,498",-,$334,$141,"$8,346",$870,-,"$70,210","$2,299","$74,128","$82,474","$7,926","$18,982","$2,206","$25,366","$33,292",$6,"$3,952",$-248,-,"$49,182","$82,474"
2019-12-31,"$1,152","$7,108",-,$308,$124,"$8,692",$900,-,"$71,244","$2,303","$75,114","$83,806","$10,382","$17,229","$2,406","$23,968","$34,350",$6,"$4,161",$-33,-,"$49,456","$83,806"
2019-09-30,"$1,305","$7,565",-,$302,$153,"$9,325",$811,-,"$70,998","$1,996","$74,393","$83,718","$10,901","$16,945","$2,411","$23,605","$34,506",$6,"$4,538",$-391,-,"$49,212","$83,718"
2019-06-30,"$9,756","$2,330",-,$297,$122,"$12,505",$541,-,"$18,203","$1,049","$20,354","$32,859","$4,170","$16,682",$664,"$18,697","$22,867",$4,"$4,599",$-438,-,"$9,992","$32,859"
2019-03-31,$576,"$2,613",-,$299,$123,"$3,611",$556,-,"$18,340","$1,028","$20,462","$24,073","$3,521","$8,562",$681,"$10,649","$14,170",$4,"$4,558",$-427,-,"$9,903","$24,073"
2018-12-31,$703,"$2,619",-,$288,$123,"$3,733",$587,-,"$18,472",$503,"$20,037","$23,770","$3,125","$8,670",$326,"$10,423","$13,548",$4,"$4,528",$-430,-,"$10,222","$23,770"
2018-09-30,$632,"$2,545",-,$252,$168,"$3,597",$546,-,"$18,599",$510,"$20,097","$23,694","$2,692","$8,998",$375,"$10,836","$13,528",$4,"$4,339",$-433,-,"$10,166","$23,694"
2018-06-30,$683,"$2,408",-,$294,$109,"$3,494",$557,-,"$18,913",$492,"$20,374","$23,868","$2,534","$8,854",$378,"$10,790","$13,324",$4,"$4,291",$-403,-,"$10,544","$23,868"
2018-03-31,$725,"$2,594",-,$309,$107,"$3,735",$581,-,"$19,193",$504,"$20,670","$24,405","$3,816","$8,040",$390,"$9,978","$13,794",$4,"$4,186",$-318,-,"$10,611","$24,405"
2017-12-31,$665,"$2,662",-,$253,$108,"$3,688",$610,-,"$19,343",$531,"$20,838","$24,526","$4,011","$7,718",$403,"$9,695","$13,706",$4,"$4,109",$-332,-,"$10,820","$24,526"
2017-09-30,$720,"$2,348",-,$256,-,"$3,324",$576,-,"$19,494",$550,"$20,970","$24,294","$2,658","$8,813",$407,"$11,547","$14,205",$4,"$3,341",$-340,-,"$10,089","$24,294"
2017-06-30,$786,"$2,252",-,$271,$753,"$4,062",$584,-,"$19,601",$394,"$20,908","$24,970","$2,729","$9,415",$427,"$12,236","$14,965",$4,"$3,377",$-385,-,"$10,005","$24,970"
2017-03-31,$705,"$2,428",-,$276,-,"$3,409",$610,-,"$20,364",$378,"$21,677","$25,086","$3,138","$9,154",$394,"$11,958","$15,096",$4,"$3,341",$-298,-,"$9,990","$25,086"
2016-12-31,$683,"$2,399",-,$236,$863,"$4,282",$626,-,"$20,450",$363,"$21,749","$26,031","$3,151","$10,146",$386,"$13,035","$16,186",$4,"$3,299",$-331,-,"$9,845","$26,031"
2016-09-30,$701,"$2,450",-,$290,-,"$3,523",$604,-,"$21,354",$360,"$22,611","$26,134","$2,937","$10,470",$325,"$13,441","$16,378",$4,"$3,177",$-240,-,"$9,756","$26,134"
2016-06-30,$765,"$2,463",-,$298,-,"$3,678",$595,-,"$21,463",$363,"$22,706","$26,384","$3,496","$10,208",$323,"$13,281","$16,777",$4,"$3,078",$-246,-,"$9,607","$26,384"
2016-03-31,$702,"$2,495",-,$290,-,"$3,629",$611,-,"$21,571",$355,"$22,801","$26,430","$3,322","$10,533",$324,"$13,619","$16,941",$4,"$3,043",$-232,-,"$9,489","$26,430"
2015-12-31,$682,"$2,461",-,$266,-,"$3,509",$611,-,"$21,488",$339,"$22,691","$26,200","$2,364","$11,429",$312,"$14,429","$16,793",$4,"$3,073",$-279,-,"$9,407","$26,200"
2015-09-30,$441.5,"$1,698.7",-,$186.8,$29.7,"$2,436.3",$481,-,"$10,717.5",$314.6,"$11,751.5","$14,187.8","$1,566.2","$4,957",$188.6,"$6,017.4","$7,583.6",$3.9,"$3,053.1",$-261.4,-,"$6,604.2","$14,187.8"
2015-06-30,$446.4,"$1,727.1",-,$204,$34.9,"$2,482.6",$495,-,"$10,780.7",$312.9,"$11,820.9","$14,303.5","$1,677.3","$5,029.8",$199.3,"$6,094.9","$7,772.2",$3.9,"$2,950.9",$-198.1,-,"$6,531.3","$14,303.5"
2015-03-31,$489,"$1,810.6",-,$196.4,$32.4,"$2,597",$490,-,"$10,886.5",$304.1,"$11,903","$14,500","$1,761.1","$5,182.8",$200,"$6,256.5","$8,017.6",$3.9,"$2,784.3",$-227.8,-,"$6,482.4","$14,500"
2014-12-31,$492.8,"$1,705.5",-,$167,$40.4,"$2,473.1",$483.3,-,"$11,039",$311.9,"$12,047.4","$14,520.5","$1,598.9","$5,054.6",$275,"$6,230.1","$7,829",$3.9,"$2,746.8",$-107.2,-,"$6,691.5","$14,520.5"
2014-09-30,$611.8,"$1,678.6",-,$158.8,$42.3,"$2,562.9",$456.3,-,"$10,643.1",$296.3,"$11,609.2","$14,172.1","$1,469.7","$4,966.8",$277.9,"$6,110.9","$7,580.6",$3.9,"$2,620",$-40.5,-,"$6,591.5","$14,172.1"
2014-06-30,$793.7,"$1,761.3",-,$167.7,$46.5,"$2,834.9",$459,-,"$10,633.9",$300.8,"$11,605.9","$14,440.8","$1,701.3","$4,900.5",$294.3,"$6,039.4","$7,740.7",$3.9,"$2,538",$12.9,-,"$6,700.1","$14,440.8"
2014-03-31,$737.7,"$1,709.2",-,$153.7,$34.9,"$2,688.3",$449.2,-,"$10,649.1",$277.4,"$11,582.6","$14,270.9","$1,704.4","$4,728.9",$297.8,"$5,864.1","$7,568.5",$3.9,"$2,427.6",$3.2,-,"$6,702.4","$14,270.9"
2013-12-31,$547.5,"$1,555.6",-,$154.1,$35.8,"$2,351.9",$439,-,"$10,695.8",$266.6,"$11,608.2","$13,960.1","$1,672.7","$4,339.8",$359.5,"$5,550.1","$7,222.8",$3.9,"$2,341.9",$-9.9,-,"$6,737.3","$13,960.1"
2013-09-30,$811.6,"$1,785.9",-,$144.5,$41,"$2,834.1",$428.3,-,"$10,750.1",$260.4,"$11,656.6","$14,490.7","$1,797.5","$4,704.1",$351.9,"$5,889.5","$7,687",$3.9,"$2,334.4",$-1.2,-,"$6,803.7","$14,490.7"
2013-06-30,$653.1,"$1,120.3",-,$181.2,$38.1,"$2,051.3",$415.8,-,"$10,802",$267.8,"$11,698.8","$13,750.1","$1,142.9","$4,672.7",$347.5,"$5,857","$6,999.9",$3.8,"$2,226.1",$-10.3,-,"$6,750.2","$13,750.1"
2013-03-31,$590.6,"$1,088.7",-,$140.5,$45.2,"$1,923.1",$422.3,-,"$10,883.8",$256.9,"$11,776.1","$13,699.2","$1,278.4","$4,436.2",$337.5,"$5,622.3","$6,900.7",$3.8,"$2,185.7",$21,-,"$6,798.5","$13,699.2"
2012-12-31,$517.6,"$1,116.8",-,$111.9,$42,"$1,844.2",$419.5,-,"$10,804.7",$270.1,"$11,705.5","$13,549.7","$1,256.8","$4,231.6",$403.7,"$5,499.3","$6,756.1",$3.8,"$2,105.8",$30,-,"$6,793.6","$13,549.7"
2012-09-30,$576.6,"$1,053",-,$130.1,$66.1,"$1,875.4",$424.4,-,"$10,871.3",$229.6,"$11,750.6","$13,626","$1,210.8","$4,391.7",$383.5,"$5,638.5","$6,849.3",$3.8,"$2,028.5",$35.4,-,"$6,776.7","$13,626"
