,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-09-30,"$1,873","$26,461",-,-,-,"$28,334",-,"$119,729","$21,103","$13,345","$159,452","$187,786","$113,569","$14,830","$1,851","$17,804","$131,373","$11,064","$36,919","$1,856",-,"$56,413","$187,786"
2020-06-30,"$1,709","$26,257",-,-,-,"$27,966",-,"$113,376","$21,093","$13,796","$153,508","$181,474","$110,222","$13,656","$1,832","$16,492","$126,714","$11,121","$35,991","$1,098",-,"$54,760","$181,474"
2020-03-31,"$1,658","$25,152",-,-,-,"$26,810",-,"$107,758","$20,873","$12,524","$146,317","$173,127","$105,296","$13,510","$1,342","$15,634","$120,930","$11,121","$36,331","$-2,093",-,"$52,197","$173,127"
2019-12-31,"$1,646","$25,735",-,-,-,"$27,381",-,"$111,739","$21,359","$11,222","$149,562","$176,943","$105,947","$13,559",$994,"$15,665","$121,612","$11,121","$36,142",$619,-,"$55,331","$176,943"
2019-09-30,"$1,589","$26,129",-,-,-,"$27,718",-,"$109,373","$21,378","$11,531","$147,430","$175,148","$105,255","$13,285",$962,"$15,321","$120,576","$11,121","$34,969",$521,-,"$54,572","$175,148"
2019-06-30,"$1,368","$26,581",-,-,-,"$27,949",-,"$107,919","$21,566","$11,969","$146,567","$174,516","$104,611","$13,371","$1,727","$16,103","$120,714","$11,121","$33,878",$139,-,"$53,802","$174,516"
2019-03-31,"$1,393","$26,166",-,-,-,"$27,559",-,"$105,127","$21,419","$12,234","$143,788","$171,347","$104,211","$12,071","$1,861","$14,781","$118,992","$11,121","$32,728",$-770,-,"$52,355","$171,347"
2018-12-31,"$1,340","$26,270",-,-,-,"$27,610",-,"$102,824","$21,414","$11,001","$140,161","$167,771","$102,834","$12,087","$1,926","$14,625","$117,459","$11,121","$31,700","$-2,448",-,"$50,312","$167,771"
2018-09-30,"$1,157","$25,487",-,-,-,"$26,644",-,"$102,974","$21,471","$11,693","$141,040","$167,684","$101,787","$12,149","$2,143","$14,963","$116,750","$11,121","$31,491","$-2,159",-,"$50,934","$167,684"
2018-06-30,"$1,101","$25,337",-,-,-,"$26,438",-,"$103,042","$21,759","$11,379","$141,096","$167,534","$101,390","$12,184","$2,355","$15,173","$116,563","$11,121","$30,260","$-1,520",-,"$50,971","$167,534"
2018-03-31,"$2,113","$24,733",-,-,-,"$26,846",-,"$103,985","$22,123","$10,984","$141,935","$168,781","$101,893","$12,786","$2,039","$15,601","$117,494","$11,121","$28,965",$-502,-,"$51,287","$168,781"
2017-12-31,$851,"$24,552",-,-,-,"$25,403",-,"$104,341","$22,054","$10,501","$141,619","$167,022","$101,550","$11,556","$1,737","$14,300","$115,850","$11,121","$27,474",$543,-,"$51,172","$167,022"
2017-09-30,"$1,088","$24,543",-,-,-,"$25,631",-,"$104,326","$22,265","$10,665","$141,947","$167,578","$102,344","$11,559","$1,757","$14,763","$117,107","$11,121","$25,941","$1,069",-,"$50,471","$167,578"
2017-06-30,"$1,297","$23,218",-,-,-,"$24,515",-,"$102,108","$22,013","$9,806","$138,473","$162,988","$97,996","$11,667","$1,546","$14,643","$112,639","$11,121","$26,011",$370,-,"$50,349","$162,988"
2017-03-31,"$1,063","$22,836",-,-,-,"$23,899",-,"$101,399","$22,061","$9,202","$137,068","$160,967","$97,096","$12,300","$1,072","$14,647","$111,743","$11,121","$24,706",-,-,"$49,224","$160,967"
2016-12-31,$985,"$22,729",-,-,-,"$23,714",-,"$101,033","$22,095","$8,630","$136,072","$159,786","$96,512","$12,610","$1,093","$14,999","$111,511","$11,121","$23,613",$-314,-,"$48,275","$159,786"
2016-09-30,$870,"$22,136",-,-,-,"$23,006",-,"$102,984","$22,472","$9,110","$138,804","$161,810","$97,950","$12,621","$1,141","$15,488","$113,438","$11,121","$22,003","$1,197",-,"$48,372","$161,810"
2016-06-30,"$1,011","$21,966",-,-,-,"$22,977",-,"$101,804","$22,923","$8,551","$137,226","$160,203","$97,486","$12,631","$1,143","$15,491","$112,977","$11,121","$20,643","$1,181",-,"$47,226","$160,203"
2016-03-31,"$1,091","$20,768",-,-,-,"$21,859",-,"$99,521","$23,359","$8,529","$134,785","$156,644","$95,657","$12,636","$1,004","$15,090","$110,747","$11,121","$19,917",$367,-,"$45,897","$156,644"
2015-12-31,"$1,775","$16,896",-,-,-,"$18,671",-,"$67,812","$5,683","$6,949","$83,635","$102,306","$62,428","$9,389","$1,047","$10,743","$73,171","$7,833","$19,478",$-735,-,"$29,135","$102,306"
