,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$90,747","$88,253",-,-,-,"$179,000","$2,883","$337,400","$21,943","$7,783","$370,009","$549,009","$479,317","$13,632",-,"$13,632","$492,949",$21,"$21,975","$5,394",-,"$56,060","$549,009"
2020-09-30,"$57,044","$47,727",-,-,-,"$104,771","$2,346","$303,758","$2,995","$5,485","$314,584","$419,355","$380,188","$7,836",-,"$7,836","$388,024",$15,"$21,261","$5,686",-,"$31,331","$419,355"
2020-06-30,"$66,762","$42,292",-,-,-,"$109,054","$2,314","$281,216","$3,011","$4,889","$291,430","$400,484","$361,143","$8,526",-,"$8,526","$369,669",$15,"$20,876","$5,611",-,"$30,815","$400,484"
2020-03-31,"$102,767","$38,522",-,-,-,"$141,289","$2,291","$221,232","$1,227","$4,740","$229,490","$370,779","$335,987","$8,522",-,"$8,522","$344,509",$15,"$20,487","$3,995",-,"$26,270","$370,779"
2019-12-31,"$49,828","$39,979",-,-,-,"$89,807","$2,128","$196,128","$1,355","$4,587","$204,198","$294,005","$264,830","$7,430",-,"$7,430","$272,260",$15,"$19,960",$88,-,"$21,745","$294,005"
2019-09-30,"$36,416","$39,281",$497,-,-,"$76,194","$2,017","$196,677","$1,227","$2,872","$202,793","$278,987","$250,206","$7,427",-,"$7,427","$257,633",$15,"$19,374",$144,-,"$21,354","$278,987"
2019-06-30,"$38,345","$38,530",$538,-,-,"$77,413","$1,909","$192,974","$1,227","$2,798","$198,908","$276,321","$247,577","$7,424",-,"$7,424","$255,001",$15,"$18,680",$99,-,"$21,320","$276,321"
2019-03-31,"$46,482","$37,655",$521,-,-,"$84,658","$1,813","$192,425","$1,227","$2,692","$198,157","$282,815","$254,361","$6,829",-,"$6,829","$261,190",$15,"$18,017",$-71,-,"$21,625","$282,815"
2018-12-31,"$41,501","$38,260",-,-,-,"$79,761","$1,769","$210,587","$1,227","$3,138","$216,721","$296,482","$268,934","$6,878",-,"$6,878","$275,812",$15,"$17,329",$-252,-,"$20,670","$296,482"
2018-09-30,"$30,317","$39,773",$500,-,-,"$70,590","$1,683","$196,510","$1,227","$2,092","$201,512","$272,102","$245,478","$5,790",-,"$5,790","$251,268",$15,"$16,615",$-304,-,"$20,834","$272,102"
2018-06-30,"$24,262","$39,945",$525,-,-,"$64,732","$1,599","$192,314","$1,320","$1,917","$197,150","$261,882","$235,996","$5,789",-,"$5,789","$241,785",$15,"$15,903",$-278,-,"$20,097","$261,882"
2018-03-31,"$26,968","$38,436",$500,-,-,"$65,904","$1,540","$177,510","$1,328","$2,038","$182,416","$248,320","$224,862","$4,128",-,"$4,128","$228,990",$15,"$15,222",$-260,-,"$19,330","$248,320"
2017-12-31,"$29,356","$158,629","$50,534",-,-,"$238,519","$1,471",-,"$1,227","$2,057","$4,755","$243,274","$219,996","$4,753",-,"$4,753","$224,749",$15,"$14,408",$-152,-,"$18,525","$243,274"
2017-09-30,"$28,186","$35,358",$427,-,-,"$63,971","$1,392","$162,438","$1,342","$1,571","$166,743","$230,714","$209,419","$3,268",-,"$3,268","$212,687",$15,"$13,963",$-106,-,"$18,027","$230,714"
2017-06-30,"$28,058","$34,720",$460,-,-,"$63,238","$1,335","$153,244","$1,352","$1,432","$157,363","$220,601","$199,594","$3,518",-,"$3,518","$203,112",$15,"$13,495",$-112,-,"$17,489","$220,601"
2017-03-31,"$30,956","$32,998",$564,-,-,"$64,518","$1,305","$158,559","$1,362","$1,317","$162,543","$227,061","$206,561","$3,518",-,"$3,518","$210,079",$15,"$13,069",$-132,-,"$16,982","$227,061"
2016-12-31,"$33,002","$33,286",$449,-,-,"$66,737","$1,299","$152,568","$1,371","$1,408","$156,646","$223,383","$204,086","$2,876",-,"$2,876","$206,962",$15,"$12,649",$-163,-,"$16,421","$223,383"
2016-09-30,"$30,508","$32,185",$858,-,-,"$63,551","$1,266","$141,847","$1,381","$1,292","$145,786","$209,337","$190,991","$2,876",-,"$2,876","$193,867",$15,"$12,261",$31,-,"$15,470","$209,337"
2016-06-30,"$31,569","$32,500",$525,-,-,"$64,594","$1,242","$129,535","$1,390","$1,291","$133,458","$198,052","$180,186","$2,876",-,"$2,876","$183,062",$15,"$11,882",$-17,-,"$14,990","$198,052"
2016-03-31,"$30,717","$31,483",$485,-,-,"$62,685","$1,159","$124,570","$1,399","$1,185","$128,313","$190,998","$173,608","$2,877",-,"$2,877","$176,485",$15,"$11,567",$-120,-,"$14,513","$190,998"
2015-12-31,"$31,576","$32,229",$533,-,-,"$64,338","$1,145","$115,653","$1,408","$1,161","$119,367","$183,705","$167,426","$2,877",-,"$2,877","$170,303",$15,"$11,253",$-134,-,"$13,402","$183,705"
