,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$62,580",-,-,-,-,"$361,734","$3,468","$136,840","$12,782","$39,081","$192,171","$553,905","$441,536","$41,297","$17,347","$58,644","$500,180",$21,"$64,188",$322,-,"$53,725","$553,905"
2020-09-30,"$44,047",-,-,-,-,"$351,243","$3,516","$134,032","$12,543","$39,121","$189,212","$540,455","$426,940","$42,443","$17,877","$60,320","$487,260",$21,"$63,391",$612,-,"$53,195","$540,455"
2020-06-30,"$52,392",-,-,-,-,"$363,522","$3,616","$128,120","$12,360","$39,034","$183,130","$546,652","$433,901","$42,579","$17,692","$60,271","$494,172",$21,"$62,526",$798,-,"$52,480","$546,652"
2020-03-31,"$46,805",-,-,-,-,"$363,517","$3,660","$123,681","$12,465","$39,586","$179,392","$542,909","$421,198","$52,298","$17,251","$69,549","$490,747",$21,"$62,544",$503,-,"$52,162","$542,909"
2019-12-31,"$22,405",-,-,-,-,"$320,065","$3,702","$122,613","$12,878","$36,168","$175,361","$495,426","$385,639","$40,167","$17,137","$57,304","$442,943",$21,"$63,186","$-1,373",-,"$52,483","$495,426"
2019-09-30,"$15,272",-,-,-,-,"$310,431","$3,673","$121,079","$12,615","$39,873","$177,240","$487,671","$374,294","$41,274","$17,956","$59,230","$433,524",$21,"$62,419","$-1,173",-,"$54,147","$487,671"
2019-06-30,"$16,932",-,-,-,-,"$308,760","$3,690","$115,580","$12,709","$40,980","$172,959","$481,719","$368,209","$41,008","$18,962","$59,970","$428,179",$21,"$61,252","$-1,344",-,"$53,540","$481,719"
2019-03-31,"$18,115",-,-,-,-,"$304,549","$3,686","$114,398","$12,888","$40,254","$171,226","$475,775","$363,483","$40,680","$18,926","$59,606","$423,089",$21,"$60,092","$-1,773",-,"$52,686","$475,775"
2018-12-31,"$21,453",-,-,-,-,"$306,346","$2,457","$112,165","$12,761","$33,645","$161,028","$467,374","$359,614","$41,340","$14,763","$56,103","$415,717",$21,"$59,065","$-2,322",-,"$51,657","$467,374"
2018-09-30,"$20,082",-,-,-,-,"$302,122","$2,438","$110,958","$13,074","$36,015","$162,485","$464,607","$355,046","$40,894","$17,660","$58,554","$413,600",$21,"$57,878","$-2,573",-,"$51,007","$464,607"
