,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$2,089","$2,555",-,-,-,"$4,644","$1,014",-,"$14,247","$17,724","$32,985","$38,531","$3,132","$4,664","$18,172","$23,397","$27,599",-,"$2,434","$-2,359",-,"$10,932","$38,531"
2020-09-30,"$1,647","$2,223",-,-,-,"$3,870",$997,-,"$14,256","$18,020","$33,273","$38,037","$2,706","$4,641","$18,425","$23,653","$27,417",-,"$2,047","$-2,253",-,"$10,620","$38,037"
2020-06-30,"$1,087","$2,430",-,-,-,"$3,517",$989,-,"$14,453","$18,257","$33,699","$38,110","$2,029","$5,068","$18,932","$24,575","$27,654",-,"$2,015","$-2,390",-,"$10,456","$38,110"
2020-03-31,$898,"$2,594",-,-,-,"$3,492",$974,-,"$14,522","$17,833","$33,329","$37,727","$2,026","$5,177","$18,569","$24,247","$27,338",-,"$2,009","$-2,446",-,"$10,389","$37,727"
2019-12-31,$887,"$2,621",-,-,-,"$3,508","$1,046",-,"$14,672","$15,232","$30,950","$35,426","$2,100","$5,301","$16,002","$21,829","$25,057",-,"$1,792","$-2,227",-,"$10,369","$35,426"
2019-09-30,$867,"$2,167",-,-,-,"$3,034",$963,-,"$14,748","$15,999","$31,710","$35,703","$2,005","$5,381","$16,488","$22,589","$25,702",-,"$1,336","$-2,113",-,"$10,001","$35,703"
2019-06-30,$812,"$2,461",-,-,-,"$3,273",$967,-,"$13,509","$16,487","$30,963","$35,166","$1,631","$4,284","$17,392","$22,236","$24,962",-,"$1,442","$-1,993",-,"$10,204","$35,166"
2019-03-31,$992,"$2,490",-,-,-,"$3,482",$957,-,"$13,643","$16,865","$31,465","$35,893","$1,427","$4,518","$18,043","$23,133","$25,679",-,"$1,439","$-1,974",-,"$10,214","$35,893"
2018-12-31,"$1,033","$2,379",-,-,-,"$3,412",$942,-,"$13,783","$14,248","$28,973","$32,385","$1,833","$4,389","$15,607","$20,581","$22,414",-,"$1,201","$-1,961",-,"$9,971","$32,385"
2018-09-30,$931,"$2,132",-,-,-,"$3,063",$944,-,"$13,886","$15,148","$29,978","$33,041","$1,651","$4,498","$16,024","$21,227","$22,878",-,"$1,102","$-1,627",-,"$10,163","$33,041"
2018-06-30,$911,"$2,394",-,-,-,"$3,305",$924,-,"$14,030","$15,954","$30,908","$34,213","$1,442","$4,589","$17,117","$22,424","$23,866",-,"$1,270","$-1,605",-,"$10,347","$34,213"
