,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,493",$522,$971,-,$185,$298,$811,$682,$-170,$512,$4,$508,-,$508,-,$507,"$1,085",$682,423,425,$1.19,$1.18
2020-09-30,"$1,486",$487,$999,-,$154,$-3,"$1,052",$434,$-266,$168,$5,$163,-,$163,-,$163,$841,$434,427,429,$0.38,$0.38
2020-06-30,"$1,440",$486,$954,-,$164,$-3,"$1,057",$383,$-177,$206,$6,$200,-,$200,-,$172,$787,$383,417,419,$0.41,$0.41
2020-03-31,"$1,421",$474,$947,-,$175,$-4,"$1,057",$364,$-174,$190,$5,$185,-,$185,-,$157,$764,$364,416,418,$0.38,$0.38
2019-12-31,"$1,426",$484,$942,-,$157,$-5,"$1,046",$380,$-165,$215,$6,$209,-,$209,-,$180,$777,$380,416,418,$0.44,$0.43
2019-09-30,"$1,482",$515,$967,-,$150,$-2,"$1,059",$423,$-176,$247,$5,$242,-,$242,-,$214,$811,$423,416,418,$0.51,$0.51
2019-06-30,"$1,447",$502,$945,-,$155,$-6,"$1,058",$389,$-169,$220,$4,$216,-,$216,-,$188,$782,$389,416,418,$0.45,$0.45
2019-03-31,"$1,408",$485,$923,-,$152,$-6,"$1,041",$367,$-168,$199,$6,$193,-,$193,-,$165,$762,$367,415,417,$0.40,$0.40
2018-12-31,"$1,366",$483,$883,-,$146,$-9,"$1,036",$330,$-161,$169,$5,$164,-,$164,-,$135,$721,$330,413,415,$0.32,$0.33
2018-09-30,"$1,375",$474,$901,-,$145,$-8,"$1,016",$359,$-190,$169,$5,$164,-,$164,-,$136,$745,$359,415,416,$0.33,$0.33
2018-06-30,"$1,330",$454,$876,-,$138,$-6,$985,$345,$-160,$185,$5,$180,-,$180,-,$152,$726,$345,415,416,$0.37,$0.36
2018-03-31,"$1,299",$433,$866,-,$134,$-3,$950,$349,$-231,$118,$4,$114,-,$114,-,$86,$725,$349,409,410,$0.21,$0.21
2017-12-31,"$1,138",$418,$720,-,$127,$-7,$946,$192,$-158,$34,$14,$20,-,$20,-,$-8,$554,$192,382,383,$-0.06,$-0.05
2017-09-30,"$1,063",$388,$675,-,$100,$-5,$802,$261,$-143,$118,$3,$115,-,$115,-,$85,$560,$261,395,397,$0.22,$0.21
2017-06-30,"$1,038",$373,$665,-,$98,$-4,$779,$259,$-142,$117,$5,$112,-,$112,-,$112,$557,$259,364,366,$0.31,$0.31
