,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$6,049","$3,495","$2,554",-,"$1,526",$-298,"$6,860",$-811,$-275,"$-1,086",$-314,$-772,-,$-772,-,$-772,-,$-811,"1,074","1,074",$-0.72,$-0.72
2020-09-30,"$4,380","$1,964","$2,416",-,"$1,238",$-22,"$4,635",$-255,$-257,$-512,$-62,$-450,-,$-450,-,$-450,"$1,218",$-255,"1,077","1,077",$-0.42,$-0.42
2020-06-30,"$4,016","$1,227","$2,789",-,"$1,344",$9,"$3,720",$296,$-275,$21,$-257,$278,-,$278,-,$260,"$1,520",$296,"1,077","1,078",$0.24,$0.24
2020-03-31,"$4,811","$2,849","$1,962",-,"$1,420",$-515,"$6,195","$-1,384",$-179,"$-1,563",$148,"$-1,711",-,"$-1,711",-,"$-1,739",$94,"$-1,384","1,085","1,085",$-1.60,$-1.60
2019-12-31,"$8,140","$2,934","$5,206",-,"$1,736",$-386,"$6,544","$1,596",$-310,"$1,286",$543,$743,-,$743,-,$720,"$3,151","$1,596","1,117","1,124",$0.66,$0.66
2019-09-30,"$10,093","$3,070","$7,023",-,"$1,655",$-60,"$6,351","$3,742",$-249,"$3,493",$422,"$3,071",-,"$3,071",-,"$3,056","$5,394","$3,742","1,109","1,113",$2.76,$2.74
2019-06-30,"$8,380","$2,796","$5,584",-,"$1,741",$-15,"$6,042","$2,338",$-280,"$2,058",$461,"$1,597",-,"$1,597",-,"$1,580","$3,915","$2,338","1,126","1,131",$1.40,$1.40
2019-03-31,"$10,057","$3,785","$6,272",-,"$1,699",$-9,"$7,039","$3,018",$-331,"$2,687",$841,"$1,846",-,"$1,846",-,"$1,833","$4,650","$3,018","1,139","1,147",$1.61,$1.60
2018-12-31,"$10,361","$4,088","$6,273",-,"$1,707",$-31,"$7,438","$2,923",$-251,"$2,672",$794,"$1,878",-,"$1,878",-,"$1,868","$4,622","$2,923","1,166","1,176",$1.61,$1.59
2018-09-30,"$10,165","$3,633","$6,532",-,"$1,798",$-54,"$6,979","$3,186",$-280,"$2,906","$1,033","$1,873",-,"$1,873",-,"$1,861","$4,769","$3,186","1,163","1,173",$1.60,$1.59
2018-06-30,"$9,240","$3,133","$6,107",-,"$1,704",$-108,"$6,383","$2,857",$-238,"$2,619",$965,"$1,654",-,"$1,654",-,"$1,640","$4,384","$2,857","1,172","1,181",$1.40,$1.39
2018-03-31,"$8,961","$3,809","$5,152",-,"$1,453",$-209,"$6,883","$2,078",$-302,"$1,776",$876,$900,-,$900,-,$888,"$3,578","$2,078","1,180","1,186",$0.75,$0.75
2017-12-31,"$8,736","$3,649","$5,087",-,"$1,654",$-156,"$7,092","$1,644",$-319,"$1,325",$-273,"$1,598",-,"$1,598",-,"$1,579","$3,363","$1,644","1,221","1,221",$1.26,$1.27
2017-09-30,"$7,195","$2,999","$4,196",-,"$1,507",$-83,"$6,197",$998,$-345,$653,$217,$436,-,$436,-,$420,"$2,695",$998,"1,212","1,215",$0.35,$0.34
2017-06-30,"$8,882","$3,019","$5,863",-,"$1,618","$-6,570","$12,832","$-3,950",$-411,"$-4,361",$-935,"$-3,426",-,"$-3,426",-,"$-3,440","$-2,233","$-3,950","1,237","1,237",$-2.78,$-2.78
2017-03-31,"$7,771","$3,742","$4,029",-,"$1,619",$-243,"$7,583",$188,$-420,$-232,$-831,$599,-,$599,-,$586,"$2,262",$188,"1,243","1,249",$0.47,$0.47
2016-12-31,"$7,254","$3,288","$3,966",-,"$1,436",$-95,"$6,880",$374,$-382,$-8,$11,$-19,-,$-19,-,$-35,"$2,531",$374,"1,245","1,245",$-0.03,$-0.03
2016-09-30,"$6,516","$3,276","$3,240",-,"$1,890",$-123,"$7,714","$-1,198",$-456,"$-1,654",$-628,"$-1,026",-,"$-1,026",-,"$-1,040","$1,335","$-1,198","1,246","1,246",$-0.84,$-0.84
2016-06-30,"$5,575","$2,612","$2,963",-,"$1,809",$-62,"$6,812","$-1,237",$-407,"$-1,644",$-586,"$-1,058",-,"$-1,058",-,"$-1,071","$1,204","$-1,237","1,245","1,245",$-0.86,$-0.86
2016-03-31,"$5,015","$2,730","$2,285",-,"$1,720",$-136,"$6,833","$-1,818",$-406,"$-2,224",$-768,"$-1,456",-,"$-1,456",-,"$-1,469",$538,"$-1,818","1,245","1,245",$-1.18,$-1.18
2015-12-31,"$6,766","$4,790","$1,976",-,"$2,111","$-2,127","$11,410","$-4,644",$-407,"$-5,051","$-1,614","$-3,437",-,"$-3,437",-,"$-3,450","$-2,144","$-4,644","1,242","1,242",$-2.78,$-2.78
2015-09-30,"$7,507","$4,330","$3,177",-,"$2,333",$-24,"$8,958","$-1,451",$-290,"$-1,741",$-685,"$-1,056",-,"$-1,056",-,"$-1,071",$942,"$-1,451","1,242","1,242",$-0.87,$-0.87
2015-06-30,"$8,660","$3,779","$4,881",-,"$2,241",$-78,"$8,427",$233,$-324,$-91,$73,$-164,-,$-164,-,$-179,"$2,684",$233,"1,241","1,241",$-0.15,$-0.15
2015-03-31,"$8,002","$3,719","$4,283",-,"$2,185",$-16,"$8,051",$-49,$-307,$-356,$-642,$286,-,$286,-,$272,"$2,203",$-49,"1,241","1,246",$0.22,$0.22
2014-12-31,"$11,851","$5,547","$6,304",-,"$3,407",$-730,"$11,955",$-104,$-217,$-321,$-297,$-24,-,$-24,-,$-39,"$2,294",$-104,"1,237","1,246",$-0.04,$-0.04
2014-09-30,"$12,917","$5,162","$7,755",-,"$2,737",$-108,"$10,103","$2,814",$-261,"$2,553",$904,"$1,649",-,"$1,649","$1,078","$2,704","$5,030","$2,814","1,238","1,247",$2.18,$2.17
2014-06-30,"$14,701","$6,012","$8,689",-,"$2,860",$-17,"$10,959","$3,742",$-282,"$3,460","$1,395","$2,065",-,"$2,065",$33,"$2,081","$5,932","$3,742","1,236","1,245",$1.68,$1.67
2014-03-31,"$16,048","$7,423","$8,625",-,"$2,728",$-1,"$12,044","$4,004",$-306,"$3,698","$1,581","$2,117",-,"$2,117",$20,"$2,123","$6,013","$4,004","1,235","1,243",$1.72,$1.71
2013-12-31,"$13,985","$5,901","$8,084",-,"$2,850",$-498,"$11,142","$2,843",$-285,"$2,558","$1,050","$1,508",-,"$1,508",$995,"$2,487","$4,853","$2,843","1,231","1,240",$2.02,$2.00
2013-09-30,"$15,470","$6,021","$9,449",-,"$2,875",$-1,"$10,799","$4,671",$-266,"$4,405","$1,966","$2,439",-,"$2,439",$57,"$2,480","$6,679","$4,671","1,231","1,240",$2.01,$2.00
2013-06-30,"$14,142","$5,842","$8,300",-,"$2,507",$-28,"$10,209","$3,933",$-237,"$3,696","$1,630","$2,066",-,"$2,066",$-3,"$2,050","$5,870","$3,933","1,230","1,237",$1.66,$1.65
2013-03-31,"$14,651","$6,111","$8,540",-,"$2,744",$-2,"$10,664","$3,987",$-200,"$3,787","$1,763","$2,024",-,"$2,024",$129,"$2,139","$5,900","$3,987","1,229","1,236",$1.74,$1.73
2012-12-31,"$16,366","$7,421","$8,945",-,"$2,889",$-384,"$12,473","$3,893",$-271,"$3,622","$1,780","$1,842",-,"$1,842",$-401,"$1,426","$5,758","$3,893","1,244","1,253",$1.19,$1.19
2012-09-30,"$14,713","$6,572","$8,141",-,"$2,639",-,"$10,861","$3,852",$-261,"$3,591","$1,851","$1,740",-,"$1,740",$73,"$1,798","$5,602","$3,852","1,220","1,229",$1.47,$1.46
2012-06-30,"$14,842","$5,986","$8,856",-,"$2,937",$-82,"$10,585","$4,257",$-312,"$3,945","$2,225","$1,720",-,"$1,720",$569,"$2,267","$5,940","$4,257","1,248","1,258",$1.82,$1.80
2012-03-31,"$16,083","$6,753","$9,330",-,"$2,980",$-214,"$11,518","$4,565",$-300,"$4,265","$2,086","$2,179",-,"$2,179",$776,"$2,937","$6,241","$4,565","1,283","1,293",$2.29,$2.27
2011-12-31,"$16,118","$7,681","$8,437",-,"$3,023",$-321,"$12,648","$3,470",$-282,"$3,188","$1,908","$1,280",-,"$1,280","$2,130","$3,390","$5,061","$3,470","1,312","1,323",$2.58,$2.56
2011-09-30,"$16,695","$8,242","$8,453",-,"$2,816",-,"$12,703","$3,992",$-387,"$3,605","$2,110","$1,495",-,"$1,495","$1,136","$2,616","$5,744","$3,992","1,358","1,370",$1.93,$1.91
2011-06-30,"$17,668","$7,945","$9,723",-,"$2,996",-,"$12,787","$4,881",$-367,"$4,514","$2,214","$2,300",-,"$2,300","$1,119","$3,402","$6,605","$4,881","1,399","1,412",$2.43,$2.41
2011-03-31,"$58,247","$42,552","$15,695",-,"$7,491",-,"$52,113","$6,134",$-338,"$5,796","$2,754","$3,042",-,"$3,042",-,"$3,028","$8,316","$6,134","1,432","1,445",$2.11,$2.09
2010-12-31,"$53,217","$38,398","$14,819",-,"$7,818",$-98,"$48,530","$4,687",$-395,"$4,292","$2,239","$2,053",-,"$2,053",-,"$2,041","$5,919","$4,687","1,454","1,466",$1.40,$1.39
2010-09-30,"$49,549","$34,303","$15,246",-,"$7,303",$-59,"$43,911","$5,638",$-364,"$5,274","$2,205","$3,069",-,"$3,069",-,"$3,055","$7,994","$5,638","1,482","1,493",$2.06,$2.05
2010-06-30,"$50,127","$32,301","$17,826",-,"$7,304","$-1,532","$43,417","$6,710",$-516,"$6,194","$2,011","$4,183",-,"$4,183",-,"$4,164","$9,103","$6,710","1,490","1,501",$2.79,$2.77
2010-03-31,"$45,762","$31,904","$13,858",-,"$7,008",$-91,"$41,321","$4,441",$-451,"$3,990","$1,878","$2,112",-,"$2,112",-,"$2,098","$6,873","$4,441","1,493","1,504",$1.41,$1.40
2009-12-31,"$43,695","$30,385","$13,310",-,"$7,284",$-425,"$40,485","$3,210",$-471,"$2,739","$1,425","$1,314",-,"$1,314",-,"$1,285","$5,715","$3,210","1,488","1,498",$0.86,$0.86
2009-09-30,"$41,271","$28,394","$12,877",-,"$7,166",$-56,"$37,943","$3,328",$-415,"$2,913","$1,426","$1,487",-,"$1,487",-,"$1,470","$5,751","$3,328","1,488","1,498",$0.98,$0.97
2009-06-30,"$36,186","$24,852","$11,334",-,"$6,764",$-51,"$34,014","$2,172",$-234,"$1,938","$1,063",$875,-,$875,-,$859,"$4,627","$2,172","1,486","1,496",$0.58,$0.57
2009-03-31,"$31,238","$19,984","$11,254",-,"$6,484",$-3,"$28,701","$2,537",$-545,"$1,992","$1,176",$816,-,$816,-,$800,"$4,871","$2,537","1,486","1,495",$0.54,$0.54
2008-12-31,"$45,653","$30,494","$15,159",-,"$7,585",-,"$40,261","$5,392","$-35,114","$-29,722","$1,374","$-31,096",-,"$-31,096",-,"$-31,115","$7,760","$5,392","1,523","1,523",$-20.35,$-20.24
2008-09-30,"$71,373","$49,875","$21,498",-,"$9,191",$-57,"$61,484","$9,889",$-407,"$9,482","$4,279","$5,203",-,"$5,203",-,"$5,188","$12,364","$9,889","1,511","1,528",$3.43,$3.39
2008-06-30,"$73,353","$51,502","$21,851",-,"$9,536",$-19,"$63,235","$10,118",$-306,"$9,812","$4,356","$5,456",-,"$5,456",-,"$5,439","$12,392","$10,118","1,535","1,555",$3.54,$3.50
2008-03-31,"$56,552","$38,129","$18,423",-,"$8,372",$-6,"$48,716","$7,836",$-268,"$7,568","$3,410","$4,158",-,"$4,158",-,"$4,139","$10,149","$7,836","1,562","1,582",$2.65,$2.62
2007-12-31,"$54,298","$35,300","$18,998",-,"$8,956",-,"$46,177","$8,121",$-710,"$7,411","$2,953","$4,458",-,"$4,458",-,"$4,371","$10,427","$8,121","1,624","1,646",$2.73,$2.69
2007-09-30,"$47,933","$31,080","$16,853",-,"$7,772",$-188,"$41,092","$6,841",$-477,"$6,364","$2,691","$3,673",-,"$3,673",-,"$3,673","$8,974","$6,841","1,622","1,644",$2.26,$2.23
2007-06-30,"$49,397","$31,079","$18,318",-,"$7,858",$-98,"$41,051","$8,346","$-4,828","$3,518","$3,217",$301,-,$301,-,$301,"$10,443","$8,346","1,636","1,658",$0.18,$0.18
2007-03-31,"$42,867","$26,977","$15,890",-,"$7,393",$1,"$36,393","$6,474",$-408,"$6,066","$2,520","$3,546",-,"$3,546",-,"$3,546","$8,577","$6,474","1,647","1,669",$2.15,$2.12
2006-12-31,"$42,535","$25,836","$16,699",-,"$8,040",-,"$35,561","$6,974","$-1,057","$5,917","$2,720","$3,197",-,"$3,197",-,"$3,197","$9,050","$6,974","1,586","1,610",$1.94,$1.92
2006-09-30,"$49,585","$30,748","$18,837",-,"$8,143",$-267,"$41,295","$8,290",$-353,"$7,937","$4,061","$3,876",-,"$3,876",-,"$3,876","$10,501","$8,290","1,653","1,676",$2.35,$2.31
2006-06-30,"$48,476","$29,582","$18,894",-,"$7,725",$-50,"$39,322","$9,154",$-472,"$8,682","$3,496","$5,186",-,"$5,186",-,"$5,186","$11,192","$9,154","1,655","1,678",$3.13,$3.09
2006-03-31,"$47,927","$33,567","$14,360",-,"$7,168",-,"$41,915","$6,012",$-215,"$5,797","$2,506","$3,291",-,"$3,291",-,"$3,291","$7,252","$6,012","1,383","1,405",$2.38,$2.34
2005-12-31,"$52,173","$36,551","$15,622",-,"$7,636",-,"$45,334","$6,839",$-218,"$6,621","$2,839","$3,782",-,"$3,782",$-15,"$3,679","$8,075","$6,839","1,393","1,417",$2.65,$2.61
