,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$3,181","$1,990","$1,191",$135,$650,-,"$2,775",$406,$-196,$210,$39,$171,-,$171,-,$168,$619,$406,509,517,$0.34,$0.32
2020-09-30,"$2,972","$1,777","$1,195",$123,$601,$-1,"$2,502",$470,$-55,$415,$56,$359,-,$359,-,$356,$679,$470,511,518,$0.70,$0.69
2020-06-30,"$2,718","$1,680","$1,038",$117,$590,-,"$2,387",$331,$-42,$289,$42,$247,-,$247,-,$246,$550,$331,509,517,$0.48,$0.48
2020-03-31,"$2,802","$1,639","$1,163",$146,$628,$20,"$2,393",$409,$-31,$378,$45,$333,-,$333,-,$332,$608,$409,507,516,$0.65,$0.64
2019-12-31,"$3,039","$1,741","$1,298",$156,$666,$60,"$2,503",$536,$-759,$-223,$-204,$-19,-,$-19,-,$-23,$745,$536,509,519,$-0.03,$-0.04
2019-09-30,"$2,851","$1,621","$1,230",$144,$627,$44,"$2,348",$503,$-22,$481,$106,$375,-,$375,-,$369,$698,$503,511,520,$0.72,$0.71
2019-06-30,"$2,834","$1,681","$1,153",$166,$641,$4,"$2,484",$350,$-24,$326,$13,$313,-,$313,-,$313,$574,$350,510,519,$0.61,$0.60
2019-03-31,"$2,638","$1,558","$1,080",$129,$601,$33,"$2,255",$383,$3,$386,$44,$342,-,$342,-,$342,$575,$383,512,522,$0.67,$0.66
2018-12-31,"$2,819","$1,645","$1,174",$174,$633,$19,"$2,433",$386,$17,$403,$101,$302,-,$302,-,$296,$571,$386,534,546,$0.57,$0.54
2018-09-30,"$2,761","$1,529","$1,232",$166,$684,-,"$2,379",$382,$-10,$372,$-146,$518,-,$518,-,$518,$581,$382,534,546,$0.97,$0.95
2018-06-30,"$2,842","$1,603","$1,239",$174,$681,-,"$2,458",$384,$20,$404,$61,$343,-,$343,-,$343,$579,$384,535,547,$0.64,$0.63
2018-03-31,"$2,677","$1,563","$1,114",$140,$622,$80,"$2,245",$432,$6,$438,$49,$389,-,$389,-,$389,$624,$432,539,551,$0.72,$0.71
2017-12-31,"$2,797","$1,629","$1,168",$183,$753,-,"$2,509",$288,$-112,$176,$352,$-176,-,$-176,$-10,$-186,$476,$288,543,555,$-0.34,$-0.34
2017-09-30,"$2,707","$1,577","$1,130",$150,$680,-,"$2,407",$300,$-10,$290,$42,$248,-,$248,$3,$251,$484,$300,545,557,$0.46,$0.45
2017-06-30,"$2,605","$1,473","$1,132",$155,$630,-,"$2,258",$347,$-41,$306,$42,$264,-,$264,$1,$265,$531,$347,544,555,$0.49,$0.48
2017-03-31,"$2,475","$1,431","$1,044",$127,$564,-,"$2,122",$353,$-25,$328,$55,$273,-,$273,$-1,$272,$547,$353,541,551,$0.50,$0.49
2016-12-31,"$2,645","$1,537","$1,108",$156,$649,-,"$2,342",$303,$-24,$279,$39,$240,-,$240,$3,$243,$504,$303,546,551,$0.48,$0.46
2016-09-30,"$2,558","$1,487","$1,071",$159,$726,-,"$2,372",$186,$-58,$128,$1,$127,-,$127,$3,$130,$390,$186,544,551,$0.24,$0.24
2016-06-30,"$2,585","$1,613",$972,$195,$709,-,"$2,517",$68,"$1,150","$1,218",$6,"$1,212",-,"$1,212",-,"$1,212",$274,$68,548,553,$2.21,$2.19
2016-03-31,"$2,375","$1,410",$965,$136,$641,-,"$2,187",$188,"$3,141","$3,329",$-58,"$3,387",-,"$3,387",$-7,"$3,380",$377,$188,549,552,$6.16,$6.12
2015-12-31,"$2,603","$1,531","$1,072",$161,$733,-,"$2,425",$178,$27,$205,$15,$190,-,$190,$15,$205,$344,$178,547,550,$0.37,$0.37
