,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,403.766",$710.144,$693.622,-,$585.778,-,"$1,347.92",$55.846,$163.638,$219.484,$34.691,$184.793,-,$184.453,-,$184.453,$101.821,$55.846,454,454,$0.40,$0.40
2020-09-30,"$1,433.021",$746.701,$686.32,-,$553.549,-,"$1,374.451",$58.57,$-22.139,$36.431,$-3.714,$40.145,-,$38.946,-,$38.946,$100.863,$58.57,455,457,$0.09,$0.09
2020-06-30,$707.64,$358.471,$349.169,-,$479.906,-,$877.314,$-169.674,$-16.179,$-185.853,$-3.137,$-182.716,-,$-182.895,-,$-182.895,$-129.516,$-169.674,454,454,$-0.40,$-0.40
2020-03-31,$930.24,$499.256,$430.984,-,$552.701,-,"$1,488.42",$-558.18,$-4.426,$-562.606,$21.547,$-584.153,-,$-589.681,-,$-589.681,$-509.552,$-558.18,453,453,$-1.30,$-1.30
2019-12-31,"$1,441.225",$759.698,$681.527,-,$607.454,-,"$1,367.152",$74.073,$-8.823,$65.25,$38.289,$26.961,-,$-15.304,-,$-15.304,$120.119,$74.072,451,454,$-0.04,$-0.04
2019-09-30,"$1,429.456",$739.558,$689.898,-,$550.978,-,"$1,290.536",$138.92,$-6.084,$132.836,$29.344,$103.492,-,$102.315,-,$102.315,$185.705,$138.92,451,455,$0.23,$0.23
2019-06-30,"$1,191.729",$637.408,$554.321,-,$565.803,-,"$1,203.211",$-11.482,$-7.116,$-18.598,$-5.74,$-12.858,-,$-17.349,-,$-17.349,$35.839,$-11.482,451,451,$-0.04,$-0.04
2019-03-31,"$1,204.722",$659.935,$544.787,-,$509.528,-,"$1,169.463",$35.259,$-4.905,$30.354,$8.131,$22.223,-,$22.477,-,$22.477,$81.786,$35.259,450,453,$0.05,$0.05
2018-12-31,"$1,389.98",$764.753,$625.227,-,$587.446,-,"$1,400.427",$-10.447,$-7.029,$-17.476,$-21.243,$3.767,-,$4.22,-,$4.22,$36.356,$-10.447,446,446,$0.01,$0.01
2018-09-30,"$1,442.976",$777.769,$665.207,-,$527.64,-,"$1,324.01",$118.966,$-13.445,$105.521,$30.874,$74.647,-,$75.266,-,$75.266,$162.787,$118.966,447,451,$0.17,$0.17
2018-06-30,"$1,174.859",$648.275,$526.584,-,$552.619,-,"$1,279.734",$-104.875,$-16.621,$-121.496,$-26.09,$-95.406,-,$-95.544,-,$-95.544,$-59.638,$-104.875,445,445,$-0.21,$-0.21
2018-03-31,"$1,185.37",$661.917,$523.453,-,$514.634,-,"$1,214.031",$-28.661,$-5.676,$-34.337,$-4.093,$-30.244,-,$-30.244,-,$-30.244,$17.5,$-28.661,443,443,$-0.07,$-0.07
2017-12-31,"$1,369.217",$775.658,$593.559,-,$594.694,-,"$1,406.305",$-37.088,$-11.533,$-48.621,$39.301,$-87.922,-,$-87.922,-,$-87.922,$8.235,$-37.088,441,441,$-0.19,$-0.19
2017-09-30,"$1,408.991",$760.265,$648.726,-,$501.548,-,"$1,346.811",$62.18,$-10.644,$51.536,$-2.706,$54.242,-,$54.242,-,$54.242,$107.364,$62.18,441,448,$0.12,$0.12
2017-06-30,"$1,091.192",$589.999,$501.193,-,$502.88,-,"$1,095.977",$-4.785,$-10.725,$-15.51,$-3.202,$-12.308,-,$-12.308,-,$-12.308,$37.633,$-4.785,440,440,$-0.03,$-0.03
2017-03-31,"$1,119.844",$611.908,$507.936,-,$500.4,-,"$1,112.308",$7.536,$-5.25,$2.286,$4.558,$-2.272,-,$-2.272,-,$-2.272,$48.612,$7.536,439,439,$-0.01,$-0.01
2016-12-31,"$1,313.28",$721.573,$591.707,-,$427.807,-,"$1,149.38",$163.9,$-9.689,$154.211,$50.981,$103.23,-,$103.23,-,$103.23,$203.288,$163.9,436,445,$0.24,$0.25
2016-09-30,"$1,471.573",$772.949,$698.624,-,$499.314,-,"$1,272.263",$199.31,$-8.961,$190.349,$62.124,$128.225,-,$128.225,-,$128.225,$236.955,$199.31,438,446,$0.29,$0.29
2016-06-30,"$1,000.783",$523.136,$477.647,-,$458.269,-,$981.405,$19.378,$-8.709,$10.669,$4.325,$6.344,-,$6.344,-,$-52.656,$55.094,$19.378,436,443,$-0.12,$-0.12
2016-03-31,"$1,047.702",$567.066,$480.636,-,$445.753,-,"$1,012.819",$34.883,$-1.83,$33.053,$13.873,$19.18,-,$19.18,-,$19.18,$66.904,$34.883,434,443,$0.04,$0.04
2015-12-31,"$1,170.686",$609.016,$561.67,-,$384.088,-,$993.104,$177.582,$-6.252,$171.33,$65.728,$105.602,-,$105.602,-,$105.602,$206.311,$177.582,431,442,$0.25,$0.24
2015-09-30,"$1,204.109",$616.949,$587.16,-,$415.763,-,"$1,032.712",$171.397,$-7.339,$164.058,$63.581,$100.477,-,$100.477,-,$100.477,$197.544,$171.397,431,442,$0.23,$0.23
2015-06-30,$783.577,$404.524,$379.053,-,$347.152,-,$751.676,$31.901,$-4.221,$27.68,$12.914,$14.766,-,$14.766,-,$14.766,$56.657,$31.901,431,440,$0.03,$0.03
2015-03-31,$804.941,$427.277,$377.664,-,$349.997,-,$777.274,$27.667,$-4.05,$23.617,$11.889,$11.728,-,$11.728,-,$11.728,$48.975,$27.667,429,439,$0.03,$0.03
2014-12-31,$895.201,$448.937,$446.264,-,$299.965,-,$748.902,$146.299,$-4.155,$142.144,$54.435,$87.709,-,$87.709,-,$87.709,$166.001,$146.299,426,439,$0.20,$0.19
2014-09-30,$937.908,$472.608,$465.3,-,$319.194,-,$791.802,$146.106,$-4.89,$141.216,$52.111,$89.105,-,$89.105,-,$89.105,$164.15,$146.106,413,422,$0.22,$0.21
2014-06-30,$609.654,$309.702,$299.952,-,$265.258,-,$574.96,$34.694,$-0.98,$33.714,$16.024,$17.69,-,$17.69,-,$17.69,$51.721,$34.694,413,421,$0.04,$0.04
2014-03-31,$641.607,$340.917,$300.69,-,$273.834,-,$614.751,$26.856,$-1.72,$25.136,$11.598,$13.538,-,$13.538,-,$13.538,$44.176,$26.856,411,420,$0.03,$0.03
2013-12-31,$682.756,$332.403,$350.353,-,$251.886,-,$584.289,$98.467,$-1.308,$97.159,$32.993,$64.166,-,$64.166,-,$64.166,$112.964,$98.467,408,418,$0.16,$0.15
2013-09-30,$723.146,$373.011,$350.135,-,$229.306,-,$602.317,$120.829,$-0.804,$120.025,$47.241,$72.784,-,$72.784,-,$72.784,$133.263,$120.829,409,417,$0.18,$0.18
2013-06-30,$454.541,$234.91,$219.631,-,$187.321,-,$422.231,$32.31,$-1.508,$30.802,$13.236,$17.566,-,$17.566,-,$17.566,$44.086,$32.31,408,416,$0.04,$0.04
2013-03-31,$471.608,$255.057,$216.551,-,$203.059,-,$458.116,$13.492,$-0.485,$13.007,$5.193,$7.814,-,$7.814,-,$7.814,$25.334,$13.492,406,415,$0.02,$0.02
2012-12-31,$505.863,$251.628,$254.235,-,$172.643,-,$424.271,$81.592,$-1.839,$79.753,$29.621,$50.132,-,$50.132,-,$50.267,$92.919,$81.592,404,412,$0.13,$0.12
2012-09-30,$575.196,$294.805,$280.391,-,$189.411,-,$484.216,$90.98,$-1.334,$89.646,$32.329,$57.317,-,$57.317,-,$57.202,$102.021,$90.98,405,413,$0.14,$0.14
2012-06-30,$369.473,$200.006,$169.467,-,$157.747,-,$357.753,$11.72,$-0.81,$10.91,$4.242,$6.668,-,$6.668,-,$6.648,$21.843,$11.72,404,410,$0.02,$0.02
2012-03-31,$384.389,$209.185,$175.204,-,$150.801,-,$359.986,$24.403,$-1.273,$23.13,$8.469,$14.661,-,$14.661,-,$14.661,$34.994,$24.403,402,409,$0.04,$0.04
2011-12-31,$403.126,$195.221,$207.905,-,$152.603,-,$347.824,$55.302,$-1.412,$53.89,$21.338,$32.552,-,$32.552,-,$32.353,$65.635,$55.302,399,407,$0.08,$0.08
2011-09-30,$465.523,$240.422,$225.101,-,$150.136,-,$390.558,$74.965,$-2.745,$72.22,$26.233,$45.987,-,$45.987,-,$45.757,$84.203,$74.965,399,407,$0.12,$0.11
2011-06-30,$291.336,$156.557,$134.779,-,$123.421,-,$279.978,$11.358,$-0.659,$10.699,$4.458,$6.241,-,$6.241,-,$6.197,$19.475,$11.358,399,407,$0.02,$0.02
2011-03-31,$312.699,$167.648,$145.051,-,$123.909,-,$291.557,$21.142,$-1.089,$20.053,$7.914,$12.139,-,$12.139,-,$12.03,$29.755,$21.142,398,406,$0.03,$0.03
