,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$5,948","$1,504","$4,444","$3,189","$2,696",-,"$8,302","$-2,354",$-162,"$-2,517",$-491,"$-2,026",-,"$-2,025",-,$595,"$-1,308","$-2,354","5,555","5,632",$0.11,$0.10
2020-09-30,"$12,131","$2,529","$9,602","$2,360","$3,016",-,"$8,807","$3,324","$-1,148","$2,176",$-26,"$2,202",-,"$2,202",-,"$2,194","$4,586","$3,324","5,557","5,633",$0.39,$0.39
2020-06-30,"$11,801","$2,281","$9,520","$2,132","$3,030",-,"$8,710","$3,091",$862,"$3,953",$519,"$3,434",-,"$3,434",-,"$3,426","$4,342","$3,091","5,554","5,619",$0.62,$0.61
2020-03-31,"$12,028","$2,378","$9,650","$1,724","$2,873",-,"$7,929","$4,099",$-215,"$3,885",$475,"$3,410",-,"$3,410",-,"$3,401","$5,317","$4,099","5,545","5,613",$0.61,$0.61
2019-12-31,"$2,110",$640,"$1,470","$2,566","$2,640",-,"$7,034","$-4,924","$-2,778","$-7,706","$-1,947","$-5,759",-,"$-5,758","$5,431",$-337,"$-3,755","$-4,924","5,569","5,675",$-0.06,$-0.06
2019-09-30,"$12,680","$2,602","$10,078","$2,283","$3,260",-,"$9,722","$2,958","$7,768","$10,727","$3,047","$7,680",-,"$7,680",$4,"$7,680","$4,511","$2,958","5,545","5,649",$1.38,$1.36
2019-06-30,"$13,264","$2,576","$10,688","$1,842","$3,511",-,"$8,998","$4,266",$-126,"$4,141",$-915,"$5,056",-,"$5,056",-,"$5,046","$5,794","$4,266","5,562","5,672",$0.91,$0.89
2019-03-31,"$13,118","$2,433","$10,685","$1,703","$3,339",-,"$8,704","$4,414",$-92,"$4,323",$433,"$3,890",-,"$3,889",-,"$3,884","$5,959","$4,414","5,635","5,750",$0.69,$0.68
2018-12-31,"$1,155",$814,$341,"$2,212","$2,164",-,"$7,172","$-6,017","$-3,220","$-9,237","$-1,536","$-7,701",-,"$-7,700","$7,318",$-394,"$-4,610","$-6,017","5,872","5,977",$-0.06,$-0.06
2018-09-30,"$13,298","$2,694","$10,604","$2,008","$3,494",-,"$9,534","$3,764",$414,"$4,177",$66,"$4,111",-,"$4,111",$11,"$4,114","$5,378","$3,764","5,875","5,986",$0.70,$0.69
2018-06-30,"$13,466","$2,916","$10,550","$1,797","$3,542",-,"$9,490","$3,976",$551,"$4,527",$648,"$3,879",-,"$3,879",-,"$3,872","$5,538","$3,976","5,866","5,952",$0.66,$0.65
2018-03-31,"$12,906","$2,563","$10,343","$1,743","$3,412",-,"$8,957","$3,949",$178,"$4,127",$556,"$3,571",-,"$3,571",$-1,"$3,561","$5,516","$3,949","5,957","6,057",$0.60,$0.59
2017-12-31,"$13,703","$3,256","$10,447","$2,315","$4,555",-,"$11,396","$2,307","$-1,352",$954,"$-11,336","$12,290",-,"$12,288",-,"$12,274","$3,881","$2,307","5,970","6,058",$2.05,$2.03
2017-09-30,"$13,168","$2,844","$10,324","$1,865","$3,504",-,"$9,504","$3,664",$-79,"$3,585",$727,"$2,858",-,"$2,858",-,"$2,840","$5,230","$3,664","5,951","6,041",$0.48,$0.47
2017-06-30,"$12,896","$2,660","$10,236","$1,787","$3,430",-,"$9,155","$3,741",$75,"$3,815",$739,"$3,076",-,"$3,077",$2,"$3,073","$5,315","$3,741","5,958","6,037",$0.52,$0.51
2017-03-31,"$12,779","$2,468","$10,311","$1,716","$3,315",-,"$8,769","$4,010",$-60,"$3,951",$821,"$3,130",-,"$3,130",-,"$3,121","$5,565","$4,010","6,006","6,092",$0.52,$0.51
2016-12-31,"$13,627","$3,212","$10,415","$2,532","$4,429",-,"$11,871","$1,756",$-979,$776,$14,$762,-,$764,$15,$775,"$3,305","$1,756","6,089","6,159",$0.13,$0.13
2016-09-30,"$13,045","$3,085","$9,960","$1,881","$3,559",-,"$10,024","$3,021","$-1,417","$1,604",$249,"$1,355",-,"$1,355",-,"$1,355","$4,417","$3,021","6,066","6,150",$0.22,$0.22
