,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$3,522","$2,376","$1,146",$162,$361,-,"$3,074",$448,$-13,$435,$60,$375,-,$375,$6,$381,$635,$448,331,333,$1.15,$1.14
2020-09-30,"$3,261","$2,292",$969,$148,$352,-,"$2,914",$347,$-10,$337,$109,$228,-,$228,$2,$230,$528,$347,332,332,$0.68,$0.68
2020-06-30,"$2,548","$1,841",$707,$146,$321,-,"$2,414",$134,$-7,$127,$185,$-58,-,$-58,$17,$-41,$310,$134,330,330,$-0.12,$-0.12
2020-03-31,"$3,195","$2,166","$1,029",$158,$352,-,"$3,610",$-415,$5,$-410,$42,$-452,-,$-452,$-4,$-456,$665,$-415,334,334,$-1.37,$-1.37
2019-12-31,"$3,168","$2,138","$1,030",$161,$367,-,"$2,697",$471,$-1,$470,$447,$23,-,$23,$3,$26,$645,$471,335,337,$0.08,$0.08
2019-09-30,"$3,300","$2,248","$1,052",$159,$372,-,"$2,856",$444,$-7,$437,$61,$376,-,$376,$-4,$372,$619,$444,338,340,$1.10,$1.10
2019-06-30,"$3,389","$2,279","$1,110",$158,$356,-,"$2,869",$520,$-7,$513,$-245,$758,-,$758,$-1,$757,$694,$520,337,339,$2.25,$2.23
2019-03-31,"$3,412","$2,294","$1,118",$166,$373,-,"$2,882",$530,$-10,$520,$91,$429,-,$429,$10,$439,$703,$530,338,340,$1.30,$1.29
2018-12-31,"$3,347","$2,233","$1,114",$161,$389,-,"$2,863",$484,$-23,$461,$78,$383,-,$383,$-107,$276,$652,$484,342,344,$0.81,$0.80
2018-09-30,"$3,509","$2,327","$1,182",$171,$414,-,"$2,939",$570,$-24,$546,"$-1,128","$1,674",-,"$1,674",$-13,"$1,661",$741,$570,350,353,$4.74,$4.71
2018-06-30,"$3,581","$2,394","$1,187",$171,$394,-,"$3,027",$554,$-24,$530,$77,$453,-,$453,$1,$454,$721,$554,349,352,$1.30,$1.29
2018-03-31,"$3,562","$2,350","$1,212",$173,$409,-,"$2,941",$621,$-23,$598,$108,$490,-,$490,-,$490,$788,$621,351,354,$1.40,$1.38
2017-12-31,"$3,336","$2,172","$1,164",$165,$377,-,"$2,750",$586,$-20,$566,$599,$-33,-,$-33,$-7,$-40,$748,$586,352,352,$-0.11,$-0.11
2017-09-30,"$2,528","$1,662",$866,$126,$361,-,"$2,172",$356,$-44,$312,$16,$296,-,$296,$138,$434,$498,$356,355,358,$1.22,$1.21
2017-06-30,"$3,367","$2,227","$1,140",$168,$408,-,"$2,823",$544,$-41,$503,$71,$432,-,$432,$3,$435,$701,$544,355,358,$1.23,$1.22
2017-03-31,"$3,227","$2,117","$1,110",$161,$407,-,"$2,746",$481,$-36,$445,$39,$406,-,$406,$-1,$405,$633,$481,356,359,$1.14,$1.13
2016-12-31,"$3,063","$1,996","$1,067",$156,$367,-,"$2,568",$495,$-35,$460,$54,$406,-,$406,$3,$409,$655,$495,356,359,$1.15,$1.14
2016-09-30,"$2,446","$1,548",$898,$124,$322,-,"$2,023",$423,$-75,$348,$5,$343,-,$343,$94,$437,$545,$423,366,369,$1.18,$1.18
2016-06-30,"$3,121","$2,099","$1,022",$161,$367,-,"$2,669",$452,$-680,$-228,"$-1,019",$791,-,$791,$48,$839,$600,$452,357,361,$2.35,$2.32
2016-03-31,"$2,952","$1,990",$962,$156,$367,-,"$2,417",$535,$-16,$519,$130,$389,-,$389,$-9,$380,$679,$535,364,368,$1.04,$1.03
2015-12-31,"$2,833","$1,888",$945,$162,$340,-,"$2,435",$398,$-16,$382,$58,$324,-,$324,$29,$353,$544,$398,385,390,$0.92,$0.91
2015-09-30,"$2,984","$2,016",$968,$148,$334,-,"$2,577",$407,$-19,$388,$252,$136,-,$136,$904,"$1,040",$568,$407,405,411,$2.59,$2.55
2015-06-30,"$3,118","$2,070","$1,048",$159,$393,-,"$2,649",$469,$-18,$451,$100,$351,-,$351,$-42,$309,$617,$469,406,412,$0.76,$0.75
2015-03-31,"$3,082","$2,031","$1,051",$160,$391,-,"$2,634",$448,$-38,$410,$94,$316,-,$316,$283,$599,$595,$448,407,413,$1.47,$1.45
2014-12-31,"$3,049","$2,029","$1,020",$160,$386,-,"$2,624",$425,$-99,$326,$-109,$435,-,$435,$37,$472,$585,$425,407,413,$1.16,$1.14
2014-09-30,"$2,608","$1,766",$842,$127,$292,-,"$2,217",$391,$-22,$369,$-203,$572,-,$572,$91,$663,$534,$391,410,417,$1.61,$1.59
2014-06-30,"$3,075","$2,057","$1,018",$147,$396,-,"$2,611",$464,$-15,$449,$102,$347,-,$347,$56,$403,$602,$464,409,416,$0.99,$0.97
2014-03-31,"$2,964","$1,969",$995,$145,$379,-,"$2,493",$471,$-11,$460,$120,$340,-,$340,$22,$362,$592,$471,410,417,$0.88,$0.87
