,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$2,484",$844,"$1,640",-,$670,$278,"$1,627",$857,"$2,498","$3,355",$768,"$2,587",-,"$2,587","$-1,897",$714,"$1,515",$857,831,831,$0.78,$0.77
2020-09-30,"$3,607",$654,"$2,953",-,$977,"$-1,354","$3,580",$27,$-25,$2,$-110,$112,-,$112,$19,$356,$708,$27,834,834,$0.41,$0.41
2020-06-30,"$3,585",$590,"$2,995",-,$995,$-787,"$3,045",$540,"$-2,228","$-1,688",$-556,"$-1,132",-,"$-1,132",-,"$-1,185","$1,278",$540,839,839,$-1.41,$-1.41
2020-03-31,"$4,496","$1,097","$3,399",-,"$1,043","$-1,052","$3,865",$631,$-889,$-258,$-19,$-239,-,$-239,-,$-286,"$1,390",$631,838,838,$-0.34,$-0.34
2019-12-31,"$2,791","$1,066","$1,725",-,$638,$-241,"$2,330",$461,$7,$468,$136,$332,-,$332,$678,"$1,009","$1,203",$461,809,809,$1.26,$1.26
2019-09-30,"$3,782",$938,"$2,844",-,$867,$-287,"$2,678","$1,104",$-241,$863,$-84,$947,-,$947,$38,$975,"$1,867","$1,104",813,813,$1.19,$1.17
2019-06-30,"$3,970",$969,"$3,001",-,"$1,283",$-596,"$3,509",$461,$-360,$101,$43,$58,-,$58,-,$54,"$1,199",$461,803,803,$0.07,$0.05
2019-03-31,"$3,858","$1,560","$2,298",-,"$1,002","$-1,127","$4,340",$-482,$-81,$-563,$114,$-677,-,$-677,-,$-680,$252,$-482,793,793,$-0.86,$-0.86
2018-12-31,"$1,194",$789,$405,-,$348,$362,$948,$246,$1,$247,$37,$210,-,$210,-,$641,$820,$246,654,655,$0.97,$0.98
2018-09-30,"$3,451",$816,"$2,635",-,$770,$-189,"$2,301","$1,150",$-5,"$1,145",$262,$883,-,$883,-,$854,"$1,750","$1,150",654,655,$1.31,$1.30
2018-06-30,"$3,088",$710,"$2,378",-,$873,$-300,"$2,346",$742,$-176,$566,$88,$478,-,$478,-,$449,"$1,276",$742,653,653,$0.69,$0.69
2018-03-31,"$3,466","$1,098","$2,368",-,$795,$-200,"$2,591",$875,$-214,$661,$135,$526,-,$526,-,$503,"$1,447",$875,651,651,$0.77,$0.77
2017-12-31,"$3,210",$864,"$2,346",-,$892,$-17,"$2,257",$953,$-333,$620,$-713,"$1,333",-,"$1,333",-,"$1,312","$1,506",$953,636,636,$2.06,$2.06
2017-09-30,"$3,179",$683,"$2,496",-,$697,$-162,"$2,027","$1,152",$-184,$968,$272,$696,-,$696,-,$665,"$1,713","$1,152",643,643,$1.03,$1.03
2017-06-30,"$2,813",$598,"$2,215",-,$827,$-168,"$2,060",$753,$-200,$553,$136,$417,-,$417,-,$390,"$1,293",$753,629,629,$0.62,$0.62
2017-03-31,"$3,384",$863,"$2,521",-,$784,$-189,"$2,305","$1,079",$-130,$949,$275,$674,-,$674,-,$632,"$1,627","$1,079",628,628,$1.01,$1.01
2016-12-31,"$3,086",$741,"$2,345",-,"$1,146",$-112,"$2,446",$640,$-55,$585,$94,$491,-,$491,-,$457,"$1,164",$640,616,617,$0.73,$0.73
2016-09-30,"$3,132",$677,"$2,455",-,$765,$-145,"$1,987","$1,145",$-187,$958,$230,$728,-,$728,-,$690,"$1,617","$1,145",626,626,$1.10,$1.10
2016-06-30,"$2,598",$652,"$1,946",-,$665,$-139,"$1,817",$781,$-167,$614,$152,$462,-,$462,-,$452,"$1,210",$781,616,617,$0.73,$0.73
2016-03-31,"$2,921",$821,"$2,100",-,$703,$-164,"$2,039",$882,$-172,$710,$179,$531,-,$531,-,$524,"$1,306",$882,597,598,$0.88,$0.88
2015-12-31,"$2,556",$721,"$1,835",-,$720,$-119,"$1,918",$638,$-161,$477,$111,$366,-,$366,-,$357,"$1,057",$638,592,594,$0.60,$0.59
2015-09-30,"$2,971",$796,"$2,175",-,$564,$-133,"$1,848","$1,123",$-219,$904,$305,$599,-,$599,-,$593,"$1,551","$1,123",595,596,$1.00,$1.00
2015-06-30,"$2,747",$792,"$1,955",-,$709,$-134,"$1,974",$773,$-165,$608,$190,$418,-,$418,-,$413,"$1,181",$773,592,593,$0.70,$0.70
2015-03-31,"$3,409","$1,297","$2,112",-,$602,$-165,"$2,407","$1,002",$-163,$839,$299,$540,-,$540,-,$536,"$1,416","$1,002",588,590,$0.91,$0.91
2014-12-31,"$2,943","$1,072","$1,871",-,$793,$-118,"$2,305",$638,$-414,$224,$-25,$249,-,$249,-,$243,"$1,027",$638,583,585,$0.42,$0.42
2014-09-30,"$3,050","$1,038","$2,012",-,$614,$-123,"$2,129",$921,$-162,$759,$228,$531,-,$531,-,$529,"$1,344",$921,583,585,$0.91,$0.90
2014-06-30,"$2,813","$1,044","$1,769",-,$933,$-134,"$2,419",$394,$-170,$224,$63,$161,-,$161,-,$159,$764,$394,582,584,$0.27,$0.27
2014-03-31,"$3,630","$1,962","$1,668",-,$425,$-167,"$2,862",$768,$-197,$571,$186,$385,-,$385,-,$379,"$1,146",$768,582,583,$0.65,$0.65
2013-12-31,"$3,185","$1,378","$1,807",-,$583,$-121,"$2,381",$804,$-186,$618,$183,$435,-,$435,-,$431,"$1,090",$804,579,580,$0.74,$0.74
2013-09-30,"$3,432","$1,430","$2,002",-,$525,$-134,"$2,398","$1,034",$-131,$903,$305,$598,-,$598,$-23,$569,"$1,409","$1,034",579,580,$0.98,$0.98
2013-06-30,"$2,980","$1,260","$1,720",-,$728,$-141,"$2,432",$548,$-154,$394,$116,$278,-,$278,$-70,$202,$911,$548,578,579,$0.35,$0.35
2013-03-31,"$3,523","$1,506","$2,017",-,$623,$-167,"$2,593",$930,$-141,$789,$288,$501,-,$501,$1,$495,"$1,296",$930,577,578,$0.86,$0.86
2012-12-31,"$3,101","$1,278","$1,823",-,$645,$-128,"$2,340",$761,$-149,$612,$233,$379,-,$379,"$-1,031",$-659,"$1,124",$761,573,574,$-1.14,$-1.14
2012-09-30,"$3,332","$1,286","$2,046",-,"$1,086",$-119,"$2,781",$551,$-141,$410,$143,$267,-,$267,$-52,$209,$927,$551,574,575,$0.36,$0.36
2012-06-30,"$3,005","$1,208","$1,797",-,$753,$-141,"$2,377",$628,$-165,$463,$166,$297,-,$297,$-32,$258,$979,$628,572,573,$0.45,$0.45
