,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,280",$271,"$1,009",-,$700,$-31,"$1,320",$-40,$-70,$-110,$-37,$-73,-,$-73,$-25,$-102,-,$-40,383,383,$-0.27,$-0.27
2020-09-30,"$1,067",$271,$796,-,$553,$-39,"$1,194",$-127,$-66,$-193,$-90,$-103,-,$-103,$13,$-92,$180,$-127,377,377,$-0.25,$-0.25
2020-06-30,$394,$263,$131,-,$487,$-25,"$1,074",$-680,-,$-680,$-3,$-677,-,$-677,$9,$-670,$-373,$-680,377,377,$-1.78,$-1.78
2020-03-31,"$2,087",$318,"$1,769",-,$745,"$-2,730","$4,194","$-2,107",-,"$-2,107",$-417,"$-1,690",-,"$-1,690",$-125,"$-1,816","$-1,698","$-2,107",377,377,$-4.82,$-4.82
2019-12-31,"$1,589",$324,"$1,265",-,$908,$-45,"$1,670",$-81,-,$-21,$-33,$12,-,$12,$-652,$-642,$309,$-81,401,401,$-1.62,$-1.61
2019-09-30,"$1,746",$294,"$1,452",-,$791,$-20,"$1,496",$250,$-60,$190,$54,$136,-,$136,$-27,$109,$639,$250,392,394,$0.27,$0.27
2019-06-30,"$1,806",$296,"$1,510",-,$893,$-12,"$1,587",$219,-,$219,$68,$151,-,$151,$344,$495,$601,$219,409,411,$1.20,$1.19
2019-03-31,"$1,079",$283,$796,-,$945,$63,"$1,576",$-497,-,$-497,$-119,$-378,-,$-378,$61,$-317,$-128,$-497,428,428,$-0.74,$-0.74
2018-12-31,"$2,620",$-213,"$2,833",-,"$1,726",$276,"$1,388","$1,232",-,"$1,687",$422,"$1,265",-,"$1,265",$-116,"$1,149","$1,471","$1,232",494,497,$2.18,$2.17
2018-09-30,"$2,156",$417,"$1,739",-,"$1,329",$-9,"$2,103",$53,$-68,$-15,$-171,$156,-,$156,"$2,407","$2,537",$404,$53,486,489,$5.17,$5.14
2018-06-30,"$1,922",$406,"$1,516",-,"$1,348",$-224,"$2,405",$-483,-,$-483,$13,$-496,-,$-496,$161,$-425,$-233,$-483,515,515,$-0.83,$-0.83
2018-03-31,"$2,198",$543,"$1,655",-,"$1,072",$-42,"$2,056",$142,$-387,$-245,$-34,$-211,-,$-211,$58,$-197,$557,$142,520,520,$-0.38,$-0.38
2017-12-31,"$-1,148",$-569,$-579,-,$116,$-152,$-560,$-588,$-111,$-699,$-9,$-690,-,$-690,$994,$183,$-739,$-588,520,520,$0.35,$0.34
2017-09-30,"$1,933",$448,"$1,485",-,"$1,013",$113,"$1,718",$215,$-8,$207,$13,$194,-,$194,$18,$193,$600,$215,520,523,$0.37,$0.37
2017-06-30,"$2,165",$455,"$1,710",-,"$1,030",$-27,"$1,881",$284,$-77,$207,$-5,$212,-,$212,$33,$219,$533,$284,520,523,$0.41,$0.41
2017-03-31,"$3,551",$457,"$3,094",-,"$2,045",$-71,"$3,101",$450,$-125,$325,$8,$317,-,$317,-,$303,"$1,002",$450,519,522,$0.58,$0.58
2016-12-31,"$-2,094",-,"$-2,094",-,$-812,"$5,882","$-5,910","$3,816",$3,"$3,819",$369,"$3,450",-,"$3,450",-,"$2,578","$4,005","$3,816",507,507,$5.49,$5.50
2016-09-30,"$4,233",-,"$4,233",-,"$2,043",$-336,"$2,768","$1,465",$-287,"$1,178",$171,"$1,007",-,"$1,007",-,$993,"$1,878","$1,465",518,521,$1.90,$1.89
2016-06-30,"$2,488",-,"$2,488",-,"$1,976","$-1,501","$3,985","$-1,497",$-248,"$-1,745",$-182,"$-1,563",-,"$-1,563",-,"$-1,571",$-993,"$-1,497",518,518,$-3.04,$-3.04
2016-03-31,"$2,126",-,"$2,126",-,"$1,782","$-3,302","$5,626","$-3,500",$-185,"$-3,685",$-217,"$-3,468",-,"$-3,468",-,"$-3,056","$-2,939","$-3,500",474,474,$-6.44,$-6.44
2015-12-31,"$2,886",-,"$2,886",-,"$2,868","$-2,565","$6,652","$-3,766",$-366,"$-4,132",$-778,"$-3,354",-,"$-3,354",-,"$-2,976","$-2,157","$-3,766",407,407,$-7.26,$-7.26
2015-09-30,"$3,601",-,"$3,601",-,"$2,436","$-5,865","$9,045","$-5,444",$-179,"$-5,623","$-1,714","$-3,909",-,"$-3,909",-,"$-3,508","$-4,700","$-5,444",406,406,$-8.64,$-8.64
2015-06-30,"$3,393",-,"$3,393",-,"$2,753","$-4,189","$7,756","$-4,363",$-116,"$-4,479","$-1,686","$-2,793",-,"$-2,793",-,"$-2,817","$-3,549","$-4,363",406,406,$-6.94,$-6.94
2015-03-31,"$3,265",-,"$3,265",-,"$2,351","$-5,479","$8,760","$-5,495",$-129,"$-5,624","$-2,035","$-3,589",-,"$-3,589",-,"$-3,600","$-4,565","$-5,495",406,406,$-8.88,$-8.88
2014-12-31,"$7,067",-,"$7,067",-,"$2,651","$-3,044","$6,607",$460,$-169,$291,$670,$-379,-,$-379,-,$-397,"$1,459",$460,405,407,$-1.00,$-0.99
2014-09-30,"$5,336",-,"$5,336",-,"$2,700",$-18,"$3,562","$1,774",$-120,"$1,654",$613,"$1,041",-,"$1,041",-,"$1,005","$2,616","$1,774",405,407,$2.48,$2.47
2014-06-30,"$4,510",-,"$4,510",-,"$2,927","$1,024","$2,736","$1,774",$-220,"$1,554",$854,$700,-,$700,-,$675,"$2,602","$1,774",404,406,$1.65,$1.64
2014-03-31,"$3,725",-,"$3,725",-,"$2,251",$-8,"$3,035",$690,$-130,$560,$231,$329,-,$329,-,$324,"$1,429",$690,403,405,$0.80,$0.79
2013-12-31,"$2,624",-,"$2,624",-,"$1,274",$-44,"$2,033",$591,$-116,$475,$268,$207,-,$207,-,$206,"$1,302",$591,402,402,$0.53,$0.55
2013-09-30,"$2,714",-,"$2,714",-,"$1,241",$-45,"$1,981",$733,$-94,$639,$210,$429,-,$429,-,$429,"$1,424",$733,402,403,$1.06,$1.05
