,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$2,825",$753,"$2,072",-,$588,-,"$1,610","$1,215",$-221,$994,$234,$760,-,$760,-,$760,"$1,562","$1,215",766,768,$1.00,$0.99
2020-09-30,"$2,648",$585,"$2,063",-,$574,-,"$1,507","$1,141",$-173,$968,$232,$736,-,$736,-,$736,"$1,489","$1,141",765,767,$0.96,$0.96
2020-06-30,"$2,255",$498,"$1,757",-,$507,$-78,"$1,427",$828,$-176,$652,$153,$499,-,$499,-,$499,"$1,172",$828,766,767,$0.65,$0.65
2020-03-31,"$2,855",$727,"$2,128",-,$606,-,"$1,677","$1,178",$-165,"$1,013",$243,$770,-,$770,-,$770,"$1,522","$1,178",772,773,$1.00,$1.00
2019-12-31,"$2,885",$821,"$2,064",-,$658,-,"$1,731","$1,154",$-173,$981,$210,$771,-,$771,-,$771,"$1,498","$1,154",796,798,$1.00,$0.99
2019-09-30,"$2,978",$715,"$2,263",-,$638,-,"$1,691","$1,287",$-162,"$1,125",$269,$856,-,$856,-,$856,"$1,625","$1,287",790,792,$1.08,$1.08
2019-06-30,"$3,061",$679,"$2,382",-,$648,$-92,"$1,756","$1,305",$-159,"$1,146",$276,$870,-,$870,-,$870,"$1,642","$1,305",805,807,$1.08,$1.08
2019-03-31,"$3,013",$792,"$2,221",-,$672,-,"$1,794","$1,219",$-155,"$1,064",$230,$834,-,$834,-,$834,"$1,549","$1,219",814,817,$1.02,$1.02
2018-12-31,"$3,143",$792,"$2,351",-,$678,-,"$1,894","$1,249",$-151,"$1,098",$255,$843,-,$843,-,$843,"$1,594","$1,249",857,861,$1.01,$1.00
2018-09-30,"$3,129",$831,"$2,298",-,$695,$24,"$1,836","$1,293",$-143,"$1,150",$256,$894,-,$894,-,$894,"$1,627","$1,293",850,854,$1.05,$1.05
2018-06-30,"$3,102",$851,"$2,251",-,$669,$30,"$1,819","$1,283",$-139,"$1,144",$267,$877,-,$877,-,$877,"$1,612","$1,283",864,868,$1.02,$1.01
2018-03-31,"$2,876",$838,"$2,038",-,$696,$25,"$1,832","$1,044",$-132,$912,$217,$695,-,$695,-,$695,"$1,367","$1,044",885,888,$0.78,$0.78
2017-12-31,"$2,863",$882,"$1,981",-,$675,$171,"$1,737","$1,126",$-143,$983,"$-3,157","$4,140",-,"$4,140",-,"$4,140","$1,463","$1,126",911,914,$4.56,$4.54
2017-09-30,"$2,743",$837,"$1,906",-,$725,$19,"$1,875",$868,$-118,$750,$291,$459,-,$459,-,$459,"$1,199",$868,902,906,$0.51,$0.51
2017-06-30,"$2,933",$799,"$2,134",-,$751,$16,"$1,976",$957,$-130,$827,$317,$510,-,$510,-,$510,"$1,284",$957,920,924,$0.55,$0.55
2017-03-31,"$2,869",$888,"$1,981",-,$795,$13,"$2,100",$769,$-187,$582,$220,$362,-,$362,-,$362,"$1,089",$769,927,929,$0.39,$0.39
2016-12-31,"$3,037",$883,"$2,154",-,$828,-,"$2,009","$1,028",$-277,$751,$293,$458,-,$458,-,$458,"$1,376","$1,028",947,948,$0.49,$0.49
2016-09-30,"$2,710",$786,"$1,924",-,$762,-,"$1,869",$841,$-126,$715,$260,$455,-,$455,-,$455,"$1,162",$841,942,943,$0.48,$0.48
2016-06-30,"$2,704",$796,"$1,908",-,$749,-,"$1,864",$840,$-133,$707,$262,$445,-,$445,-,$445,"$1,159",$840,952,952,$0.47,$0.47
2016-03-31,"$2,618",$805,"$1,813",-,$796,-,"$1,914",$704,$-136,$568,$212,$356,-,$356,-,$356,"$1,017",$704,962,963,$0.37,$0.37
