,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,$258.46,$80.713,$177.747,-,$20.512,$-7.617,$195.581,$62.879,$13.216,$76.095,-,$76.095,-,$39.216,-,$38.487,$140.382,$62.879,169,169,$0.24,$0.23
2020-09-30,$242.944,$77.283,$165.661,-,$19.582,$-1.208,$182.881,$60.063,$-58.106,$1.957,-,$1.957,$3.237,$13.31,-,$12.688,$139.809,$60.063,170,170,$0.07,$0.07
2020-06-30,$231.113,$76.825,$154.288,-,$21.202,$-2.48,$185.565,$45.548,$-36.246,$9.302,-,$9.302,$7.448,$19.574,-,$19.046,$123.228,$45.548,170,170,$0.11,$0.11
2020-03-31,$283.658,$78.256,$205.402,-,$13.705,$-1.337,$314.721,$-31.063,$-43.143,$-74.206,-,$-74.206,$38.005,$-24.783,-,$-25.332,$180.519,$-31.063,168,168,$-0.15,$-0.15
2019-12-31,$288.733,$79.791,$208.942,-,$18.262,$-3.328,$193.025,$95.708,$-54.041,$41.667,-,$41.667,-,$41.131,-,$40.291,$176.318,$95.708,168,168,$0.24,$0.24
2019-09-30,$282.276,$75.296,$206.98,-,$16.705,$-1.819,$185.676,$96.6,$-39.26,$57.34,-,$57.34,$0.887,$57.944,-,$56.965,$180.378,$96.6,168,168,$0.34,$0.34
2019-06-30,$275.872,$76.265,$199.607,-,$18.717,$-1.533,$190.104,$85.768,$-46.648,$39.12,-,$39.12,$0.442,$52.69,-,$51.728,$175.941,$85.768,168,168,$0.31,$0.31
2019-03-31,$286.257,$74.793,$211.464,-,$21.3,$-1.134,$194.421,$91.836,$-47.661,$44.175,-,$44.175,$16.49,$91.493,-,$90.446,$178.861,$91.836,167,168,$0.54,$0.54
2018-12-31,$284.56,$83.871,$200.689,-,$13.545,$-3.261,$193.552,$91.008,$-20.251,$70.757,-,$70.757,-,$79.737,-,$78.904,$179.462,$91.008,170,170,$0.47,$0.46
2018-09-30,$278.31,$75.686,$202.624,-,$17.564,$-2.045,$184.478,$93.832,$-36.55,$57.282,-,$57.282,$3.228,$70.534,-,$69.722,$178.91,$93.832,169,170,$0.41,$0.41
