,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$20,341","$9,652","$10,689",-,"$4,758",-,"$18,629","$1,712",$-891,$821,$71,$750,-,$750,-,$750,"$5,931","$1,712","1,144","1,155",$0.47,$0.46
2020-09-30,"$19,272","$7,681","$11,591",-,"$4,876",-,"$16,707","$2,565",$-905,"$1,660",$407,"$1,253",-,"$1,253",-,"$1,253","$6,715","$2,565","1,238","1,250",$1.01,$1.00
2020-06-30,"$17,671","$6,765","$10,906",-,"$5,604",$-418,"$16,851",$820,"$-1,028",$-208,$2,$-210,-,$-210,$320,$110,"$4,884",$820,"1,237","1,237",$0.09,$0.09
2020-03-31,"$11,113","$4,168","$6,945",-,"$3,688",-,"$9,574","$1,539",$-282,"$1,257",$306,$951,-,$951,-,$951,"$3,257","$1,539",858,866,$1.11,$1.10
2019-12-31,"$11,878","$5,212","$6,666",-,"$3,656",-,"$10,644","$1,234",$-269,$965,$214,$751,-,$751,-,$751,"$3,010","$1,234",854,863,$0.87,$0.86
2019-09-30,"$11,061","$4,437","$6,624",-,"$3,498",-,"$9,590","$1,471",$-276,"$1,195",$325,$870,-,$870,-,$870,"$3,126","$1,471",855,863,$1.02,$1.01
2019-06-30,"$10,979","$4,310","$6,669",-,"$3,543",-,"$9,438","$1,541",$-301,"$1,240",$301,$939,-,$939,-,$939,"$3,126","$1,541",854,860,$1.10,$1.09
2019-03-31,"$11,080","$4,562","$6,518",-,"$3,442",-,"$9,604","$1,476",$-273,"$1,203",$295,$908,-,$908,-,$908,"$3,076","$1,476",851,859,$1.07,$1.06
2018-12-31,"$11,445","$5,170","$6,275",-,"$3,498",-,"$10,308","$1,137",$-299,$838,$198,$640,-,$640,-,$640,"$2,777","$1,137",850,858,$0.76,$0.73
2018-09-30,"$10,839","$4,448","$6,391",-,"$3,314",-,"$9,399","$1,440",$-310,"$1,130",$335,$795,-,$795,-,$795,"$3,077","$1,440",847,854,$0.94,$0.93
2018-06-30,"$10,571","$4,302","$6,269",-,"$3,185",-,"$9,121","$1,450",$-382,"$1,068",$286,$782,-,$782,-,$782,"$3,084","$1,450",848,852,$0.92,$0.92
2018-03-31,"$10,455","$4,434","$6,021",-,"$3,164",-,"$9,173","$1,282",$-401,$881,$210,$671,-,$671,-,$671,"$2,857","$1,282",855,862,$0.78,$0.78
2017-12-31,"$10,759","$5,039","$5,720",-,"$3,291",$168,"$9,647","$1,112",$-398,$714,"$-1,993","$2,707",-,"$2,707",-,"$2,693","$2,597","$1,112",832,872,$3.23,$3.10
2017-09-30,"$10,019","$4,211","$5,808",-,"$3,098",$29,"$8,696","$1,323",$-417,$906,$356,$550,-,$550,-,$537,"$2,739","$1,323",831,871,$0.65,$0.63
2017-06-30,"$10,213","$4,364","$5,849",-,"$2,915",$1,"$8,797","$1,416",$-482,$934,$353,$581,-,$581,-,$567,"$2,935","$1,416",831,870,$0.68,$0.67
2017-03-31,"$9,613","$4,094","$5,519",-,"$2,955",$37,"$8,576","$1,037",$-430,$607,$-91,$698,-,$698,-,$684,"$2,601","$1,037",828,869,$0.83,$0.80
2016-12-31,"$10,234","$4,732","$5,502",-,"$2,959",$6,"$9,233","$1,001",$-395,$606,$216,$390,-,$390,-,$376,"$2,549","$1,001",822,833,$0.45,$0.46
2016-09-30,"$9,305","$3,975","$5,330",-,"$2,898",$184,"$8,257","$1,048",$-450,$598,$232,$366,-,$366,-,$353,"$2,616","$1,048",823,832,$0.43,$0.42
2016-06-30,"$9,287","$4,048","$5,239",-,"$2,772",$-59,"$8,454",$833,$-461,$372,$147,$225,-,$225,-,$211,"$2,408",$833,822,830,$0.26,$0.25
2016-03-31,"$8,664","$3,795","$4,869",-,"$2,749",$600,"$7,496","$1,168",$-417,$751,$272,$479,-,$479,-,$465,"$2,720","$1,168",819,859,$0.57,$0.56
2015-12-31,"$8,661","$3,403","$5,258",-,"$2,755",$118,"$7,409","$1,252",$-771,$481,$184,$297,-,$297,-,$283,"$2,621","$1,252",813,823,$0.34,$0.34
2015-09-30,"$7,849","$3,363","$4,486",-,"$2,624",$-192,"$7,336",$513,$-275,$238,$100,$138,-,$138,-,$125,"$1,670",$513,815,822,$0.15,$0.15
2015-06-30,"$8,179","$4,058","$4,121",-,"$2,438",$-11,"$7,582",$597,$-234,$363,$2,$361,-,$361,-,$347,"$1,672",$597,812,821,$0.43,$0.42
2015-03-31,"$7,778","$4,074","$3,704",-,"$2,372",$-128,"$7,661",$117,$-221,$-104,$-41,$-63,-,$-63,-,$-77,"$1,204",$117,809,809,$-0.09,$-0.09
2014-12-31,"$8,154","$4,195","$3,959",-,"$2,333",$-103,"$7,721",$433,$-233,$200,$99,$101,-,$101,-,$101,$433,$433,805,816,$0.13,$0.13
2014-09-30,"$7,350","$3,796","$3,554",-,"$2,283",$-84,"$7,301",$49,$-260,$-211,$-117,$-94,-,$-94,-,$-94,$49,$49,807,807,$-0.12,$-0.12
2014-06-30,"$7,185","$3,668","$3,517",-,"$2,151",$725,"$6,223",$962,$-285,$677,$286,$391,-,$391,-,$391,$962,$962,804,814,$0.49,$0.48
2014-03-31,"$6,875","$3,750","$3,125",-,"$2,096",$-2,"$6,903",$-28,$-225,$-253,$-102,$-151,-,$-151,-,$-151,$-28,$-28,803,803,$-0.19,$-0.19
2013-12-31,"$6,827","$3,538","$3,289",-,"$2,096",$-111,"$6,688",$139,$-278,$-139,$-119,$-20,-,$-20,-,$-20,$139,$139,673,677,$-0.08,$-0.08
2013-09-30,"$6,688","$3,459","$3,229",-,"$1,933",$-12,"$6,391",$297,$-291,$6,$42,$-36,-,$-36,-,$-36,$297,$297,727,727,$-0.05,$-0.05
2013-06-30,"$6,228","$3,263","$2,965",-,"$1,847",$-26,"$6,047",$181,$-176,$5,$21,$-16,-,$-16,-,$-16,$181,$181,665,665,$-0.02,$-0.02
2013-03-31,"$4,677","$1,995","$2,682",-,"$1,506",$-11,"$4,298",$379,$-200,$179,$72,$107,-,$107,-,$107,$379,$379,535,535,$0.20,$0.20
2012-12-31,"$4,909","$2,127","$2,782",-,"$1,792",$48,"$4,662",$247,$-177,$70,$78,$-8,-,$-8,-,$-8,$247,$247,535,535,$-0.01,$-0.01
2012-09-30,"$4,893","$2,007","$2,886",-,$840,"$-7,955","$12,486","$-7,593",$-130,"$-7,723",$12,"$-7,735",-,"$-7,735",-,"$-7,735","$-7,593","$-7,593",535,535,$-14.45,$-14.45
2012-06-30,"$4,883","$1,923","$2,960",-,$871,$-19,"$4,431",$452,$-110,$342,$135,$207,-,$207,-,$207,$452,$452,535,535,$0.39,$0.39
2012-03-31,"$1,276.59",$847.791,$428.799,-,$176.593,$-1.12,"$1,178.323",$98.267,$-69.605,$28.662,$7.658,$21.004,-,$21.004,-,$21.004,$251.086,$98.267,181,182,$0.12,$0.12
2011-12-31,"$1,238.164",$728.682,$509.482,-,$157.173,$-0.888,"$1,023.049",$215.115,$-67.386,$147.729,$56.458,$91.271,-,$91.271,-,$91.271,"$2,710.587",$215.115,181,182,$0.50,$0.50
2011-09-30,"$1,205.388",$725.506,$479.882,-,$162.459,$-1.283,"$1,028.557",$176.831,$-68.887,$107.944,$38.618,$69.326,-,$69.326,-,$69.326,$316.14,$176.831,181,182,$0.38,$0.38
2011-06-30,"$1,209.453",$708.564,$500.889,-,$154.556,$-1.553,$999.198,$210.255,$-75.819,$134.436,$50.101,$84.335,-,$84.335,-,$84.335,$344.779,$210.255,180,183,$0.46,$0.46
2011-03-31,"$1,194.377",$750.679,$443.698,-,$169.771,$0.105,"$1,049.04",$145.337,$-55.791,$89.546,$33.168,$56.378,-,$56.378,-,$56.378,$274.032,$145.337,178,181,$0.32,$0.30
2010-12-31,"$1,065.525",$606.01,$459.515,-,$155.72,$22.351,$858.204,$207.321,$-192.26,$15.061,$1.509,$13.552,-,$13.552,-,$13.552,$326.147,$207.321,177,178,$0.08,$0.08
2010-09-30,"$1,020.789",$569.953,$450.836,-,$147.431,$18.333,$812.855,$207.934,$-81.281,$126.653,$49.366,$77.287,-,$77.287,-,$77.287,$321.738,$207.934,177,178,$0.44,$0.44
