,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$27,708","$18,588","$9,120",-,"$1,950",-,"$23,790","$3,918",$498,"$4,416",$979,"$3,437",-,"$3,437",-,"$3,380","$7,170","$3,918","4,574","4,624",$0.74,$0.73
2020-09-30,"$25,532","$16,624","$8,908",-,"$1,512",-,"$21,456","$4,076","$-1,306","$2,770",$739,"$2,031",-,"$2,031",-,"$2,019","$7,396","$4,076","4,577","4,628",$0.44,$0.44
2020-06-30,"$23,715","$14,463","$9,252",-,"$1,341",-,"$19,068","$4,647",$-692,"$3,955",$946,"$3,009",-,"$3,009",-,"$2,988","$7,911","$4,647","4,570","4,607",$0.65,$0.65
2020-03-31,"$26,609","$16,555","$10,054",-,"$1,938",-,"$21,757","$4,852","$-1,928","$2,924",$700,"$2,224",-,"$2,224",-,"$2,147","$8,116","$4,852","4,562","4,617",$0.47,$0.46
2019-12-31,"$28,398","$18,031","$10,367",-,"$1,943",-,"$23,151","$5,247","$-1,186","$4,061",$861,"$3,200",-,"$3,200",-,"$3,162","$8,424","$5,247","4,548","4,610",$0.69,$0.68
2019-09-30,"$26,827","$16,406","$10,421",-,"$1,901",-,"$21,487","$5,340","$-1,277","$4,063",$775,"$3,288",-,"$3,288",-,"$3,217","$8,520","$5,340","4,551","4,619",$0.71,$0.70
2019-06-30,"$26,858","$16,341","$10,517",-,"$1,885",-,"$21,502","$5,356","$-1,192","$4,164",$961,"$3,203",-,"$3,203",-,"$3,125","$8,632","$5,356","4,547","4,607",$0.69,$0.68
2019-03-31,"$26,859","$16,469","$10,390",-,"$1,888",-,"$21,677","$5,182",$-474,"$4,708","$1,076","$3,632",-,"$3,632",-,"$3,553","$8,502","$5,182","4,534","4,594",$0.78,$0.77
2018-12-31,"$27,846","$18,023","$9,823",-,"$2,112",-,"$23,332","$4,514","$-1,446","$3,068",$486,"$2,582",-,"$2,582",-,"$2,511","$7,711","$4,514","4,584","4,640",$0.56,$0.56
2018-09-30,"$22,135","$13,155","$8,980",-,"$1,667",$141,"$17,299","$4,836",$-941,"$3,895",$999,"$2,896",-,"$2,896",-,"$2,886","$7,313","$4,836","4,564","4,619",$0.63,$0.62
2018-06-30,"$21,735","$12,665","$9,070",-,"$1,653",$200,"$16,721","$5,014",$-729,"$4,285","$1,077","$3,208",-,"$3,208",-,"$3,216","$7,417","$5,014","4,598","4,643",$0.70,$0.69
2018-03-31,"$22,791","$13,943","$8,848",-,"$1,604",-,"$18,146","$4,645",$-651,"$3,994",$818,"$3,176",-,"$3,176",-,"$3,118","$7,244","$4,645","4,633","4,705",$0.67,$0.66
2017-12-31,"$22,075","$13,712","$8,363",-,"$1,625",-,"$17,946","$4,129",$-685,"$3,444","$-11,607","$15,051",-,"$15,051",-,"$14,999","$6,738","$4,129","4,708","4,786",$3.20,$3.15
2017-09-30,"$21,081","$12,594","$8,487",-,"$1,604",$442,"$16,302","$4,779",$-696,"$4,083","$1,409","$2,674",-,"$2,674",-,"$2,642","$6,883","$4,779","4,698","4,777",$0.56,$0.55
2017-06-30,"$21,286","$12,498","$8,788",-,"$1,713",-,"$16,718","$4,568",$-659,"$3,909","$1,367","$2,542",-,"$2,542",-,"$2,521","$7,075","$4,568","4,728","4,809",$0.53,$0.52
2017-03-31,"$20,587","$12,000","$8,587",-,"$1,577",-,"$16,045","$4,542",$-625,"$3,917","$1,262","$2,655",-,"$2,655",-,"$2,573","$7,010","$4,542","4,747","4,832",$0.54,$0.53
2016-12-31,"$21,358","$12,977","$8,381",-,"$1,781",-,"$17,122","$4,236",$-527,"$3,709","$1,309","$2,400",-,"$2,400",-,"$2,279","$6,600","$4,236","4,819","4,875",$0.47,$0.48
2016-09-30,"$21,319","$12,999","$8,320",-,"$1,485",-,"$16,879","$4,440",$-716,"$3,724","$1,400","$2,324",-,"$2,324",-,"$2,237","$6,835","$4,440","4,805","4,861",$0.47,$0.46
2016-06-30,"$19,269","$11,255","$8,014",-,"$1,559",-,"$15,203","$4,066",$-708,"$3,358","$1,278","$2,080",-,"$2,080",-,"$2,028","$6,455","$4,066","4,839","4,891",$0.42,$0.41
2016-03-31,"$18,790","$10,957","$7,833",-,"$1,466",-,"$14,701","$4,089",$-554,"$3,535","$1,311","$2,224",-,"$2,224",-,"$2,134","$6,367","$4,089","4,868","4,925",$0.44,$0.43
2015-12-31,"$19,245","$11,423","$7,822",-,"$1,550",-,"$15,243","$4,002",$-784,"$3,218","$1,162","$2,056",-,"$2,056",-,"$1,971","$6,272","$4,002","4,972","5,035",$0.40,$0.40
2015-09-30,"$18,669","$10,972","$7,697",-,"$1,513",-,"$14,668","$4,001",$-737,"$3,264","$1,223","$2,041",-,"$2,041",-,"$1,996","$6,184","$4,001","4,944","5,004",$0.41,$0.40
2015-06-30,"$18,743","$10,943","$7,800",-,"$1,534",-,"$14,638","$4,105",$-617,"$3,488","$1,313","$2,175",-,"$2,175",-,"$2,137","$6,266","$4,105","5,000","5,062",$0.42,$0.42
2015-03-31,"$17,853","$10,537","$7,316",-,"$1,360",-,"$13,963","$3,890",$-488,"$3,402","$1,261","$2,141",-,"$2,141",-,"$2,059","$5,956","$3,890","5,040","5,112",$0.41,$0.41
2014-12-31,"$17,732","$10,509","$7,223",-,"$1,346",-,"$13,945","$3,787",$-677,"$3,110","$1,114","$1,996",-,"$1,996",-,"$1,925","$5,877","$3,787","5,166","5,240",$0.38,$0.37
2014-09-30,"$16,791","$9,789","$7,002",-,"$1,298",-,"$13,046","$3,745",$-705,"$3,040",$407,"$2,633",-,"$2,633",-,"$2,592","$5,704","$3,745","5,160","5,232",$0.50,$0.49
2014-06-30,"$16,844","$9,796","$7,048",-,"$1,244",-,"$13,040","$3,804",$-545,"$3,259","$1,234","$2,025",-,"$2,025",-,"$1,992","$5,804","$3,804","5,188","5,256",$0.39,$0.38
2014-03-31,"$17,408","$10,657","$6,751",-,"$1,213",-,"$13,840","$3,568",$-512,"$3,056","$1,118","$1,938",-,"$1,938",-,"$1,871","$5,538","$3,568","5,206","5,290",$0.36,$0.35
2013-12-31,"$16,926","$10,040","$6,886",-,"$1,241",-,"$13,279","$3,647",$-693,"$2,954",$986,"$1,968",-,"$1,968",-,"$1,913","$5,645","$3,647","5,250","5,330",$0.36,$0.36
2013-09-30,"$16,151","$9,538","$6,613",-,"$1,283",-,"$12,737","$3,414",$-615,"$2,799","$1,021","$1,778",-,"$1,778",-,"$1,732","$5,330","$3,414","5,244","5,316",$0.33,$0.33
2013-06-30,"$16,270","$9,538","$6,732",-,"$1,307",-,"$12,835","$3,435",$-643,"$2,792","$1,048","$1,744",-,"$1,744",-,"$1,734","$3,453","$3,435","5,262","5,332",$0.33,$0.33
