,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,$422.361,$257.782,$164.579,$26.78,$44.167,-,$328.729,$93.632,$-0.065,$93.567,$21.585,$71.982,-,$71.982,-,$71.982,$137.705,$93.632,76,76,$0.94,$0.94
2020-09-30,$451.8,$262.929,$188.871,$26.057,$45.226,-,$334.212,$117.588,$-0.049,$117.539,$26.323,$91.216,-,$91.216,-,$91.216,$161.331,$117.588,77,77,$1.19,$1.19
2020-06-30,$410.537,$254.835,$155.702,$29.902,$52.2,-,$333.739,$76.798,$-0.125,$76.673,$15.328,$61.345,-,$61.345,-,$61.345,$120.631,$76.798,77,77,$0.80,$0.80
2020-03-31,$429.406,$258.571,$170.835,$28.308,$47.391,$-3.198,$337.468,$91.938,$0.032,$91.97,$18.115,$73.855,-,$73.855,-,$73.855,$135.673,$91.938,77,77,$0.96,$0.96
2019-12-31,$419.119,$249.267,$169.852,$27.187,$48.961,-,$325.415,$93.704,$0.19,$93.894,$21.796,$72.098,-,$72.098,-,$72.098,$135.853,$93.704,77,77,$0.94,$0.94
2019-09-30,$438.005,$245.791,$192.214,$24.591,$49.436,-,$319.818,$118.187,$0.352,$118.539,$29.169,$89.37,-,$89.37,-,$89.37,$160.275,$118.187,77,77,$1.16,$1.16
2019-06-30,$393.509,$240.04,$153.469,$24.92,$49.336,-,$314.091,$79.418,$-0.229,$79.189,$18.196,$60.993,-,$60.993,-,$60.993,$120.724,$79.418,77,77,$0.79,$0.79
2019-03-31,$380.364,$235.594,$144.77,$23.442,$44.682,$-0.205,$303.923,$76.441,$-0.069,$76.372,$17.12,$59.252,-,$59.252,-,$59.252,$117.152,$76.441,77,77,$0.77,$0.77
2018-12-31,$386.275,$227.284,$158.991,$23.99,$46.797,-,$298.071,$88.204,$0.104,$88.308,$20.219,$68.089,-,$68.089,-,$68.089,$128.09,$88.204,77,77,$0.88,$0.88
2018-09-30,$392.543,$220.112,$172.431,$24.026,$45.183,-,$289.321,$103.222,$0.144,$103.366,$19.815,$83.551,-,$83.551,-,$83.551,$141.952,$103.222,77,78,$1.08,$1.08
2018-06-30,$378.256,$223.606,$154.65,$24.406,$45.295,-,$293.307,$84.949,$-0.595,$84.354,$16.519,$67.835,-,$67.835,-,$67.835,$124.678,$84.949,77,78,$0.88,$0.87
2018-03-31,$374.048,$218.517,$155.531,$22.591,$42.233,-,$283.341,$90.707,$-0.604,$90.103,$21.017,$69.086,-,$69.086,-,$69.086,$129.651,$90.707,77,78,$0.89,$0.89
2017-12-31,$357.209,$207.1,$150.109,$22.414,$43.094,$0.189,$272.419,$84.79,$-0.104,$84.686,$-76.557,$161.243,-,$161.243,-,$161.243,$121.828,$84.79,77,78,$2.09,$2.08
2017-09-30,$361.284,$203.915,$157.369,$20.929,$41.088,$1.705,$264.227,$97.057,$-0.042,$97.015,$30.145,$66.87,-,$66.87,-,$66.87,$133.332,$97.057,77,78,$0.87,$0.86
2017-06-30,$340.942,$206.219,$134.723,$23.34,$39.404,$0.984,$267.979,$72.963,$-0.354,$72.609,$24.15,$48.459,-,$48.459,-,$48.459,$108.313,$72.963,78,78,$0.63,$0.62
2017-03-31,$353.767,$206.727,$147.04,$20.801,$39.794,$2.286,$265.036,$88.731,$-0.236,$88.495,$28.451,$60.044,-,$60.044,-,$60.044,$123.707,$88.731,78,78,$0.77,$0.77
2016-12-31,$348.553,$198.146,$150.407,$20.873,$40.928,-,$259.947,$88.606,$-0.124,$88.482,$29.668,$58.814,-,$58.814,-,$58.814,$123.93,$88.606,78,78,$0.76,$0.75
2016-09-30,$345.028,$194.763,$150.265,$19.739,$39.109,-,$253.611,$91.417,$-0.034,$91.383,$29.139,$62.244,-,$62.244,-,$62.244,$125.553,$91.417,78,79,$0.79,$0.79
