,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$4,836","$3,172","$1,664",-,$996,$81,"$4,087",$749,$-75,$674,$166,$508,-,$546,-,$539,$939,$749,341,343,$1.59,$1.58
2020-09-30,"$4,683","$3,093","$1,590",-,$919,$-5,"$4,017",$666,$-100,$566,$114,$452,-,$483,-,$472,$858,$666,341,342,$1.38,$1.38
2020-06-30,"$4,612","$2,835","$1,777",-,$844,$-8,"$3,687",$925,$-69,$856,$199,$657,-,$692,-,$681,"$1,126",$925,341,342,$2.00,$1.99
2020-03-31,"$5,009","$3,218","$1,791",-,$873,$-14,"$4,105",$904,$-70,$834,$197,$637,-,$675,-,$660,"$1,117",$904,341,344,$1.93,$1.92
2019-12-31,"$4,583","$3,017","$1,566",-,$859,$44,"$3,832",$751,$-118,$633,$109,$524,-,$556,-,$547,$968,$751,344,346,$1.60,$1.59
2019-09-30,"$4,640","$3,085","$1,555",-,$815,$175,"$3,725",$915,$-74,$841,$192,$649,-,$680,-,$671,"$1,145",$915,344,346,$1.95,$1.94
2019-06-30,"$4,594","$3,108","$1,486",-,$811,$-5,"$3,924",$670,$-76,$594,$132,$462,-,$495,-,$485,$906,$670,344,346,$1.41,$1.40
2019-03-31,"$4,633","$3,205","$1,428",-,$769,$-4,"$3,978",$655,$-73,$582,$143,$439,-,$466,-,$454,$889,$655,344,346,$1.32,$1.31
2018-12-31,"$4,569","$3,167","$1,402",-,$768,$5,"$3,930",$639,$-150,$489,$91,$398,-,$421,-,$411,$869,$639,348,350,$1.18,$1.18
2018-09-30,"$4,582","$3,166","$1,416",-,$749,$2,"$3,913",$669,$-92,$577,$138,$439,-,$462,-,$451,$886,$669,347,349,$1.30,$1.29
2018-06-30,"$4,604","$3,149","$1,455",-,$771,$-10,"$3,930",$674,$-101,$573,$138,$435,-,$465,-,$455,$898,$674,349,350,$1.30,$1.30
2018-03-31,"$4,731","$3,407","$1,324",-,"$1,079",$2,"$4,484",$247,$-73,$174,$104,$70,-,$97,-,$93,$458,$247,350,353,$0.27,$0.26
2017-12-31,"$4,603","$2,995","$1,608",-,$753,$-27,"$3,775",$828,$-85,$743,$143,$600,-,$625,-,$617,"$1,012",$828,354,356,$1.75,$1.74
2017-09-30,"$4,665","$2,998","$1,667",-,$807,$8,"$3,797",$868,$-89,$779,$224,$555,-,$579,-,$567,"$1,050",$868,353,355,$1.61,$1.60
2017-06-30,"$4,576","$2,924","$1,652",-,$835,$-3,"$3,762",$814,$-98,$716,$202,$514,-,$540,-,$531,$994,$814,354,357,$1.50,$1.49
2017-03-31,"$4,504","$2,844","$1,660",-,$807,$-5,"$3,656",$848,$-95,$753,$207,$546,-,$575,-,$563,"$1,026",$848,356,359,$1.58,$1.57
