,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$5,141","$1,845","$3,296",-,-,$-513,"$3,135","$2,006",$-213,"$1,793",$413,"$1,380",-,"$1,380",-,"$1,380","$2,563","$2,006",677,679,$2.06,$2.05
2020-09-30,"$4,919","$1,817","$3,102",-,-,$-299,"$2,888","$2,031",$-258,"$1,773",$410,"$1,363",-,"$1,363",-,"$1,363","$2,586","$2,031",675,677,$2.02,$2.01
2020-06-30,"$4,244","$1,593","$2,651",-,-,$-235,"$2,590","$1,654",$-158,"$1,496",$364,"$1,132",-,"$1,132",-,"$1,132","$2,205","$1,654",678,679,$1.67,$1.67
2020-03-31,"$5,229","$2,014","$3,215",-,-,$-298,"$3,086","$2,143",$-225,"$1,918",$444,"$1,474",-,"$1,474",-,"$1,474","$2,690","$2,143",684,686,$2.15,$2.15
2019-12-31,"$5,212","$2,092","$3,120",-,-,$-231,"$3,112","$2,100",$-222,"$1,878",$475,"$1,403",-,"$1,403",-,"$1,403","$2,659","$2,100",704,706,$2.02,$2.01
2019-09-30,"$5,516","$2,212","$3,304",-,-,$-277,"$3,282","$2,234",$-213,"$2,021",$466,"$1,555",-,"$1,555",-,"$1,555","$2,791","$2,234",699,702,$2.22,$2.22
2019-06-30,"$5,596","$2,278","$3,318",-,-,$-247,"$3,336","$2,260",$-202,"$2,058",$488,"$1,570",-,"$1,570",-,"$1,570","$2,811","$2,260",706,708,$2.23,$2.22
2019-03-31,"$5,384","$2,312","$3,072",-,-,$-305,"$3,424","$1,960",$-170,"$1,790",$399,"$1,391",-,"$1,391",-,"$1,391","$2,509","$1,960",717,720,$1.94,$1.93
2018-12-31,"$5,757","$2,502","$3,255",-,-,$-221,"$3,547","$2,210",$-194,"$2,016",$462,"$1,554",-,"$1,554",-,"$1,554","$2,765","$2,210",751,754,$2.12,$2.10
2018-09-30,"$5,928","$2,553","$3,375",-,-,$-287,"$3,659","$2,269",$-193,"$2,076",$483,"$1,593",-,"$1,593",-,"$1,593","$2,816","$2,269",737,741,$2.16,$2.15
2018-06-30,"$5,672","$2,514","$3,158",-,-,$-248,"$3,573","$2,099",$-161,"$1,938",$429,"$1,509",-,"$1,509",-,"$1,509","$2,645","$2,099",761,764,$1.98,$1.98
2018-03-31,"$5,475","$2,461","$3,014",-,-,$-266,"$3,536","$1,939",$-228,"$1,711",$401,"$1,310",-,"$1,310",-,"$1,310","$2,482","$1,939",776,780,$1.69,$1.68
2017-12-31,"$5,450","$2,368","$3,082",-,-,$-239,"$3,203","$2,247",$-155,"$2,092","$-5,186","$7,278",-,"$7,278",-,"$7,278","$2,779","$2,247",798,802,$9.15,$9.09
2017-09-30,"$5,408","$2,302","$3,106",-,-,$-230,"$3,335","$2,073",$-90,"$1,983",$789,"$1,194",-,"$1,194",-,"$1,194","$2,601","$2,073",795,798,$1.50,$1.50
2017-06-30,"$5,250","$2,235","$3,015",-,-,$-219,"$3,252","$1,998",$-129,"$1,869",$701,"$1,168",-,"$1,168",-,"$1,168","$2,523","$1,998",804,807,$1.45,$1.45
2017-03-31,"$5,132","$2,288","$2,844",-,-,$-260,"$3,344","$1,788",$-100,"$1,688",$616,"$1,072",-,"$1,072",-,"$1,072","$2,308","$1,788",812,815,$1.32,$1.32
2016-12-31,"$5,168","$2,199","$2,969",-,-,$-233,"$3,232","$1,936",$-105,"$1,831",$687,"$1,144",-,"$1,144",-,"$1,144","$2,456","$1,936",832,835,$1.40,$1.38
2016-09-30,"$5,174","$2,149","$3,025",-,-,$-271,"$3,214","$1,960",$-155,"$1,805",$674,"$1,131",-,"$1,131",-,"$1,131","$2,472","$1,960",829,832,$1.36,$1.36
2016-06-30,"$4,770","$2,076","$2,694",-,-,$-244,"$3,110","$1,660",$-96,"$1,564",$585,$979,-,$979,-,$979,"$2,164","$1,660",837,840,$1.17,$1.17
2016-03-31,"$4,829","$2,102","$2,727",-,-,$-249,"$3,142","$1,687",$-121,"$1,566",$587,$979,-,$979,-,$979,"$2,189","$1,687",844,847,$1.16,$1.16
2015-12-31,"$5,208","$2,233","$2,975",-,-,$-235,"$3,290","$1,918",$-136,"$1,782",$665,"$1,117",-,"$1,117",-,"$1,117","$2,435","$1,918",866,869,$1.31,$1.31
2015-09-30,"$5,562","$2,340","$3,222",-,-,$-205,"$3,354","$2,208",$-127,"$2,081",$781,"$1,300",-,"$1,300",-,"$1,300","$2,715","$2,208",863,866,$1.51,$1.50
2015-06-30,"$5,429","$2,446","$2,983",-,-,$-225,"$3,480","$1,949",$-11,"$1,938",$734,"$1,204",-,"$1,204",-,"$1,204","$2,446","$1,949",872,875,$1.38,$1.38
2015-03-31,"$5,614","$2,576","$3,038",-,-,$-259,"$3,637","$1,977",$-122,"$1,855",$704,"$1,151",-,"$1,151",-,"$1,151","$2,468","$1,977",879,883,$1.31,$1.30
2014-12-31,"$6,153","$2,767","$3,386",-,-,$-228,"$3,780","$2,373",$-75,"$2,298",$867,"$1,431",-,"$1,431",-,"$1,431","$2,862","$2,373",897,901,$1.61,$1.60
2014-09-30,"$6,182","$2,819","$3,363",-,-,$-242,"$3,852","$2,330",$-124,"$2,206",$836,"$1,370",-,"$1,370",-,"$1,370","$2,811","$2,330",893,897,$1.53,$1.53
2014-06-30,"$6,015","$2,805","$3,210",-,-,$-228,"$3,819","$2,196",$-116,"$2,080",$789,"$1,291",-,"$1,291",-,"$1,291","$2,666","$2,196",902,905,$1.43,$1.43
2014-03-31,"$5,638","$2,782","$2,856",-,-,$-226,"$3,784","$1,854",$-95,"$1,759",$671,"$1,088",-,"$1,088",-,"$1,088","$2,318","$1,854",908,913,$1.20,$1.19
2013-12-31,"$5,630","$2,700","$2,930",-,-,$-188,"$3,657","$1,973",$-90,"$1,883",$709,"$1,174",-,"$1,174",-,"$1,174","$2,431","$1,973",927,932,$1.27,$1.27
2013-09-30,"$5,573","$2,650","$2,923",-,-,$-205,"$3,611","$1,962",$-110,"$1,852",$701,"$1,151",-,"$1,151",-,"$1,151","$2,409","$1,962",924,928,$1.25,$1.24
2013-06-30,"$5,470","$2,633","$2,837",-,-,$-219,"$3,592","$1,878",$-110,"$1,768",$662,"$1,106",-,"$1,106",-,"$1,106","$2,316","$1,878",931,935,$1.19,$1.18
2013-03-31,"$5,290","$2,673","$2,617",-,-,$-237,"$3,657","$1,633",$-88,"$1,545",$588,$957,-,$957,-,$957,"$2,067","$1,633",936,941,$1.02,$1.01
2012-12-31,"$5,250","$2,588","$2,662",-,-,$-182,"$3,525","$1,725",$-85,"$1,640",$604,"$1,036",-,"$1,036",-,"$1,036","$2,178","$1,725",946,953,$1.10,$1.10
2012-09-30,"$5,343","$2,610","$2,733",-,-,$-200,"$3,557","$1,786",$-109,"$1,677",$635,"$1,042",-,"$1,042",-,"$1,042","$2,233","$1,786",944,950,$1.10,$1.09
2012-06-30,"$5,221","$2,575","$2,646",-,-,$-190,"$3,497","$1,724",$-114,"$1,610",$608,"$1,002",-,"$1,002",-,"$1,002","$2,157","$1,724",948,954,$1.05,$1.05
2012-03-31,"$5,112","$2,663","$2,449",-,-,$-216,"$3,602","$1,510",$-119,"$1,391",$528,$863,-,$863,-,$863,"$1,937","$1,510",956,963,$0.91,$0.90
2011-12-31,"$5,108","$2,598","$2,510",-,-,$-191,"$3,491","$1,617",$-87,"$1,530",$566,$964,-,$964,-,$964,"$2,030","$1,617",971,980,$0.99,$0.99
