,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,417",-,"$1,417",$60,$708,-,"$1,254",$163,$-118,$45,$72,$-27,-,$-27,-,$-97,$649,$163,305,305,$-0.30,$-0.30
2020-09-30,"$1,176",-,"$1,176",$71,$647,-,"$1,236",$-60,$-118,$-178,$5,$-183,-,$-183,-,$-243,$458,$-60,305,305,$-0.80,$-0.80
2020-06-30,$842,-,$842,$31,$455,-,$995,$-153,$-119,$-272,$-9,$-263,-,$-263,-,$-320,$356,$-153,305,305,$-1.05,$-1.05
2020-03-31,"$1,369",-,"$1,369",$189,$825,"$-2,126","$3,701","$-2,332",$-113,"$-2,445",$-79,"$-2,366",-,"$-2,366",-,"$-2,433","$-1,771","$-2,332",304,304,$-8.00,$-8.00
2019-12-31,"$1,699",-,"$1,699",$106,$976,-,"$1,668",$31,$-95,$-64,$119,$-183,-,$-183,-,$-222,$617,$31,301,301,$-0.74,$-0.74
2019-09-30,"$1,515",-,"$1,515",$50,$881,-,"$1,475",$40,$-90,$-50,$116,$-166,-,$-166,-,$-212,$584,$40,303,303,$-0.70,$-0.70
2019-06-30,"$1,697",-,"$1,697",$43,$897,-,"$1,434",$263,$-97,$166,$132,$34,-,$34,-,$-6,$757,$263,302,302,$-0.02,$-0.02
2019-03-31,"$1,599",-,"$1,599",$34,$800,-,"$1,332",$267,$-98,$169,$94,$75,-,$75,-,$28,$765,$267,297,300,$0.09,$0.09
2018-12-31,"$1,682",-,"$1,682",$91,$898,-,"$1,522",$160,$-99,$61,$27,$34,-,$34,-,$-16,$693,$160,298,298,$-0.06,$-0.06
2018-09-30,"$1,828",-,"$1,828",$169,$947,-,"$1,605",$223,$-99,$124,$121,$3,-,$3,-,$-53,$712,$223,294,294,$-0.18,$-0.18
2018-06-30,"$1,566",-,"$1,566",$62,$909,-,"$1,415",$151,$-124,$27,$114,$-87,-,$-87,-,$-142,$595,$151,298,298,$-0.48,$-0.48
2018-03-31,"$1,390",-,"$1,390",$40,$795,-,"$1,252",$138,$-130,$8,$73,$-65,-,$-65,-,$-117,$555,$138,310,310,$-0.38,$-0.38
2017-12-31,"$1,366",-,"$1,366",$356,$986,"$-1,700","$3,688","$-2,322",$-155,"$-2,477",$158,"$-2,635",-,"$-2,635",-,"$-2,689","$-1,676","$-2,322",314,314,$-8.57,$-8.57
2017-09-30,"$1,644",-,"$1,644",$41,$829,"$-2,503","$4,132","$-2,488",$-79,"$-2,567","$-1,974",$-593,-,$-593,-,$-635,"$-1,729","$-2,488",315,315,$-2.02,$-2.02
2017-06-30,"$1,202",-,"$1,202",$52,$752,-,"$1,545",$-343,$-82,$-425,$-8,$-417,-,$-417,-,$-460,$398,$-343,314,314,$-1.46,$-1.46
2017-03-31,"$1,254",-,"$1,254",$58,$684,-,"$1,479",$-225,$-84,$-309,$-13,$-296,-,$-296,-,$-336,$512,$-225,314,314,$-1.07,$-1.07
2016-12-31,"$1,304",-,"$1,304","$1,033","$1,832",-,"$2,938","$-1,634",$-75,"$-1,709","$3,189","$-4,898",-,"$-4,898",-,"$-4,903",$-866,"$-1,634",310,310,$-15.79,$-15.79
2016-09-30,"$1,196",$222,$974,$78,$554,-,"$1,665",$-469,$-164,$-633,$-316,$-317,-,$-317,-,$-351,$342,$-469,313,313,$-1.12,$-1.12
2016-06-30,"$1,269",$277,$992,$199,$589,-,"$1,862",$-593,$-85,$-678,$-305,$-373,-,$-373,-,$-404,$204,$-593,313,313,$-1.29,$-1.29
2016-03-31,$993,$189,$804,$132,$553,-,"$1,742",$-749,$-85,$-834,$-346,$-488,-,$-488,-,$-515,$119,$-749,300,300,$-1.72,$-1.72
2015-12-31,"$1,462",-,"$1,462",$378,"$2,056","$-1,231","$3,584","$-2,122",$-161,"$-2,283",$-492,"$-1,791",-,"$-1,791",$-8,"$-1,821","$-1,139","$-2,122",284,284,$-6.44,$-6.44
2015-09-30,"$1,689",$356,"$1,333",$144,$656,-,"$2,144",$-455,$-84,$-539,$-300,$-239,-,$-239,$-13,$-279,$533,$-455,284,284,$-0.98,$-0.98
2015-06-30,"$1,935",$356,"$1,579",$90,$699,$-385,"$2,558",$-623,$-86,$-709,$-156,$-553,-,$-553,$-14,$-567,$405,$-623,284,284,$-1.99,$-1.99
2015-03-31,"$1,550",$278,"$1,272",$269,$689,-,"$2,192",$-642,$-85,$-727,$-351,$-376,-,$-376,$-13,$-389,$314,$-642,284,284,$-1.37,$-1.37
2014-12-31,"$2,557",$482,"$2,075",$171,$742,-,"$2,270",$287,$-111,$176,$181,$-5,-,$-5,$-2,$-8,"$1,162",$287,304,308,$0.06,$0.06
2014-09-30,"$2,678",$423,"$2,255",$90,$719,-,"$2,070",$608,$-17,$591,$232,$359,-,$359,$671,"$1,008","$1,446",$608,301,305,$3.35,$3.31
2014-06-30,"$2,829",$421,"$2,408",$460,$766,-,"$2,432",$397,$669,"$1,066",$92,$974,-,$974,$-44,$931,"$1,182",$397,310,314,$3.01,$2.96
2014-03-31,"$2,673",$393,"$2,280",$119,$670,-,"$1,908",$765,$-162,$603,$239,$364,-,$364,$57,$386,"$1,491",$765,318,323,$1.21,$1.20
