,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2021-01-31,"$28,339","$20,485","$7,854",-,"$5,448",-,"$26,503","$1,836",$-106,"$1,730",$350,"$1,380",-,"$1,380",-,"$1,380","$2,473","$1,836",501,505,$2.75,$2.72
2020-10-31,"$22,632","$15,509","$7,123",-,"$4,647",-,"$20,697","$1,935",$-637,"$1,298",$284,"$1,014",-,"$1,014",-,"$1,014","$2,538","$1,935",501,505,$2.02,$2.01
2020-07-31,"$22,975","$15,673","$7,302",-,"$4,460",-,"$20,675","$2,300",$-111,"$2,189",$499,"$1,690",-,"$1,690",-,"$1,690","$2,904","$2,300",500,504,$3.38,$3.35
2020-04-30,"$19,615","$14,510","$5,105",-,"$4,060",-,"$19,147",$468,$-139,$329,$45,$284,-,$284,-,$284,"$1,109",$468,501,506,$0.57,$0.56
2020-01-31,"$23,398","$17,056","$6,342",-,"$4,505",-,"$22,201","$1,197",$-146,"$1,051",$218,$833,-,$833,$1,$834,"$1,896","$1,197",511,516,$1.65,$1.62
2019-10-31,"$18,665","$12,935","$5,730",-,"$4,153",-,"$17,663","$1,002",$-101,$901,$195,$706,-,$706,$8,$714,"$1,640","$1,002",510,515,$1.40,$1.39
2019-07-31,"$18,422","$12,625","$5,797",-,"$3,912",-,"$17,098","$1,324",$-107,"$1,217",$279,$938,-,$938,-,$938,"$1,947","$1,324",512,516,$1.83,$1.82
2019-04-30,"$17,627","$12,248","$5,379",-,"$3,663",-,"$16,492","$1,135",$-114,"$1,021",$229,$792,-,$792,$3,$795,"$1,779","$1,135",516,520,$1.54,$1.53
2019-01-31,"$22,978","$16,900","$6,078",-,"$4,376",-,"$21,861","$1,117",$-103,"$1,014",$216,$798,-,$798,-,$798,"$1,765","$1,117",529,533,$1.53,$1.52
2018-10-31,"$17,821","$12,535","$5,286",-,"$3,937",-,"$17,002",$819,$-106,$713,$97,$616,-,$616,$6,$622,"$1,411",$819,526,531,$1.18,$1.17
2018-07-31,"$17,776","$12,239","$5,537",-,"$3,865",-,"$16,643","$1,133",$-111,"$1,022",$223,$799,-,$799,-,$799,"$1,736","$1,133",532,536,$1.50,$1.49
2018-04-30,"$16,781","$11,625","$5,156",-,"$3,545",-,"$15,740","$1,041",$-114,$927,$210,$717,-,$717,$1,$718,"$1,672","$1,041",537,541,$1.34,$1.33
2018-01-31,"$22,983","$16,795","$6,188",-,"$4,453",-,"$21,854","$1,129",$-117,"$1,012",$-75,"$1,087",-,"$1,087",-,"$1,087","$1,796","$1,129",547,550,$1.99,$1.98
2017-10-31,"$16,874","$11,712","$5,162",-,"$3,733",-,"$16,027",$847,$-236,$611,$135,$476,-,$476,$2,$478,"$1,490",$847,545,548,$0.88,$0.87
2017-07-31,"$16,634","$11,419","$5,215",-,"$3,601",-,"$15,541","$1,093",$-116,$977,$307,$670,-,$670,$1,$671,"$1,678","$1,093",549,552,$1.22,$1.22
2017-04-30,"$16,223","$11,199","$5,024",-,"$3,353",-,"$15,068","$1,155",$-125,"$1,030",$355,$675,-,$675,$3,$678,"$1,736","$1,155",552,555,$1.23,$1.22
2017-01-31,"$21,465","$15,252","$6,213",-,"$4,476",-,"$20,222","$1,243",$-39,"$1,204",$385,$819,-,$819,$-5,$814,"$1,875","$1,243",578,583,$1.43,$1.42
2016-10-31,"$16,441","$11,536","$4,905",-,"$3,339",-,"$15,380","$1,061",$-142,$919,$311,$608,-,$608,-,$608,"$1,631","$1,061",570,575,$1.07,$1.06
2016-07-31,"$16,169","$11,172","$4,997",-,"$3,249",-,"$14,921","$1,248",$-307,$941,$316,$625,-,$625,$55,$680,"$1,818","$1,248",582,587,$1.17,$1.16
2016-04-30,"$16,196","$11,185","$5,011",-,"$3,153",-,"$14,884","$1,312",$-415,$897,$283,$614,-,$614,$18,$632,"$1,858","$1,312",598,604,$1.06,$1.05
2016-01-31,"$21,626","$15,839","$5,787",-,"$3,920",-,"$19,456","$2,170",$-153,"$2,017",$596,"$1,421",-,"$1,421",$5,"$1,426","$2,732","$2,170",628,633,$2.30,$2.28
2015-10-31,"$17,613","$12,440","$5,173",-,"$3,736",-,"$16,737",$876,$-151,$725,$249,$476,-,$476,$73,$549,"$1,437",$876,624,629,$0.88,$0.87
2015-07-31,"$17,427","$12,051","$5,376",-,"$3,495",-,"$16,097","$1,330",$-148,"$1,182",$409,$773,-,$773,$-20,$753,"$1,880","$1,330",636,641,$1.18,$1.18
2015-04-30,"$17,119","$11,911","$5,208",-,"$3,514",-,"$15,965","$1,154",$-155,$999,$348,$651,-,$651,$-16,$635,"$1,694","$1,154",641,646,$0.99,$0.98
