,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$19,745","$9,253","$10,492",-,"$5,112",-,"$14,365","$5,380",$-503,"$4,877",$990,"$3,887",-,"$3,887",-,"$3,788","$6,051","$5,380","2,476","2,615",$1.53,$1.47
2020-09-30,"$19,318","$9,142","$10,176",-,"$4,895",-,"$14,037","$5,281",$16,"$5,297",$989,"$4,308",-,"$4,308",-,"$4,211","$5,952","$5,281","2,486","2,625",$1.69,$1.63
2020-06-30,"$17,698","$8,942","$8,756",-,"$5,275",-,"$14,217","$3,481",$-20,"$3,461",$675,"$2,786",-,"$2,786",-,"$2,730","$4,295","$3,481","2,487","2,626",$1.10,$1.07
2020-03-31,"$17,214","$8,716","$8,498",-,"$5,045",-,"$13,761","$3,453",$45,"$3,498",$541,"$2,957",-,"$2,957",-,"$2,853","$4,252","$3,453","2,476","2,613",$1.15,$1.12
2019-12-31,"$18,240","$8,869","$9,371",-,"$4,889",-,"$13,758","$4,482",$50,"$4,532",$789,"$3,743",-,"$3,743",-,"$3,653","$5,159","$4,482","2,487","2,630",$1.47,$1.41
2019-09-30,"$17,798","$8,723","$9,075",-,"$4,785",-,"$13,508","$4,290",$53,"$4,343",$726,"$3,617",-,"$3,617",-,"$3,528","$5,013","$4,290","2,504","2,648",$1.41,$1.36
2019-06-30,"$17,094","$8,938","$8,156",-,"$5,003",-,"$22,286","$-5,192",$127,"$-5,065",$172,"$-5,237",-,"$-5,237",-,"$-5,309","$-4,372","$-5,192","2,504","2,540",$-2.13,$-2.05
2019-03-31,"$16,462","$8,427","$8,035",-,"$4,806",-,"$13,233","$3,229",$49,"$3,278",$502,"$2,776",-,"$2,776",-,"$2,681","$3,940","$3,229","2,509","2,638",$1.07,$1.04
2018-12-31,"$17,438","$8,919","$8,519",-,"$4,623",-,"$13,542","$3,896",$20,"$3,916",$700,"$3,216",-,"$3,216",-,"$3,129","$4,546","$3,896","2,500","2,623",$1.25,$1.22
2018-09-30,"$16,690","$8,484","$8,206",-,"$4,652",-,"$13,136","$3,554",$386,"$3,940",$729,"$3,211",-,"$3,211",-,"$3,133","$4,197","$3,554","2,496","2,612",$1.26,$1.22
2018-06-30,"$16,503","$9,070","$7,433",-,"$4,846",-,"$13,916","$2,587",$-298,"$2,289",$399,"$1,890",-,"$1,890",-,"$1,824","$3,337","$2,587","2,529","2,657",$0.73,$0.73
2018-03-31,"$16,281","$8,384","$7,897",-,"$4,688",-,"$13,072","$3,209",$44,"$3,253",$713,"$2,540",-,"$2,540",-,"$2,437","$3,925","$3,209","2,523","2,646",$0.97,$0.95
2017-12-31,"$17,395","$8,709","$8,686",-,"$4,767",-,"$13,476","$3,919",$114,"$4,033","$1,472","$2,561",-,"$2,561",-,"$2,433","$4,595","$3,919","2,534","2,670",$0.96,$0.93
2017-09-30,"$16,653","$8,269","$8,384",-,"$4,736",-,"$13,005","$3,648",$103,"$3,751",$881,"$2,870",-,"$2,870",-,"$2,791","$4,340","$3,648","2,551","2,691",$1.09,$1.06
2017-06-30,"$16,079","$8,402","$7,677",-,"$4,917",-,"$13,319","$2,760",$167,"$2,927",$725,"$2,202",-,"$2,202",-,"$2,152","$3,480","$2,760","2,598","2,740",$0.84,$0.82
2017-03-31,"$15,605","$7,836","$7,769",-,"$4,409",-,"$12,245","$3,360",$-24,"$3,336",$780,"$2,556",-,"$2,556",-,"$2,462","$4,025","$3,360","2,563","2,706",$0.96,$0.93
2016-12-31,"$16,856","$8,298","$8,558",-,"$4,683",-,"$12,981","$3,875",$-619,"$3,256",$695,"$2,561",-,"$2,561","$5,335","$7,814","$4,582","$3,875","2,597","2,738",$3.01,$2.88
