,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-11-30,"$20,563","$6,032","$14,531",-,"$7,443","$-3,681","$19,098","$1,465",$-59,"$1,406",$180,"$1,226",-,"$1,226",-,"$1,226","$2,401","$1,465",264,269,$4.64,$4.55
2020-08-31,"$19,321","$5,542","$13,779",-,"$6,852","$-3,475","$17,731","$1,590",$16,"$1,606",$361,"$1,245",-,"$1,245",-,"$1,245","$2,516","$1,590",262,263,$4.75,$4.72
2020-05-31,"$17,358","$5,069","$12,289",-,"$6,327","$-3,656","$16,883",$475,$-794,$-319,$15,$-334,-,$-334,-,$-334,"$1,837",$475,261,262,$-1.30,$-1.27
2020-02-29,"$17,487","$5,437","$12,050",-,"$6,382","$-3,385","$17,076",$411,$9,$420,$105,$315,-,$315,-,$315,"$1,319",$411,261,262,$1.21,$1.20
2019-11-30,"$17,324","$5,218","$12,106",-,"$6,235","$-3,492","$16,770",$554,$18,$572,$12,$560,-,$560,-,$560,"$1,455",$554,261,262,$2.15,$2.13
2019-08-31,"$17,048","$4,898","$12,150",-,"$6,087","$-3,287","$16,071",$977,$19,$996,$251,$745,-,$745,-,$745,"$1,856",$977,260,262,$2.86,$2.84
2019-05-31,"$17,807","$5,032","$12,775",-,"$6,187","$-3,263","$16,491","$1,316","$-3,870","$-2,554",$-585,"$-1,969",-,"$-1,969",-,"$-1,969","$2,182","$1,316",262,265,$-7.48,$-7.38
2019-02-28,"$17,010","$5,160","$11,850",-,"$6,069","$-3,141","$16,099",$911,$20,$931,$192,$739,-,$739,-,$739,"$1,762",$911,261,263,$2.83,$2.80
2018-11-30,"$17,824","$5,398","$12,426",-,"$6,260","$-3,334","$16,656","$1,168",$9,"$1,177",$242,$935,-,$935,-,$935,"$1,996","$1,168",262,266,$3.56,$3.51
2018-08-31,"$17,052","$4,953","$12,099",-,"$6,260","$-3,137","$15,981","$1,071",$30,"$1,101",$266,$835,-,$835,-,$835,"$1,879","$1,071",265,269,$3.15,$3.10
