,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,927",$90,"$1,837",-,"$1,133",-,"$1,238",$689,-,$689,$114,$575,-,$575,$7,$556,-,-,968,975,$0.58,$0.57
2020-09-30,"$1,800",$119,"$1,681",-,"$1,182",-,"$1,316",$484,-,$484,$60,$424,-,$424,$4,$401,-,-,968,974,$0.41,$0.41
2020-06-30,"$1,882",$172,"$1,710",-,"$1,477",-,"$1,667",$215,-,$215,$30,$185,-,$185,$2,$161,-,-,967,972,$0.17,$0.17
2020-03-31,"$1,728",$270,"$1,458",-,"$1,273",-,"$1,560",$168,-,$168,$23,$145,-,$145,$1,$119,-,-,967,976,$0.12,$0.12
2019-12-31,"$1,936",$306,"$1,630",-,"$1,070",-,"$1,395",$541,-,$541,$75,$466,-,$466,$3,$442,-,-,992,"1,002",$0.46,$0.45
2019-09-30,"$1,967",$345,"$1,622",-,"$1,113",-,"$1,484",$483,-,$483,$70,$413,-,$413,$3,$386,-,-,988,998,$0.39,$0.39
2019-06-30,"$1,951",$348,"$1,603",-,"$1,071",-,"$1,441",$510,-,$510,$87,$423,-,$423,$2,$405,-,-,999,"1,008",$0.40,$0.40
2019-03-31,"$1,840",$327,"$1,513",-,"$1,003",-,"$1,352",$488,-,$488,$82,$406,-,$406,$1,$387,-,-,"1,007","1,017",$0.38,$0.38
2018-12-31,"$1,942",$297,"$1,645",-,"$1,049",-,"$1,368",$574,-,$574,$92,$482,-,$482,$2,$461,-,-,"1,041","1,055",$0.46,$0.44
2018-09-30,"$1,848",$253,"$1,595",-,"$1,003",-,"$1,279",$569,-,$569,$87,$482,-,$482,-,$468,-,-,"1,036","1,050",$0.45,$0.45
2018-06-30,"$1,865",$226,"$1,639",-,"$1,032",-,"$1,283",$582,-,$582,$103,$479,-,$479,$3,$467,-,-,"1,053","1,066",$0.44,$0.44
2018-03-31,"$1,738",$193,"$1,545",-,"$1,038",-,"$1,260",$478,-,$478,$62,$416,-,$416,$2,$404,-,-,"1,056","1,072",$0.38,$0.38
2017-12-31,"$1,770",$176,"$1,594",-,"$1,121",-,"$1,323",$447,-,$447,$251,$196,-,$196,$1,$182,-,-,"1,072","1,089",$0.17,$0.18
2017-09-30,"$1,701",$161,"$1,540",-,"$1,018",-,"$1,204",$497,-,$497,$134,$363,-,$363,$1,$350,-,-,"1,073","1,089",$0.32,$0.32
2017-06-30,"$1,770",$144,"$1,626",-,"$1,039",-,"$1,205",$565,-,$565,$158,$407,-,$407,$5,$398,-,-,"1,076","1,093",$0.37,$0.36
2017-03-31,"$1,627",$132,"$1,495",-,"$1,054",-,"$1,208",$419,-,$419,$94,$325,-,$325,-,$296,-,-,"1,069","1,087",$0.28,$0.27
2016-12-31,"$1,680",$124,"$1,556",-,"$1,259",-,"$1,410",$270,-,$270,$38,$232,-,$232,$-4,$209,-,-,928,939,$0.19,$0.18
2016-09-30,"$1,439",$110,"$1,329",-,"$1,128",-,"$1,251",$188,-,$188,$16,$172,-,$172,$1,$166,-,-,982,995,$0.17,$0.17
2016-06-30,"$1,157",$87,"$1,070",-,$796,-,$890,$267,-,$267,$69,$198,-,$198,$3,$196,-,-,832,838,$0.23,$0.23
2016-03-31,"$1,114",$79,"$1,035",-,$784,-,$871,$243,-,$243,$56,$187,-,$187,$1,$183,-,-,827,835,$0.22,$0.22
2015-12-31,"$1,158",$71,"$1,087",-,$772,-,$861,$297,-,$306,$73,$233,-,$233,$-4,$220,-,-,837,844,$0.25,$0.27
2015-09-30,"$1,131",$70,"$1,061",-,$760,-,$830,$301,$-9,$292,$72,$220,-,$220,$-3,$213,-,-,831,839,$0.26,$0.25
2015-06-30,"$1,140",$68,"$1,072",-,$743,-,$820,$320,-,$320,$84,$236,-,$236,$3,$233,-,-,839,846,$0.28,$0.27
2015-03-31,"$1,073",$65,"$1,008",-,$695,-,$769,$304,-,$304,$74,$230,-,$230,$5,$227,-,-,849,857,$0.27,$0.26
2014-12-31,"$1,136",$64,"$1,072",-,$716,-,$800,$336,-,$346,$94,$252,-,$252,$2,$248,-,-,871,878,$0.29,$0.28
2014-09-30,"$1,056",$64,$992,-,$715,-,$789,$267,-,$267,$64,$203,-,$203,$-17,$180,-,-,867,874,$0.21,$0.21
