,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2021-01-31,"$5,003","$1,846","$3,157","$1,145",$505,-,"$3,496","$1,507",$-36,"$1,471",$14,"$1,457",-,"$1,457",-,"$1,457","$1,795","$1,507",617,628,$2.36,$2.32
2020-10-31,"$4,726","$1,766","$2,960","$1,047",$515,-,"$3,328","$1,398",$-50,"$1,348",$12,"$1,336",-,"$1,336",-,"$1,336","$1,697","$1,398",618,630,$2.16,$2.12
2020-07-31,"$3,866","$1,591","$2,275",$997,$627,-,"$3,215",$651,$-42,$609,$-13,$622,-,$622,-,$622,"$1,055",$651,616,626,$1.01,$0.99
2020-04-30,"$3,080","$1,076","$2,004",$735,$293,-,"$2,104",$976,$5,$981,$64,$917,-,$917,-,$917,"$1,083",$976,614,622,$1.49,$1.47
2020-01-31,"$3,105","$1,090","$2,015",$739,$286,-,"$2,115",$990,$26,"$1,016",$65,$951,-,$951,-,$951,"$1,096",$990,609,618,$1.56,$1.53
2019-10-31,"$3,014","$1,098","$1,916",$712,$277,-,"$2,087",$927,$32,$959,$60,$899,-,$899,-,$899,"$1,019",$927,610,618,$1.47,$1.45
2019-07-31,"$2,579","$1,038","$1,541",$704,$266,-,"$2,008",$571,$35,$606,$54,$552,-,$552,-,$552,$663,$571,609,616,$0.91,$0.90
2019-04-30,"$2,220",$924,"$1,296",$674,$264,-,"$1,862",$358,$31,$389,$-5,$394,-,$394,-,$394,$449,$358,607,616,$0.65,$0.64
2019-01-31,"$2,205",$998,"$1,207",$648,$265,-,"$1,911",$294,$30,$324,$-242,$566,-,$566,-,$566,$372,$294,608,625,$0.93,$0.92
2018-10-31,"$3,181","$1,260","$1,921",$605,$258,-,"$2,123","$1,058",$23,"$1,081",$-149,"$1,230",-,"$1,230",-,"$1,230","$1,126","$1,058",609,625,$2.02,$1.97
2018-07-31,"$3,123","$1,148","$1,975",$581,$237,-,"$1,966","$1,157",$23,"$1,180",$79,"$1,101",-,"$1,101",-,"$1,101","$1,216","$1,157",607,626,$1.81,$1.76
2018-04-30,"$3,207","$1,139","$2,068",$542,$231,-,"$1,912","$1,295",$16,"$1,311",$67,"$1,244",-,"$1,244",-,"$1,244","$1,352","$1,295",606,627,$2.05,$1.98
2018-01-31,"$2,911","$1,110","$1,801",$508,$220,-,"$1,838","$1,073",$7,"$1,080",$-39,"$1,119",-,"$1,119",-,"$1,119","$1,127","$1,073",599,632,$1.86,$1.78
2017-10-31,"$2,636","$1,067","$1,569",$462,$212,-,"$1,741",$895,$1,$896,$58,$838,-,$838,-,$838,$944,$895,603,628,$1.39,$1.33
2017-07-31,"$2,230",$928,"$1,302",$416,$198,-,"$1,542",$688,$-4,$684,$101,$583,-,$583,-,$583,$737,$688,597,633,$0.98,$0.92
2017-04-30,"$1,937",$787,"$1,150",$411,$185,-,"$1,383",$554,$-18,$536,$29,$507,-,$507,-,$507,$601,$554,592,641,$0.86,$0.79
2017-01-31,"$2,173",$870,"$1,303",$394,$176,-,"$1,440",$733,$-7,$726,$71,$655,-,$655,-,$655,$760,$733,541,649,$1.19,$0.98
2016-10-31,"$2,004",$821,"$1,183",$373,$171,-,"$1,365",$639,$-18,$621,$79,$542,-,$542,-,$542,$693,$639,538,653,$1.01,$0.83
2016-07-31,"$1,428",$602,$826,$350,$157,-,"$1,111",$317,-,$317,$56,$261,-,$261,-,$261,$370,$317,534,634,$0.49,$0.41
2016-04-30,"$1,305",$554,$751,$346,$159,-,"$1,060",$245,$-4,$241,$33,$208,-,$208,-,$208,$298,$245,537,599,$0.39,$0.35
2016-01-31,"$1,401",$611,$790,$343,$163,-,"$1,151",$250,$4,$254,$46,$208,-,$208,-,$208,$303,$250,543,569,$0.39,$0.35
2015-10-31,"$1,305",$571,$734,$329,$152,-,"$1,060",$245,-,$245,$-1,$246,-,$246,-,$246,$301,$245,542,565,$0.45,$0.44
