,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$3,183",-,"$3,183",-,"$1,924",$-982,"$2,955",$228,$-38,$190,$13,$177,-,$177,-,$177,$406,$349,124,126,$1.73,$1.77
2020-09-30,"$3,003",-,"$3,003",-,"$1,791","$-1,104","$3,150",$-147,$-37,$-184,$-44,$-140,-,$-140,-,$-140,$77,$23,123,125,$-1.14,$-1.14
2020-06-30,"$2,712",-,"$2,712",-,"$1,716","$-1,467","$3,197",$-485,$-41,$-526,$13,$-539,-,$-539,-,$-539,$-174,$-223,125,126,$-4.31,$-4.31
2020-03-31,"$3,001",-,"$3,001",-,"$1,748","$1,747",$604,"$2,397",$-46,"$2,351",$315,"$2,036",-,"$2,036",-,"$2,036","$2,535","$2,488",126,128,$16.11,$15.88
2019-12-31,"$3,287",-,"$3,287",-,"$1,830",$-728,"$2,703",$584,$-50,$534,$71,$463,-,$463,-,$463,$787,$736,134,136,$3.57,$3.49
2019-09-30,"$3,317",-,"$3,317",-,"$1,791",$-594,"$2,624",$693,$-52,$641,$98,$543,-,$543,-,$543,$861,$820,133,135,$4.09,$4.04
2019-06-30,"$3,245",-,"$3,245",-,"$1,771",$-584,"$2,599",$646,$-59,$587,$95,$492,-,$492,-,$492,$877,$832,136,138,$3.61,$3.57
2019-03-31,"$3,118",-,"$3,118",-,"$1,705",$-670,"$2,595",$523,$-53,$470,$75,$395,-,$395,-,$395,$773,$727,139,140,$2.85,$2.82
2018-12-31,"$3,179",-,"$3,179",-,"$1,702",$-444,"$2,463",$716,$-64,$652,$113,$539,-,$539,-,$539,$937,$891,146,148,$3.82,$3.76
2018-09-30,"$3,292",-,"$3,292",-,"$1,722",$-729,"$2,654",$638,$-50,$588,$85,$503,-,$503,-,$503,$861,$816,144,147,$3.48,$3.43
2018-06-30,"$3,196",-,"$3,196",-,"$1,690",$-635,"$2,568",$628,$-80,$548,$86,$462,-,$462,-,$462,$859,$808,147,149,$3.14,$3.10
2018-03-31,"$3,168",-,"$3,168",-,"$1,694",$-494,"$2,421",$747,$-51,$696,$102,$594,-,$594,-,$594,$944,$888,150,152,$3.97,$3.91
2017-12-31,"$3,180",-,"$3,180",-,"$1,726",$-581,"$2,532",$648,$-53,$595,$418,$177,-,$177,-,$177,$853,$795,154,157,$1.20,$1.16
2017-09-30,"$3,014",-,"$3,014",-,"$1,631",$-474,"$2,329",$685,$-52,$633,$126,$507,-,$507,-,$507,$916,$861,153,155,$3.31,$3.26
2017-06-30,"$3,012",-,"$3,012",-,"$1,598",$-611,"$2,449",$563,$-52,$511,$118,$393,-,$393,-,$393,$792,$734,155,158,$2.53,$2.50
2017-03-31,"$2,926",-,"$2,926",-,"$1,600",$-567,"$2,401",$525,$-50,$475,$72,$403,-,$403,-,$403,$750,$687,158,160,$2.56,$2.52
2016-12-31,"$3,166",-,"$3,166",-,"$1,692",$-712,"$2,617",$549,$-81,$468,$69,$399,-,$399,-,$399,$768,$707,166,168,$2.49,$2.45
2016-09-30,"$2,998",-,"$2,998",-,"$1,529",$-855,"$2,708",$290,$-52,$238,$23,$215,-,$215,-,$215,$511,$451,164,166,$1.31,$1.30
2016-06-30,"$2,871",-,"$2,871",-,"$1,566",$-597,"$2,408",$463,$-53,$410,$75,$335,-,$335,-,$335,$683,$621,168,170,$1.99,$1.97
2016-03-31,"$2,765",-,"$2,765",-,"$1,497",$-482,"$2,235",$530,$-55,$475,$111,$364,-,$364,-,$364,$741,$676,173,174,$2.11,$2.09
2015-12-31,"$3,103",-,"$3,103",-,"$1,610",$-714,"$2,541",$562,$-116,$446,$66,$380,-,$380,-,$357,$752,$727,182,184,$2.03,$2.00
2015-09-30,"$2,886",-,"$2,886",-,"$1,550",$-471,"$2,325",$561,$-98,$463,$111,$352,-,$352,-,$397,$832,$732,180,183,$2.20,$2.17
2015-06-30,"$3,128",-,"$3,128",-,"$1,627",$-543,"$2,424",$704,$-89,$615,$139,$476,-,$476,-,$415,$921,$864,184,186,$2.26,$2.23
2015-03-31,"$3,053",-,"$3,053",-,"$1,571",$-533,"$2,351",$702,$-84,$618,$139,$479,-,$479,-,$393,$940,$874,186,189,$2.11,$2.08
2014-12-31,"$3,089",-,"$3,089",-,"$1,602",$-568,"$2,440",$649,$-91,$558,$104,$454,-,$454,$-1,$425,$894,$833,192,195,$2.25,$2.21
2014-09-30,"$3,111",-,"$3,111",-,"$1,570",$-458,"$2,312",$799,$-79,$720,$155,$565,-,$565,-,$420,"$1,031",$967,190,194,$2.21,$2.17
2014-06-30,"$3,072",-,"$3,072",-,"$1,615",$-506,"$2,374",$698,$-79,$619,$152,$467,-,$467,-,$374,$939,$873,193,196,$1.94,$1.91
2014-03-31,"$2,996",-,"$2,996",-,"$1,544",$-450,"$2,267",$729,$-79,$650,$134,$516,-,$516,$-1,$400,$978,$915,196,199,$2.05,$2.01
2013-12-31,"$2,946",-,"$2,946",-,"$1,557",$-563,"$2,380",$566,$-87,$479,$97,$382,-,$382,$-2,$296,$836,$772,203,207,$1.48,$1.46
2013-09-30,"$2,813",-,"$2,813",-,"$1,461",$-492,"$2,143",$670,$-68,$602,$154,$448,-,$448,$1,$382,$933,$874,201,205,$1.90,$1.86
2013-06-30,"$2,749",-,"$2,749",-,"$1,507",$-490,"$2,287",$462,$-60,$402,$120,$282,-,$282,$-1,$321,$718,$660,205,209,$1.57,$1.54
2013-03-31,"$2,691",-,"$2,691",-,"$1,456",$-409,"$2,138",$553,$-66,$487,$121,$366,-,$366,$-1,$335,$809,$751,208,212,$1.61,$1.58
2012-12-31,"$2,674",-,"$2,674",-,"$1,448",$-443,"$2,189",$485,$-67,$418,$87,$331,-,$331,$1,$389,$751,$694,219,223,$1.82,$1.79
2012-09-30,"$2,468",-,"$2,468",-,"$1,385",$-542,"$2,201",$267,$-68,$199,$47,$152,-,$152,$-1,$173,$532,$474,215,219,$0.80,$0.79
2012-06-30,"$2,514",-,"$2,514",-,"$1,426",$-409,"$2,143",$371,$-72,$299,$128,$171,-,$171,$-1,$223,$634,$580,222,226,$1.01,$0.99
2012-03-31,"$2,561",-,"$2,561",-,"$1,428",$-505,"$2,170",$391,$-69,$322,$73,$249,-,$249,$-1,$244,$653,$597,227,232,$1.07,$1.05
2011-12-31,"$2,582",-,"$2,582",-,"$1,347",$-560,"$2,160",$422,$-96,$326,$58,$268,-,$268,$13,$236,$693,$644,241,246,$1.02,$1.00
2011-09-30,"$2,455",-,"$2,455",-,"$1,384",$-258,"$2,058",$397,$-71,$326,$109,$217,-,$217,$2,$324,$612,$611,238,242,$1.36,$1.34
2011-06-30,"$2,623",-,"$2,623",-,"$1,433",$-405,"$2,139",$484,$-75,$409,$118,$291,-,$291,$-4,$315,$733,$696,246,251,$1.28,$1.25
2011-03-31,"$2,532",-,"$2,532",-,"$1,405",$-383,"$2,071",$461,$-75,$386,$92,$294,-,$294,$-71,$241,$692,$669,252,258,$0.96,$0.94
