,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2021-02-28,"$32,779","$25,998","$6,781",-,"$6,029",-,"$31,947",$832,$114,$946,$42,$904,-,$918,$107,"$1,026","$1,385",$912,864,866,$1.19,$1.19
2020-11-30,"$36,307","$29,168","$7,139",-,"$6,207",-,"$36,748",$-441,$-80,$-520,$-199,$-321,-,$-298,-,$-308,"$-1,339","$-1,814",865,865,$-0.36,$-0.36
2020-08-31,"$39,231","$31,932","$7,299",-,"$6,609",-,"$38,484",$747,$-121,$626,$219,$407,-,$439,-,$373,$-717,$804,879,880,$0.45,$0.45
2020-05-31,"$34,631","$28,193","$6,438",-,"$8,265",-,"$36,215","$-1,584",$-189,"$-1,773",$-40,"$-1,733",-,"$-1,726",-,"$-1,708","$1,138","$-1,341",875,875,$-1.95,$-1.95
2020-02-29,"$31,336","$24,318","$7,018",-,"$5,909",-,"$30,199","$1,137",$-128,"$1,008",$149,$859,-,$870,$81,$946,"$1,657","$1,165",885,886,$1.07,$1.07
2019-11-30,"$34,339","$27,077","$7,262",-,"$6,262",-,"$33,326","$1,013",$-131,$882,$32,$850,-,$841,-,$845,"$1,503","$1,026",891,893,$0.95,$0.95
2019-08-31,"$33,954","$26,727","$7,227",-,"$6,407",-,"$33,076",$878,$-169,$708,$26,$682,-,$686,-,$678,"$1,462",$936,922,924,$0.76,$0.76
2019-05-31,"$34,591","$27,138","$7,453",-,"$6,235",-,"$33,389","$1,202",$-5,"$1,198",$156,"$1,042",-,"$1,037",-,"$1,025","$1,708","$1,186",910,911,$1.13,$1.13
2019-02-28,"$34,528","$26,773","$7,755",-,"$6,320",-,"$33,010","$1,518",$-162,"$1,356",$226,"$1,130",-,"$1,139",-,"$1,156","$2,101","$1,601",928,931,$1.25,$1.24
2018-11-30,"$33,793","$26,152","$7,641",-,"$6,280",-,"$32,393","$1,400",$-135,"$1,265",$180,"$1,085",-,"$1,100",-,"$1,123","$1,929","$1,439",948,951,$1.18,$1.18
2018-08-31,"$33,442","$25,867","$7,575",-,"$6,228",-,"$32,046","$1,396",$265,"$1,661",$159,"$1,502",-,"$1,514",-,"$1,512","$1,915","$1,445",991,995,$1.54,$1.53
2018-05-31,"$34,334","$26,554","$7,780",-,"$6,235",-,"$32,737","$1,597",$-157,"$1,440",$109,"$1,331",-,"$1,346",-,"$1,342","$2,091","$1,649",992,995,$1.35,$1.35
2018-02-28,"$33,021","$24,925","$8,096",-,"$6,321",-,"$31,044","$1,977",$-139,"$1,838",$503,"$1,335",-,"$1,349",-,"$1,349","$2,621","$2,179",991,996,$1.36,$1.36
2017-11-30,"$30,740","$23,399","$7,341",-,"$5,910",-,"$29,421","$1,319",$-283,"$1,036",$227,$809,-,$822,-,$821,"$1,623","$1,207","1,006","1,011",$0.82,$0.81
2017-08-31,"$30,149","$22,809","$7,340",-,"$6,291",-,"$29,108","$1,041",$-109,$932,$126,$806,-,$807,-,$802,"$1,443","$1,033","1,074","1,079",$0.77,$0.76
