,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$2,555.1",$640.4,"$1,914.699",-,"$1,704.5",-,"$2,371.7",$183.4,-,$183.4,$44.4,$139,-,$139,-,$134.5,$247.4,$210.2,60,63,$2.27,$2.33
2020-09-30,"$2,502.5",$709.6,"$1,792.9",-,"$1,633.7",-,"$2,506.6",$-4.1,-,$-4.1,$26.4,$-30.5,-,$-30.5,-,$-34.9,$59.4,$21.4,60,60,$-0.58,$-0.58
2020-06-30,"$2,471.6",$592.1,"$1,879.5",-,"$1,621.5",-,"$2,240.3",$231.3,$-4.5,$226.8,$48.4,$178.4,-,$178.4,-,$173.5,$287.1,$258,60,63,$2.87,$2.81
2020-03-31,"$2,565.6",$607.2,"$1,958.4",-,"$1,822.3",-,"$2,455",$110.6,$-1.4,$109.2,$-46.6,$155.8,-,$155.8,-,$150,$165.4,$136.1,61,64,$2.48,$2.43
2019-12-31,"$2,606.4",$647.8,"$1,958.6",-,"$1,721.9",-,"$2,395.101",$211.299,$-32.5,$178.8,$50,$128.8,-,$128.8,-,$122.9,$277.699,$236.699,62,62,$2.02,$2.07
2019-09-30,"$2,499.3",$705.2,"$1,794.1",-,"$1,634",$-31.4,"$2,402.8",$96.5,$-121.1,$-24.6,$28.6,$-53.2,-,$-53.2,-,$-59.5,$151.6,$128.7,62,62,$-0.96,$-0.96
2019-06-30,"$2,545.5",$687,"$1,858.5",-,"$1,639.5",-,"$2,353",$192.5,$-9.2,$183.3,$40.7,$142.6,-,$142.6,-,$139.5,$244.7,$219,62,65,$2.24,$2.21
2019-03-31,"$2,435.6",$614.7,"$1,820.9",-,"$1,577.2",-,"$2,218.4",$217.2,$-0.2,$217,$48.4,$168.6,-,$168.6,-,$161,$265.6,$243.7,63,66,$2.57,$2.52
2018-12-31,"$2,317",$756.5,"$1,560.5",-,"$1,491.3",-,"$2,274.1",$42.9,-,$42.9,$16.3,$26.6,-,$26.6,-,$20.3,$94.8,$69.2,59,60,$0.16,$0.17
2018-09-30,"$2,270.3",$680.9,"$1,589.4",-,"$1,487.1",-,"$2,194.5",$75.8,-,$75.8,$22.8,$53,-,$53,-,$48.3,$125.3,$102.3,64,64,$0.76,$0.76
