,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$5,313.801","$2,533.6","$2,780.201",-,$778.3,$141,"$3,170.9","$2,142.901",$-312.9,"$1,830",$452.8,"$1,377.2",-,"$1,377.2",-,"$1,377.2","$2,607.201","$2,142.9",745,750,$1.84,$1.84
2020-09-30,"$5,418.1","$2,513.4","$2,904.7",-,$530.5,$152.2,"$2,891.7","$2,526.4",$-309.3,"$2,217.1",$454.5,"$1,762.6",-,"$1,762.6",-,"$1,762.6","$2,966.5","$2,526.4",745,750,$2.37,$2.35
2020-06-30,"$3,761.5","$2,036.2","$1,725.3",-,$647,$-117.2,"$2,800.4",$961.1,$-312.4,$648.7,$164.9,$483.8,-,$483.8,-,$483.8,"$1,386.8",$961.1,744,749,$0.65,$0.65
2020-03-31,"$4,714.4","$2,372.5","$2,341.9",-,$589.8,$-58.5,"$3,020.8","$1,693.6",$-248.7,"$1,444.9",$338,"$1,106.9",-,"$1,106.9",-,"$1,106.9","$2,114.9","$1,693.6",745,751,$1.49,$1.47
2019-12-31,"$5,428.201","$2,560.5","$2,867.701",-,$653.6,$78.5,"$3,135.601","$2,292.6",$-265.8,"$2,026.8",$454.6,"$1,572.201",-,"$1,572.201",-,"$1,572.2","$2,706.2","$2,292.6",758,765,$2.09,$2.08
2019-09-30,"$5,502.3","$2,584.7","$2,917.6",-,$543.6,$35.3,"$3,093","$2,409.3",$-257.1,"$2,152.2",$544.3,"$1,607.9",-,"$1,607.9",-,"$1,607.9","$2,822.7","$2,409.3",757,764,$2.13,$2.11
2019-06-30,"$5,409.8","$2,567.2","$2,842.6",-,$533.1,$-35.6,"$3,135.9","$2,273.9",$-266.1,"$2,007.8",$490.9,"$1,516.9",-,"$1,516.9",-,"$1,516.9","$2,672.2","$2,273.9",762,769,$1.99,$1.97
2019-03-31,"$5,024.1","$2,472.6","$2,551.5",-,$499.1,$41.6,"$2,930.1","$2,094",$-262.7,"$1,831.3",$502.9,"$1,328.4",-,"$1,328.4",-,"$1,328.4","$2,486.6","$2,094",765,772,$1.74,$1.72
2018-12-31,"$5,395.7","$2,652.401","$2,743.299",-,$609.8,$-134,"$3,396.201","$1,999.499",$-248.1,"$1,751.4",$336.1,"$1,415.3",-,"$1,415.3",-,"$1,415.3","$2,378.499","$1,999.5",778,786,$1.83,$1.82
2018-09-30,"$5,369.4","$2,547.3","$2,822.1",-,$515.2,$110.8,"$2,951.7","$2,417.7",$-259,"$2,158.7",$521.4,"$1,637.3",-,"$1,637.3",-,"$1,637.3","$2,792.8","$2,417.7",773,780,$2.12,$2.10
2018-06-30,"$5,353.9","$2,614.4","$2,739.5",-,$542.1,$64.9,"$3,091.6","$2,262.3",$-244.2,"$2,018.1",$521.8,"$1,496.3",-,"$1,496.3",-,"$1,496.3","$2,627.3","$2,262.3",780,787,$1.92,$1.90
2018-03-31,"$5,138.9","$2,611.2","$2,527.7",-,$533.1,$148.5,"$2,995.8","$2,143.1",$-255.2,"$1,887.9",$512.5,"$1,375.4",-,"$1,375.4",-,"$1,375.4","$2,506","$2,143.1",791,799,$1.74,$1.72
2017-12-31,"$5,340.201","$2,674.7","$2,665.5",-,$617.6,$96.3,"$3,195.999","$2,144.202",$-259.1,"$1,885.1","$1,186.4",$698.7,-,$698.7,-,$698.7,"$2,487.002","$2,144.201",807,816,$0.89,$0.88
2017-09-30,"$5,754.6","$2,937.1","$2,817.5",-,$567,$828.9,"$2,675.2","$3,079.4",$-259.9,"$2,819.5",$935.8,"$1,883.7",-,"$1,883.7",-,"$1,883.7","$3,435.2","$3,079.4",805,814,$2.34,$2.32
2017-06-30,"$6,049.7","$3,341.3","$2,708.4",-,$525.4,$112.1,"$3,754.6","$2,295.1",$-233.7,"$2,061.4",$666.3,"$1,395.1",-,"$1,395.1",-,"$1,395.1","$2,634.6","$2,295.1",812,819,$1.72,$1.70
2017-03-31,"$5,675.9","$3,246.5","$2,429.4",-,$521.3,$125.9,"$3,641.9","$2,034",$-226.5,"$1,807.5",$592.7,"$1,214.8",-,"$1,214.8",-,"$1,214.8","$2,359.3","$2,034",819,825,$1.48,$1.47
2016-12-31,"$6,028.901","$3,470.7","$2,558.201",-,$627.5,$38.3,"$4,059.898","$1,969.002",$-234.1,"$1,734.9",$541.5,"$1,193.4",-,"$1,193.4",-,"$1,193.4","$2,347.902","$1,969.002",854,861,$1.43,$1.44
2016-09-30,"$6,424.1","$3,677.1","$2,747",-,$582.9,$-26.8,"$4,286.8","$2,137.3",$-232.8,"$1,904.5",$629.1,"$1,275.4",-,"$1,275.4",-,"$1,275.4","$2,507.9","$2,137.3",841,848,$1.52,$1.50
2016-06-30,"$6,265","$3,679","$2,586",-,$596.1,$-132,"$4,407.1","$1,857.9",$-207.7,"$1,650.2",$557.3,"$1,092.9",-,"$1,092.9",-,"$1,092.9","$2,241.2","$1,857.9",864,871,$1.27,$1.25
2016-03-31,"$5,903.9","$3,590.4","$2,313.5",-,$578,$44.8,"$4,123.6","$1,780.3",$-203.9,"$1,576.4",$451.6,"$1,124.8",-,"$1,124.8",-,"$1,124.8","$2,164","$1,780.3",889,896,$1.27,$1.25
2015-12-31,"$6,341.3","$3,834.8","$2,506.5",-,$675.1,$49,"$4,460.9","$1,880.4",$-169.6,"$1,710.8",$504.6,"$1,206.2",-,"$1,206.2",-,"$1,206.2","$2,270.1","$1,880.4",939,945,$1.31,$1.30
2015-09-30,"$6,615.1","$4,023.8","$2,591.3",-,$584,$23,"$4,584.8","$2,030.3",$-151.9,"$1,878.4",$569.2,"$1,309.2",-,"$1,309.2",-,"$1,309.2","$2,418","$2,030.3",930,935,$1.41,$1.40
2015-06-30,"$6,497.7","$4,007.3","$2,490.4",-,$592.4,$-48.7,"$4,648.4","$1,849.3",$-136.9,"$1,712.4",$510,"$1,202.4",-,"$1,202.4",-,"$1,202.4","$2,241.5","$1,849.3",953,958,$1.26,$1.26
2015-03-31,"$5,958.9","$3,757.9","$2,201",-,$582.8,$-232.7,"$4,573.4","$1,385.5",$-131.4,"$1,254.1",$442.6,$811.5,-,$811.5,-,$811.5,"$1,771.6","$1,385.5",961,966,$0.84,$0.84
2014-12-31,"$6,572.201","$4,098.099","$2,474.103",-,$662.5,$-59.9,"$4,820.5","$1,751.702",$-155.6,"$1,596.1",$498.6,"$1,097.5",-,"$1,097.5",-,"$1,097.5","$2,159.202","$1,751.701",981,986,$1.14,$1.12
2014-09-30,"$6,987.1","$4,305.9","$2,681.2",-,$575.8,$-32.9,"$4,914.6","$2,072.5",$-151.4,"$1,921.1",$852.7,"$1,068.4",-,"$1,068.4",-,"$1,068.4","$2,485.9","$2,072.5",979,984,$1.09,$1.09
2014-06-30,"$7,181.7","$4,397.4","$2,784.3",-,$629.2,$33.9,"$4,992.7","$2,189",$-117.5,"$2,071.5",$684.4,"$1,387.1",-,"$1,387.1",-,"$1,387.1","$2,602.2","$2,189",987,993,$1.40,$1.40
2014-03-31,"$6,700.3","$4,184.2","$2,516.1",-,$620.4,$40.3,"$4,764.3","$1,936",$-152.7,"$1,783.3",$578.5,"$1,204.8",-,"$1,204.8",-,"$1,204.8","$2,346.399","$1,936",990,996,$1.22,$1.21
2013-12-31,"$7,093.199","$4,350.399","$2,742.8",-,$627.8,$85.4,"$4,892.801","$2,200.398",$-145.2,"$2,055.2",$658.2,"$1,397",-,"$1,397",-,"$1,397","$2,608.998","$2,200.399",998,"1,006",$1.40,$1.39
2013-09-30,"$7,323.4","$4,412.8","$2,910.6",-,$554.3,$60.4,"$4,906.7","$2,416.7",$-144.1,"$2,272.6",$750.4,"$1,522.2",-,"$1,522.2",-,"$1,522.2","$2,811.2","$2,416.7",997,"1,004",$1.53,$1.52
2013-06-30,"$7,083.8","$4,318.6","$2,765.2",-,$607,$39.5,"$4,886.1","$2,197.7",$-137.8,"$2,059.9",$663.4,"$1,396.5",-,"$1,396.5",-,"$1,396.5","$2,588.6","$2,197.7","1,001","1,009",$1.39,$1.38
2013-03-31,"$6,605.3","$4,121.2","$2,484.1",-,$596.5,$61.9,"$4,655.8","$1,949.5",$-132.7,"$1,816.8",$546.6,"$1,270.2",-,"$1,270.2",-,"$1,270.2","$2,340.6","$1,949.5","1,003","1,011",$1.27,$1.26
2012-12-31,"$6,952.099","$4,223.799","$2,728.3",-,$624.5,$94,"$4,754.299","$2,197.8",$-129.8,"$2,068",$671.9,"$1,396.1",-,"$1,396.1",-,"$1,396.1","$2,583.8","$2,197.801","1,010","1,020",$1.39,$1.38
2012-09-30,"$7,152.4","$4,297.8","$2,854.6",-,$620.9,$53.5,"$4,865.2","$2,287.2",$-133.6,"$2,153.6",$698.6,"$1,455",-,"$1,455",-,"$1,455","$2,659.1","$2,287.2","1,006","1,015",$1.45,$1.43
2012-06-30,"$6,915.9","$4,200","$2,715.9",-,$617.3,$56.4,"$4,760.9","$2,155",$-145.1,"$2,009.9",$662.9,"$1,347",-,"$1,347",-,"$1,347","$2,520.9","$2,155","1,014","1,024",$1.33,$1.32
2012-03-31,"$6,546.6","$4,029.1","$2,517.5",-,$592.5,$39.6,"$4,582","$1,964.6",$-117.1,"$1,847.5",$580.8,"$1,266.7",-,"$1,266.7",-,"$1,266.7","$2,329.3","$1,964.6","1,018","1,030",$1.24,$1.23
2011-12-31,"$6,822.699","$4,109.101","$2,713.598",-,$661.2,$67.6,"$4,702.699","$2,120",$-136.3,"$1,983.7",$607.1,"$1,376.6",-,"$1,376.6",-,"$1,376.6","$2,487.5","$2,120.001","1,032","1,045",$1.34,$1.32
2011-09-30,"$7,166.3","$4,259.5","$2,906.8",-,$580.9,$68.8,"$4,771.6","$2,394.7",$-131.5,"$2,263.2",$755.9,"$1,507.3",-,"$1,507.3",-,"$1,507.3","$2,753","$2,394.7","1,029","1,041",$1.47,$1.45
2011-06-30,"$6,905.4","$4,179.8","$2,725.6",-,$588,$51.5,"$4,716.3","$2,189.1",$-122.7,"$2,066.4",$656.2,"$1,410.2",-,"$1,410.2",-,"$1,410.2","$2,539.2","$2,189.1","1,036","1,048",$1.36,$1.35
