,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$3,244","$1,793","$1,451",$573,$308,-,"$2,674",$570,$-24,$546,"$-1,232","$1,778",-,"$1,781",-,"$1,781",$673,$570,"1,184","1,207",$1.50,$1.47
2020-09-30,"$2,801","$1,571","$1,230",$508,$273,-,"$2,352",$449,$-48,$401,$12,$389,-,$390,-,$390,$546,$449,"1,184","1,215",$0.33,$0.32
2020-06-30,"$1,932","$1,084",$848,$460,$215,-,"$1,759",$173,$-13,$160,$4,$156,-,$157,-,$157,$259,$173,"1,174","1,227",$0.13,$0.13
2020-03-31,"$1,786",$968,$818,$442,$199,-,"$1,609",$177,$-9,$168,$6,$162,-,$162,-,$162,$259,$177,"1,170","1,224",$0.14,$0.14
2019-12-31,"$2,127","$1,178",$949,$395,$206,-,"$1,779",$348,$-143,$205,$35,$170,-,$170,-,$170,$426,$348,"1,091","1,120",$0.16,$0.15
2019-09-30,"$1,801","$1,024",$777,$406,$185,-,"$1,615",$186,$-60,$126,$7,$119,-,$120,-,$120,$262,$186,"1,097","1,117",$0.11,$0.11
2019-06-30,"$1,531",$910,$621,$373,$189,-,"$1,472",$59,$-22,$37,$2,$35,-,$35,-,$35,$129,$59,"1,084","1,109",$0.03,$0.03
2019-03-31,"$1,272",$751,$521,$373,$170,$60,"$1,234",$38,$-34,$4,$-13,$17,-,$16,-,$16,$102,$38,"1,044","1,094",$0.01,$0.01
2018-12-31,"$1,419",$882,$537,$371,$138,-,"$1,391",$28,$-25,$3,$-35,$38,-,$38,-,$38,$80,$28,982,"1,064",$0.04,$0.04
2018-09-30,"$1,653",$992,$661,$363,$148,-,"$1,503",$150,$-36,$114,$12,$102,-,$102,-,$102,$200,$150,987,"1,076",$0.10,$0.09
2018-06-30,"$1,756","$1,104",$652,$357,$142,-,"$1,603",$153,$-30,$123,$6,$117,-,$116,-,$116,$205,$153,972,"1,147",$0.12,$0.11
2018-03-31,"$1,647","$1,050",$597,$343,$134,-,"$1,527",$120,$-30,$90,$8,$82,-,$81,-,$81,$174,$120,968,"1,039",$0.08,$0.08
2017-12-31,"$1,340",$888,$452,$320,$134,-,"$1,342",$-2,$-29,$-31,$-12,$-19,-,$-19,-,$-19,$46,$-2,952,952,$-0.01,$-0.01
2017-09-30,"$1,584","$1,013",$571,$320,$132,-,"$1,465",$119,$-34,$85,$22,$63,-,$61,-,$61,$164,$119,957,"1,042",$0.06,$0.06
2017-06-30,"$1,151",$765,$386,$285,$127,$25,"$1,152",$-1,$-35,$-36,$3,$-39,-,$-42,-,$-42,$43,$-1,945,945,$-0.04,$-0.04
2017-03-31,"$1,178",$800,$378,$271,$123,$27,"$1,167",$11,$-37,$-26,$5,$-31,-,$-33,-,$-33,$54,$11,939,939,$-0.04,$-0.04
2016-12-31,"$1,153",$797,$356,$264,$127,$31,"$1,157",$-4,$-41,$-45,$5,$-50,-,$-52,-,$-52,$51,$-4,835,835,$-0.05,$-0.04
2016-09-30,"$1,307","$1,248",$59,$259,$117,$24,"$1,600",$-293,$-104,$-397,$4,$-401,-,$-406,-,$-406,$-260,$-293,815,815,$-0.50,$-0.50
2016-06-30,"$1,027",$708,$319,$243,$117,$26,"$1,035",$-8,$109,$101,$29,$72,-,$69,-,$69,$25,$-8,794,821,$0.09,$0.08
2016-03-31,$832,$563,$269,$242,$105,$7,$900,$-68,$-40,$-108,$1,$-109,-,$-109,-,$-109,$-35,$-68,793,793,$-0.14,$-0.14
2015-12-31,$958,$675,$283,$229,$109,-,"$1,007",$-49,$-43,$-92,$10,$-102,-,$-102,-,$-102,$-4,$-49,783,783,$-0.13,$-0.13
2015-09-30,"$1,061",$822,$239,$241,$108,-,"$1,219",$-158,$-39,$-197,-,$-197,-,$-197,-,$-197,$-116,$-158,785,785,$-0.25,$-0.25
2015-06-30,$942,$710,$232,$235,$134,-,"$1,079",$-137,$-43,$-180,$1,$-181,-,$-181,-,$-181,$-92,$-137,778,778,$-0.23,$-0.23
2015-03-31,"$1,030",$704,$326,$242,$131,-,"$1,167",$-137,$-40,$-177,$3,$-180,-,$-180,-,$-180,$-91,$-137,777,777,$-0.23,$-0.23
2014-12-31,"$1,239",$879,$360,$238,$144,-,"$1,569",$-330,$-37,$-367,$-3,$-364,-,$-364,-,$-364,$-282,$-330,768,768,$-0.47,$-0.47
2014-09-30,"$1,429",$935,$494,$278,$150,-,"$1,366",$63,$-44,$19,$2,$17,-,$17,-,$17,$112,$63,770,785,$0.02,$0.02
2014-06-30,"$1,441",$943,$498,$277,$154,-,"$1,378",$63,$-95,$-32,$4,$-36,-,$-36,-,$-36,$116,$63,764,764,$-0.05,$-0.05
