,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,$555.801,$213.137,$342.664,-,$13.465,-,$404.425,$151.376,$187.56,$338.936,$-2.178,$341.114,-,$341.114,-,$341.128,-,$151.376,140,140,$2.44,$2.44
2020-09-30,$567.404,$212.843,$354.561,-,$13.985,$-53.711,$455.887,$111.517,$36.173,$147.69,$-0.027,$147.717,-,$147.717,-,$147.703,$295.133,$111.517,140,141,$1.05,$1.05
2020-06-30,$576.405,$198.103,$378.302,-,$15.573,$-54.055,$443.98,$132.425,$37.311,$169.736,$-1.133,$170.869,-,$170.869,-,$170.828,$317.466,$132.425,140,141,$1.21,$1.21
2020-03-31,$601.651,$199.019,$402.632,-,$17.32,$-68.418,$462.668,$138.983,$29.114,$168.097,$0.091,$168.006,-,$168.006,-,$167.971,$324.525,$138.983,140,141,$1.19,$1.19
2019-12-31,$593.566,$190.392,$403.174,-,$12.602,$-56.618,$430.977,$162.589,$6.907,$169.496,$1.825,$167.671,-,$167.671,-,$167.65,$341.058,$162.589,139,140,$1.20,$1.19
2019-09-30,$587.613,$197.819,$389.794,-,$12.769,$-51.761,$427.812,$159.801,$131.092,$290.893,$11.184,$279.709,-,$279.709,-,$279.677,$334.646,$159.801,139,140,$2.00,$2.00
2019-06-30,$577.263,$195.111,$382.152,-,$18.965,$-52.005,$428.774,$148.489,$19.816,$168.305,-,$168.305,-,$168.305,-,$168.281,$321.547,$148.489,139,140,$1.21,$1.21
2019-03-31,$566.184,$184.784,$381.4,-,$13.706,$-48.794,$409.341,$156.843,$13.569,$170.412,$-0.006,$170.418,-,$170.418,-,$170.366,$326.607,$156.843,138,139,$1.23,$1.23
2018-12-31,$578.522,$191.106,$387.416,-,$15.985,$-70.849,$436.854,$141.668,$243.72,$385.388,$-0.247,$385.635,-,$385.635,-,$385.734,$307.56,$141.668,138,138,$2.79,$2.79
2018-09-30,$575.982,$193.467,$382.515,-,$14.744,$-56.298,$421.047,$154.935,$37.501,$192.436,$0.029,$192.407,-,$192.407,-,$192.486,$319.398,$154.935,138,138,$1.39,$1.39
2018-06-30,$569.239,$190.83,$378.409,-,$15.209,$-58.274,$420.998,$148.241,$106.36,$254.601,$0.058,$254.543,-,$254.543,-,$254.662,$313.488,$148.241,138,138,$1.84,$1.84
2018-03-31,$560.792,$191.153,$369.639,-,$14.431,$-56.31,$420.953,$139.839,$1.751,$141.59,-,$141.59,-,$141.59,-,$141.643,$305.353,$139.839,138,138,$1.03,$1.03
2017-12-31,$555.29,$178.784,$376.506,-,$14.887,$-54.482,$405.253,$150.037,$87.488,$237.525,$0.039,$237.486,-,$237.486,-,$235.11,$313.345,$150.037,138,138,$1.71,$1.71
2017-09-30,$550.5,$187.288,$363.212,-,$11.655,$-48.53,$392.463,$158.037,$80.186,$238.223,$0.024,$238.199,-,$238.199,-,$238.248,$309.404,$158.037,138,138,$1.73,$1.72
2017-06-30,$530.512,$180.253,$350.259,-,$13.947,$-74.834,$410.473,$120.039,$45.213,$165.252,$0.058,$165.194,-,$165.194,-,$165.225,$267.031,$120.039,138,138,$1.20,$1.20
2017-03-31,$522.326,$175.974,$346.352,-,$13.206,$-50.023,$379.824,$142.502,$93.299,$235.801,$0.02,$235.781,-,$235.781,-,$235.875,$284.647,$142.502,137,138,$1.72,$1.72
2016-12-31,$518.239,$169.444,$348.795,-,$10.428,$-55.482,$375.374,$142.865,$99.528,$242.393,$0.21,$242.183,-,$242.183,-,$242.235,$283.141,$142.865,137,137,$1.76,$1.76
2016-09-30,$516.211,$177.127,$339.084,-,$11.928,$-51.675,$372.459,$143.752,$212.599,$356.351,$0.022,$356.329,-,$356.329,-,$356.392,$276.229,$143.752,137,138,$2.60,$2.59
2016-06-30,$502.307,$170.01,$332.297,-,$12.011,$-50.478,$364.968,$137.339,$60.016,$197.355,$0.036,$197.319,-,$197.319,-,$197.444,$271.689,$137.339,137,137,$1.44,$1.44
2016-03-31,$508.498,$166.693,$341.805,-,$11.404,$-46.872,$352.185,$156.313,$81.601,$237.914,$0.037,$237.877,-,$237.877,-,$237.931,$284.521,$156.313,137,137,$1.73,$1.73
2015-12-31,$480.842,$158.239,$322.603,-,$11.507,$-43.789,$335.794,$145.048,$10.439,$155.487,$0.136,$155.351,-,$155.351,-,$155.428,$267.712,$145.048,134,135,$1.13,$1.13
2015-09-30,$475.36,$166.071,$309.289,-,$10.464,$-27.638,$324.357,$151.003,$55.112,$206.115,$0.039,$206.076,-,$206.076,-,$206.142,$271.894,$151.003,134,135,$1.54,$1.53
2015-06-30,$457.459,$157.982,$299.477,-,$10.335,$-37.514,$324.458,$133.001,$40.545,$173.546,$1.293,$172.253,-,$172.253,-,$172.324,$251.405,$133.001,132,133,$1.30,$1.29
2015-03-31,$442.367,$159.954,$282.413,-,$10.468,$-46.76,$334.035,$108.332,$99.736,$208.068,$0.015,$208.053,-,$208.053,-,$208.144,$222.227,$108.332,132,133,$1.57,$1.56
2014-12-31,$440.655,$152.573,$288.082,-,$10.679,$-41.132,$318.468,$122.187,$29.711,$151.898,-,$142.53,-,$142.53,-,$142.642,$232.774,$122.187,131,131,$1.08,$1.08
2014-09-30,$430.525,$150.208,$280.317,-,$11.29,$-46.782,$320.116,$110.409,$130.592,$241.001,-,$241.001,-,$241.001,-,$241.1,$219.291,$110.409,131,132,$1.83,$1.83
2014-06-30,$413.806,$143.498,$270.308,-,$10.22,$-46.151,$310.264,$103.542,$68.655,$172.197,-,$172.197,-,$172.197,-,$158.086,$209.378,$103.542,130,130,$1.22,$1.21
2014-03-31,$400.075,$143.027,$257.048,-,$9.236,$-43.248,$301.878,$98.197,$5.223,$103.42,-,$103.42,-,$103.42,$38.179,$141.739,$200.923,$98.197,129,130,$1.09,$1.09
2013-12-31,$394.168,$139.372,$254.796,-,$8.311,$-98.619,$351.108,$43.06,$45.149,$88.209,-,$88.209,-,$88.209,$163.881,$252.211,$147.189,$43.06,127,127,$1.95,$1.95
