,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$64,381","$16,529","$47,852",-,"$9,000","$-30,753","$16,903","$47,478","$-2,768","$44,710","$9,273","$35,437",-,"$36,130",-,"$35,835","$89,736","$86,832","2,393","2,393",$14.66,$14.66
2020-09-30,"$63,024","$16,206","$46,818",-,"$8,342","$-29,912","$22,903","$40,121","$-2,481","$37,640","$7,517","$30,123",-,"$30,413",-,"$30,137","$74,286","$71,703","2,382","2,382",$12.65,$12.65
2020-06-30,"$56,840","$14,540","$42,300",-,"$7,523","$-26,468","$8,446","$48,394","$-12,728","$35,666","$9,002","$26,664",-,"$26,407",-,"$26,295","$91,003","$88,479","2,419","2,419",$10.87,$10.87
2020-03-31,"$61,265","$15,286","$45,979",-,"$8,064","$-29,116","$122,741","$-61,476","$-1,573","$-63,049","$-13,352","$-49,697",-,"$-49,697",-,"$-49,746","$-129,166","$-131,751","2,436","2,436",$-20.42,$-20.42
2019-12-31,"$65,368","$17,663","$47,705",-,"$9,311","$-31,043","$26,706","$38,662","$-2,269","$36,393","$7,571","$28,822",-,"$29,230",-,"$29,159","$72,630","$69,973","2,453","2,453",$11.92,$11.92
2019-09-30,"$64,972","$14,742","$50,230",-,"$8,223","$-30,941","$42,980","$21,992","$-2,147","$19,845","$3,832","$16,013",-,"$16,657",-,"$16,524","$35,452","$32,918","2,451","2,451",$6.74,$6.74
2019-06-30,"$63,598","$14,403","$49,195",-,"$8,714","$-30,727","$43,796","$19,802","$-2,167","$17,635","$3,586","$14,049",-,"$14,173",-,"$14,073","$32,306","$29,850","2,454","2,454",$5.73,$5.73
2019-03-31,"$60,678","$13,834","$46,844",-,"$8,414","$-29,629","$31,555","$29,123","$-1,476","$27,647","$5,915","$21,732",-,"$21,732",-,"$21,661","$51,862","$49,445","2,461","2,461",$8.80,$8.80
2018-12-31,"$63,714","$15,870","$47,844",-,"$8,629","$-30,945","$90,952","$-27,238","$-3,000","$-30,238","$-7,330","$-22,908",-,"$-25,391",-,"$-25,392","$-60,136","$-62,746","2,467","2,467",$-10.29,$-10.29
2018-09-30,"$63,450","$13,732","$49,718",-,"$8,506","$-31,043","$38,575","$24,875","$-2,044","$22,831","$4,440","$18,391",-,"$18,707",-,"$18,540","$41,976","$39,581","2,467","2,467",$7.52,$7.52
2018-06-30,"$62,200","$12,942","$49,258",-,"$8,206","$-30,553","$45,339","$16,861","$-1,763","$15,098","$3,021","$12,077",-,"$12,077",-,"$12,011","$25,610","$23,223","2,469","2,469",$4.86,$4.86
2018-03-31,"$58,473","$12,854","$45,619",-,"$8,560","$-29,244","$58,673",$-200,"$-1,323","$-1,523",$-452,"$-1,071",-,"$-1,071",-,"$-1,138","$-5,828","$-8,215","2,469","2,469",$-0.46,$-0.46
2017-12-31,"$58,800","$13,753","$45,047",-,"$19,677","$-17,407","$50,674","$8,126","$-4,403","$3,723","$-26,265","$29,988",-,"$32,656",-,"$32,551","$10,642","$8,289","2,469","2,469",$11.25,$11.25
2017-09-30,"$59,507","$15,557","$43,950",-,"$4,496","$-33,861","$52,949","$6,558",$-928,"$5,630","$1,427","$4,203",-,"$4,203",-,"$4,067","$9,819","$7,523","1,333","1,333",$3.58,$3.58
2017-06-30,"$57,256","$12,388","$44,868",-,"$4,489","$-33,321","$49,973","$7,283","$-1,500","$5,783","$1,774","$4,009",-,"$4,355",-,"$4,262","$9,804","$7,508","2,469","2,469",$1.73,$1.73
2017-03-31,"$64,370","$22,132","$42,238",-,"$4,558","$-31,981","$57,896","$6,474",$-786,"$5,688","$1,549","$4,139",-,"$4,139",-,"$4,060","$9,492","$7,249","2,468","2,468",$1.64,$1.64
2016-12-31,"$49,854","$11,730","$38,124",-,"$18,059","$-16,106","$37,591","$12,263","$-4,058","$8,205","$2,959","$5,246",-,"$6,355",-,"$6,286","$14,559","$20,567","2,467","2,467",$2.55,$2.55
2016-09-30,"$58,843","$10,955","$47,888",-,"$4,424","$-32,121","$47,500","$11,343",$-818,"$10,525","$3,192","$7,333",-,"$7,333",-,"$7,198","$13,589","$11,343","2,468","2,468",$2.92,$2.92
2016-06-30,"$54,254","$10,289","$43,965",-,"$4,509","$-31,563","$46,361","$7,893",$-521,"$7,372","$2,290","$5,082",-,"$5,082",-,"$5,001","$10,127","$7,893","2,467","2,467",$2.03,$2.03
2016-03-31,"$52,163","$10,776","$41,387",-,"$4,115","$-29,883","$44,774","$7,389",$-933,"$6,456",$799,"$5,657",-,"$5,657",-,"$5,589","$9,514","$7,389","2,467","2,467",$2.27,$2.27
2015-12-31,"$51,942","$10,345","$41,597",-,"$3,956","$-29,330","$43,631","$8,311",$-930,"$7,381","$1,834","$5,547",-,"$5,547",-,"$5,478","$10,289","$8,311","2,466","2,466",$2.22,$2.22
2015-09-30,"$58,989","$9,871","$49,118",-,"$4,130","$-30,051","$44,052","$14,937",$-865,"$14,072","$4,545","$9,527",-,"$9,527",-,"$9,428","$16,926","$14,937","2,467","2,467",$3.82,$3.82
2015-06-30,"$51,368","$10,448","$40,920",-,"$3,780","$-30,327","$44,555","$6,813",$-967,"$5,846","$1,739","$4,107",-,"$4,107",-,"$4,013","$8,754","$6,813","2,466","2,466",$1.63,$1.63
2015-03-31,"$48,644","$8,793","$39,851",-,"$3,443","$-27,886","$40,122","$8,522",$-875,"$7,647","$2,414","$5,233",-,"$5,233",-,"$5,164","$10,393","$8,522","2,466","2,466",$2.09,$2.09
2014-12-31,"$48,285","$9,457","$38,828",-,"$3,683","$-28,448","$41,588","$6,697",$-856,"$5,841","$1,623","$4,218",-,"$4,218",-,"$4,155","$8,631","$6,697","2,467","2,467",$1.69,$1.69
2014-09-30,"$51,199","$11,742","$39,457",-,"$3,384","$-28,506","$43,632","$7,567",$-817,"$6,750","$2,029","$4,721",-,"$4,721",-,"$4,617","$9,421","$7,567","2,465","2,465",$1.87,$1.87
2014-06-30,"$49,762","$8,685","$41,077",-,"$3,389","$-27,948","$40,022","$9,740",$-824,"$8,916","$2,458","$6,458",-,"$6,458",-,"$6,395","$11,550","$9,740","2,468","2,468",$2.59,$2.59
2014-03-31,"$45,453","$8,701","$36,752",-,"$3,265","$-26,107","$38,073","$7,380",$-782,"$6,598","$1,825","$4,773",-,"$4,773",-,"$4,705","$9,152","$7,380","2,468","2,468",$1.91,$1.91
2013-12-31,"$47,049","$8,611","$38,438",-,"$3,539","$-26,949","$39,099","$7,950",$-718,"$7,232","$2,169","$5,063",-,"$5,063",-,"$4,990","$9,625","$7,950","2,469","2,469",$2.02,$2.02
2013-09-30,"$46,541","$9,007","$37,534",-,"$3,248","$-26,202","$38,457","$8,084",$-706,"$7,378","$2,225","$5,153",-,"$5,153",-,"$5,053","$9,700","$8,084","2,467","2,467",$2.05,$2.05
2013-06-30,"$44,693","$7,989","$36,704",-,"$3,285","$-25,837","$37,111","$7,582",$-691,"$6,891","$2,279","$4,612",-,"$4,612",-,"$4,541","$9,198","$7,582","2,467","2,467",$1.84,$1.84
2013-03-31,"$43,867","$7,988","$35,879",-,"$3,210","$-24,688","$35,886","$7,981",$-686,"$7,295","$2,278","$5,017",-,"$5,017",-,"$4,892","$9,582","$7,981","2,466","2,466",$1.98,$1.98
2012-12-31,"$44,720","$9,226","$35,494",-,"$4,393","$-25,717","$39,336","$5,384","$1,370","$6,754","$2,093","$4,661",-,"$4,661",-,"$4,551","$7,724","$5,384","2,479","2,479",$1.84,$1.84
2012-09-30,"$41,050","$8,243","$32,807",-,"$2,573","$-22,922","$33,738","$7,312","$-1,376","$5,936","$1,882","$4,054",-,"$4,054",-,"$3,920","$8,608","$7,312","2,480","2,480",$1.58,$1.58
2012-06-30,"$38,546","$7,471","$31,075",-,"$2,476","$-22,588","$32,535","$6,011","$-1,396","$4,615","$1,384","$3,231",-,"$3,231",-,"$3,108","$7,276","$6,011","2,479","2,479",$1.25,$1.25
2012-03-31,"$38,147","$7,980","$30,167",-,"$2,428","$-21,466","$31,874","$6,273","$-1,342","$4,931","$1,565","$3,366",-,"$3,366",-,"$3,245","$7,526","$6,273","2,478","2,478",$1.31,$1.31
2011-12-31,"$37,955","$8,161","$29,794",-,"$2,408","$-21,582","$32,151","$5,804","$-1,352","$4,452","$1,261","$3,191",-,"$3,191",-,"$3,048","$7,878","$5,804","2,476","2,476",$1.23,$1.23
2011-09-30,"$33,739","$5,950","$27,789",-,"$2,105","$-20,956","$29,011","$4,728","$-1,365","$3,363",$953,"$2,410",-,"$2,410",-,"$2,278","$5,870","$4,728","2,479","2,479",$0.92,$0.92
2011-06-30,"$38,274","$8,958","$29,316",-,"$2,122","$-20,606","$31,686","$6,588","$-1,323","$5,265","$1,725","$3,540",-,"$3,540",-,"$3,417","$7,729","$6,588","2,475","2,475",$1.38,$1.38
2011-03-31,"$33,720","$8,758","$24,962",-,"$2,035","$-19,431","$30,224","$3,496","$-1,262","$2,234",$629,"$1,605",-,"$1,605",-,"$1,511","$4,631","$3,496","2,474","2,474",$0.61,$0.61
