,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$3,163",-,"$3,163",-,"$2,914",-,"$2,940",$223,-,$903,$148,$755,-,$755,-,$702,-,-,890,892,$0.79,$0.79
2020-09-30,"$3,964",$117,"$3,847",-,"$2,664",-,"$2,807","$1,157",-,"$1,157",$213,$944,-,$944,-,$875,-,-,889,891,$0.98,$0.98
2020-06-30,"$4,173",$163,"$4,010",-,"$2,803",-,"$2,992","$1,181",-,"$1,181",$216,$965,-,$965,-,$900,-,-,889,891,$1.01,$1.01
2020-03-31,"$4,864",$756,"$4,108",-,"$2,855",-,"$3,637","$1,227",-,"$1,227",$265,$962,-,$962,-,$941,-,-,894,897,$1.05,$1.05
2019-12-31,"$5,684",$906,"$4,778",-,"$2,928",-,"$3,862","$1,822",-,"$1,822",$373,"$1,449",-,"$1,449",-,"$1,385",-,-,911,915,$1.52,$1.52
2019-09-30,"$5,073","$1,212","$3,861",-,"$2,544",-,"$3,786","$1,287",-,"$1,287",$246,"$1,041",-,"$1,041",-,$999,-,-,933,936,$1.07,$1.07
2019-06-30,"$5,087","$1,163","$3,924",-,"$2,609",-,"$3,802","$1,285",-,"$1,285",$264,"$1,021",-,"$1,021",-,$965,-,-,951,954,$1.01,$1.01
2019-03-31,"$4,978","$1,079","$3,899",-,"$2,677",-,"$3,785","$1,193",-,"$1,193",$237,$956,-,$956,-,$905,-,-,962,966,$0.94,$0.94
2018-12-31,"$4,986",$979,"$4,007",-,"$2,952",-,"$3,966","$1,020",-,"$1,020",$150,$870,-,$870,-,$827,-,-,984,989,$0.84,$0.84
2018-09-30,"$4,812",$743,"$4,069",-,"$2,687",-,"$3,478","$1,334",-,"$1,334",$220,"$1,114",-,"$1,114",-,"$1,068",-,-,"1,000","1,004",$1.07,$1.06
2018-06-30,"$4,775",$637,"$4,138",-,"$2,696",-,"$3,381","$1,394",-,"$1,394",$286,"$1,108",-,"$1,108",-,"$1,048",-,-,"1,010","1,014",$1.04,$1.03
