,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$16,604","$16,834",$-230,-,$224,$-5,"$17,074",$-470,$-128,$-598,$-289,$-309,-,$-309,-,$-359,$107,$-470,407,407,$-0.89,$-0.89
2020-09-30,"$15,809","$16,207",$-398,-,$186,$-25,"$16,430",$-621,$-95,$-716,$-337,$-379,-,$-379,-,$-464,$-7,$-621,407,407,$-1.14,$-1.14
2020-06-30,"$10,397","$8,424","$1,973",-,$169,$-3,"$8,608","$1,789",$-115,"$1,674",$339,"$1,335",-,"$1,335",-,"$1,253","$2,367","$1,789",406,407,$3.07,$3.07
2020-03-31,"$22,102","$24,187","$-2,085",-,$177,$-2,"$24,379","$-2,277",$-93,"$-2,370",$-616,"$-1,754",-,"$-1,754",-,"$-1,851","$-1,695","$-2,277",408,408,$-4.54,$-4.54
2019-12-31,"$27,879","$25,876","$2,003",-,$243,$-7,"$26,140","$1,739",$-83,"$1,656",$326,"$1,330",-,"$1,330",-,"$1,060","$2,310","$1,739",413,414,$2.55,$2.55
2019-09-30,"$27,249","$26,130","$1,119",-,$217,$-10,"$26,368",$881,$-77,$804,$165,$639,-,$639,-,$609,"$1,448",$881,412,413,$1.48,$1.48
2019-06-30,"$28,933","$27,810","$1,123",-,$199,$-2,"$28,025",$908,$-100,$808,$160,$648,-,$648,-,$612,"$1,474",$908,415,417,$1.47,$1.47
2019-03-31,"$24,263","$23,730",$533,-,$209,$-2,"$23,955",$308,$-90,$218,$51,$167,-,$167,-,$141,$859,$308,416,418,$0.34,$0.34
2018-12-31,"$28,730","$27,184","$1,546",-,$230,$-4,"$27,431","$1,299",$-72,"$1,227",$205,"$1,022",-,"$1,022",-,$952,"$1,830","$1,299",426,428,$2.24,$2.23
2018-09-30,"$30,849","$29,398","$1,451",-,$209,$-10,"$29,630","$1,219",$-69,"$1,150",$276,$874,-,$874,-,$856,"$1,736","$1,219",425,427,$2.01,$2.01
2018-06-30,"$31,015","$29,480","$1,535",-,$248,$-21,"$29,762","$1,253",$-129,"$1,124",$249,$875,-,$875,-,$845,"$1,776","$1,253",429,431,$1.96,$1.96
2018-03-31,"$26,439","$25,377","$1,062",-,$238,$-10,"$25,638",$801,$-70,$731,$149,$582,-,$582,-,$469,"$1,299",$801,431,432,$1.09,$1.09
2017-12-31,"$26,392","$25,282","$1,110",-,$237,$-17,"$25,549",$843,$-78,$765,"$-1,635","$2,400",-,"$2,400",-,"$2,371","$1,333",$843,442,444,$5.35,$5.34
2017-09-30,"$23,562","$21,948","$1,614",-,$225,$-44,"$22,230","$1,332",$-91,"$1,241",$378,$863,-,$863,-,$841,"$1,829","$1,332",439,441,$1.91,$1.91
2017-06-30,"$22,254","$21,205","$1,049",-,$175,-,"$21,394",$860,$-92,$768,$196,$572,-,$572,-,$548,"$1,359",$860,444,446,$1.23,$1.23
2017-03-31,"$21,772","$21,040",$732,-,$192,-,"$21,244",$528,$-95,$433,$112,$321,-,$321,-,$305,"$1,028",$528,448,451,$0.68,$0.68
2016-12-31,"$20,712","$18,302","$2,410",-,"$1,360",-,"$20,130",$582,$-53,$529,$113,$416,-,$416,-,$367,"$1,050",$582,461,464,$0.82,$0.83
2016-09-30,"$19,649","$17,033","$2,616",-,"$1,254",-,"$18,757",$892,$-103,$789,$144,$645,-,$645,-,$613,"$1,362",$892,458,460,$1.33,$1.33
2016-06-30,"$19,584","$16,666","$2,918",-,"$1,160",$-56,"$18,353","$1,231",$-97,"$1,134",$291,$843,-,$843,-,$814,"$1,702","$1,231",467,470,$1.74,$1.73
2016-03-31,"$15,714","$13,214","$2,500",-,"$1,186",-,"$14,885",$829,$-99,$730,$217,$513,-,$513,-,$495,"$1,314",$829,469,471,$1.05,$1.05
2015-12-31,"$18,777","$16,417","$2,360",-,"$1,220",-,"$18,131",$646,$-96,$550,$155,$395,-,$395,-,$298,"$1,140",$646,497,500,$0.67,$0.67
2015-09-30,"$22,579","$18,677","$3,902",-,"$1,281",-,"$20,440","$2,139",$-109,"$2,030",$657,"$1,373",-,"$1,373",-,"$1,377","$2,621","$2,139",491,494,$2.79,$2.79
