,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,591.8",$152.2,"$1,439.6",$295,$444.4,$-16.2,$969.7,$622.1,$-31.5,$590.6,$54.8,$535.8,-,$535.8,-,$535.8,$697.2,$622.1,220,222,$2.42,$2.44
2020-09-30,"$1,588.7",$144.7,"$1,444",$285.9,$334.2,$-8.6,$903.8,$684.9,$-18,$666.9,$88.8,$578.1,-,$578.1,-,$578.1,$760.1,$684.9,219,221,$2.64,$2.62
2020-06-30,"$1,444.6",$144.9,"$1,299.7",$221.1,$301.4,"$-2,069.1","$2,814.8","$-1,370.2",$18.1,"$-1,352.1",$-284,"$-1,068.1",-,"$-1,068.1",-,"$-1,068.1",$772.9,"$-1,370.2",221,221,$-4.84,$-4.84
2020-03-31,"$1,444.8",$111.7,"$1,333.1",$200.9,$319.9,$-5.8,$749.3,$695.5,$-31.9,$663.6,$106,$557.6,-,$557.6,-,$557.6,$784.8,$695.5,222,223,$2.52,$2.50
2019-12-31,"$1,384.3",$114.3,"$1,270",$269.6,$381,$-4.4,$843.3,$541,$61,$602,$-287,$889,-,$889,-,$889,$631.6,$541,223,225,$4.00,$3.97
2019-09-30,"$1,263.1",$95.2,"$1,167.9",$232.9,$299.3,$-29.8,$733.1,$530,$5.5,$535.5,$67.9,$467.6,-,$467.6,-,$467.6,$622.5,$530,223,225,$2.09,$2.08
2019-06-30,"$1,203.3",$99.2,"$1,104.1",$187.6,$299.3,$-6.1,$670.7,$532.6,$-33.1,$499.5,$39.7,$459.8,-,$459.8,-,$459.8,$629.1,$532.6,224,226,$2.05,$2.04
2019-03-31,"$1,140.4",$85.8,"$1,054.6",$195.9,$281.5,$28.7,$623.6,$516.8,$25,$541.8,$-46.1,$587.9,-,$587.9,-,$587.9,$614,$516.8,224,226,$2.63,$2.61
2018-12-31,"$1,128.8",$96.8,"$1,032",$205.6,$318.7,$-5.6,"$1,085.1",$43.7,$-76.6,$-32.9,$12.1,$-45,-,$-45,-,$-45,$155.6,$43.7,223,225,$-0.20,$-0.18
2018-09-30,"$1,026.5",$90.6,$935.9,$174.8,$258.7,$-53.5,$667.9,$358.6,$-16.5,$342.1,$11.2,$330.9,-,$330.9,-,$330.9,$463.5,$358.6,223,225,$1.48,$1.47
2018-06-30,"$1,045",$95.3,$949.7,$173.4,$277.3,$-4.7,"$1,445.1",$-400.1,$-18.5,$-418.6,$38.8,$-457.4,-,$-457.4,-,$-457.4,$-299.6,$-400.1,223,223,$-2.05,$-2.05
2018-03-31,$930.9,$91.6,$839.3,$176.6,$257.1,$-52.7,$663.5,$267.4,$84.2,$351.6,$102.5,$249.1,-,$249.1,-,$249.1,$368.9,$267.4,222,224,$1.12,$1.11
2017-12-31,$909.7,$144.6,$765.1,$265,$296.4,$-9.2,$801.1,$108.6,$-19.3,$89.3,$59.3,$30,-,$30,-,$30,$293.7,$108.6,224,225,$0.13,$0.14
2017-09-30,$859.1,$157,$702.1,$195.7,$270.6,$-3.7,$779,$80.1,$-21.9,$58.2,$-19.8,$78,-,$78,-,$78,$159.5,$80.1,223,225,$0.35,$0.35
