,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$2,694","$1,359","$1,335",-,-,$-5,"$1,364","$1,330",$-14,"$1,316",$267,"$1,049",-,"$1,049",-,"$1,049","$1,349","$1,330",161,162,$6.45,$6.43
2020-09-30,"$2,227","$1,595",$632,-,-,$-5,"$1,600",$627,$-13,$614,$130,$484,-,$484,-,$484,$647,$627,161,162,$3.01,$2.99
2020-06-30,"$2,714","$1,550","$1,164",-,-,$-5,"$1,555","$1,159",$-14,"$1,145",$236,$909,-,$909,-,$909,"$1,179","$1,159",161,162,$5.65,$5.63
2020-03-31,$-99,"$1,459","$-1,558",-,-,$-5,"$1,464","$-1,563",$-13,"$-1,576",$-350,"$-1,226",-,"$-1,226",-,"$-1,226","$-1,541","$-1,563",162,162,$-7.56,$-7.56
2019-12-31,"$2,152","$1,352",$800,-,-,$-6,"$1,358",$794,$-13,$781,$155,$626,-,$626,-,$626,$812,$794,163,165,$3.84,$3.80
2019-09-30,"$1,700","$1,387",$313,-,-,$-5,"$1,392",$308,$-14,$294,$46,$248,-,$248,-,$248,$326,$308,163,166,$1.51,$1.49
2019-06-30,"$1,913","$1,366",$547,-,-,$-4,"$1,370",$543,$-13,$530,$102,$428,-,$428,-,$428,$560,$543,163,165,$2.62,$2.59
2019-03-31,"$2,159","$1,271",$888,-,-,$-8,"$1,279",$880,$-13,$867,$172,$695,-,$695,-,$695,$899,$880,163,165,$4.27,$4.22
2018-12-31,$710,"$1,272",$-562,-,-,$-6,"$1,278",$-568,$-13,$-581,$-129,$-452,-,$-452,-,$-452,$-553,$-568,163,165,$-2.78,$-2.76
2018-09-30,"$1,915","$1,280",$635,-,-,$-3,"$1,283",$632,$-14,$618,$65,$553,-,$553,-,$553,$648,$632,163,164,$3.40,$3.38
2018-06-30,"$1,558","$1,278",$280,-,-,$-3,"$1,281",$277,$-13,$264,$47,$217,-,$217,-,$217,$291,$277,163,165,$1.33,$1.32
2018-03-31,"$1,224","$1,257",$-33,-,-,$-4,"$1,261",$-37,$-13,$-50,$-19,$-31,-,$-31,-,$-31,$-19,$-37,164,164,$-0.19,$-0.19
2017-12-31,"$1,411","$1,198",$213,-,-,$-2,"$1,200",$211,$-14,$197,$-445,$642,-,$642,-,$642,$226,$211,164,166,$3.91,$3.87
2017-09-30,"$1,412","$1,267",$145,-,-,$-3,"$1,270",$142,$-13,$129,$27,$102,-,$102,-,$102,$155,$142,164,166,$0.62,$0.61
2017-06-30,"$1,386","$1,241",$145,-,-,$-4,"$1,245",$141,$-13,$128,$28,$100,-,$100,-,$100,$154,$141,164,166,$0.61,$0.60
2017-03-31,"$1,523","$1,230",$293,-,-,$-4,"$1,234",$289,$-13,$276,$75,$201,-,$201,-,$201,$303,$289,165,167,$1.22,$1.21
2016-12-31,"$1,312","$1,168",$144,-,-,$-2,"$1,170",$142,$-14,$128,$28,$100,-,$100,-,$100,$156,$142,165,167,$0.61,$0.60
2016-09-30,"$1,402","$1,133",$269,-,-,$-3,"$1,136",$266,$-13,$253,$73,$180,-,$180,-,$180,$276,$266,165,167,$1.09,$1.08
2016-06-30,"$1,371","$1,187",$184,-,-,$-5,"$1,192",$179,$-13,$166,$43,$123,-,$123,-,$123,$191,$179,165,167,$0.75,$0.74
2016-03-31,"$1,364","$1,084",$280,-,-,$-2,"$1,086",$278,$-13,$265,$77,$188,-,$188,-,$188,$290,$278,164,166,$1.14,$1.13
2015-12-31,"$1,263","$1,031",$232,-,-,$-3,"$1,034",$229,$-13,$216,$60,$156,-,$156,-,$156,$242,$229,164,166,$0.96,$0.95
2015-09-30,"$1,278","$1,018",$260,-,-,$-3,"$1,021",$257,$-14,$243,$69,$174,-,$174,-,$174,$269,$257,164,166,$1.06,$1.05
2015-06-30,"$1,316","$1,052",$264,-,-,$-3,"$1,055",$261,$-13,$248,$72,$176,-,$176,-,$176,$274,$261,164,166,$1.07,$1.06
2015-03-31,"$1,285","$1,094",$191,-,-,$-4,"$1,098",$187,$-13,$174,$46,$128,-,$128,-,$128,$201,$187,164,166,$0.78,$0.77
2014-12-31,"$1,262","$1,009",$253,-,-,$-4,"$1,013",$249,$-13,$236,$69,$167,-,$167,-,$167,$262,$249,164,165,$1.02,$1.01
2014-09-30,"$1,280","$1,005",$275,-,-,$-3,"$1,008",$272,$-13,$259,$76,$183,-,$183,-,$183,$285,$272,164,165,$1.12,$1.11
2014-06-30,"$1,214","$1,091",$123,-,-,$-3,"$1,094",$120,$-13,$107,$23,$84,-,$84,-,$84,$132,$120,164,165,$0.51,$0.51
2014-03-31,"$1,189","$1,052",$137,-,-,$-4,"$1,056",$133,$-14,$119,$28,$91,-,$91,-,$91,$146,$133,163,165,$0.56,$0.55
2013-12-31,"$1,172",$988,$184,-,-,$-3,$991,$181,$-14,$167,$45,$122,-,$122,-,$122,$201,$181,164,165,$0.74,$0.73
2013-09-30,"$1,152",$954,$198,-,-,$-3,$957,$195,$-13,$182,$51,$131,-,$131,-,$131,$205,$195,164,166,$0.80,$0.79
