,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$3,171",$688,"$2,483",-,"$1,193",$-115,"$2,420",$751,$-323,$428,$189,$239,-,$432,-,$414,"$1,175",$751,291,292,$1.48,$1.53
2020-09-30,"$2,644",$633,"$2,011",-,"$1,183",-,"$2,234",$410,$-209,$201,$99,$102,-,$428,$-7,$351,$828,$410,289,291,$1.21,$1.21
2020-06-30,"$2,526",$442,"$2,084",-,"$1,019",$62,"$1,811",$715,$-252,$463,$168,$295,-,$528,"$1,777","$2,239","$1,127",$715,293,294,$7.64,$7.61
2020-03-31,"$3,029",$625,"$2,404",-,"$1,088",$-254,"$2,379",$650,$-253,$397,$-207,$604,-,$867,$80,$760,"$1,062",$650,293,314,$2.60,$2.53
2019-12-31,"$2,943",$688,"$2,255",-,"$1,078",-,"$2,337",$606,$-107,$499,$165,$334,-,$429,$71,$447,"$1,001",$606,278,282,$1.58,$1.60
2019-09-30,"$2,758",$626,"$2,132",-,$972,-,"$2,000",$758,$-310,$448,$61,$387,-,$653,$256,$813,"$1,160",$758,277,296,$2.93,$2.84
2019-06-30,"$2,230",$462,"$1,768",-,$950,$94,"$1,707",$523,$-237,$286,$47,$239,-,$357,$78,$354,$912,$523,275,280,$1.29,$1.26
2019-03-31,"$2,898",$895,"$2,003",-,$962,$82,"$2,158",$740,$-239,$501,$42,$459,-,$560,$-42,$441,"$1,123",$740,275,277,$1.60,$1.59
2018-12-31,"$2,826",$727,"$2,099",-,$995,-,"$2,098",$728,$350,$959,$172,$787,-,$913,$51,$864,"$1,104",$728,268,270,$3.22,$3.21
2018-09-30,"$2,565",$939,"$1,626",-,$923,-,"$2,228",$337,$-111,$345,$139,$206,-,$280,$54,$274,$703,$337,274,276,$1.00,$0.99
2018-06-30,"$2,175",$569,"$1,606",-,$846,-,"$1,792",$383,"$-1,566","$-1,183",$-602,$-581,-,$-585,$55,$-561,$760,$383,266,266,$-2.11,$-2.11
2018-03-31,"$2,536",$688,"$1,848",-,$858,-,"$1,918",$618,$-25,$593,$242,$351,-,$330,$28,$347,$990,$618,258,259,$1.34,$1.33
2017-12-31,"$1,397",$-68,"$1,465",-,$810,-,"$1,246",$151,$-57,$94,$560,$-466,-,$-420,-,$-501,$481,$151,252,252,$-2.00,$-1.99
2017-09-30,"$2,679",$958,"$1,721",-,$873,-,"$2,209",$470,$-465,$5,$-84,$89,-,$102,-,$57,$848,$470,252,253,$0.23,$0.22
2017-06-30,"$2,533",$805,"$1,728",-,$849,-,"$2,022",$511,$-114,$397,$167,$230,-,$248,-,$259,$879,$511,251,253,$1.03,$1.03
2017-03-31,"$3,031","$1,079","$1,952",-,$851,$174,"$2,116",$915,$-163,$752,$295,$457,-,$452,-,$441,"$1,275",$915,251,252,$1.76,$1.75
2016-12-31,"$2,870",$679,"$2,191",-,"$1,128",$3,"$2,146",$724,$-225,$499,$105,$394,-,$409,-,$379,"$1,066",$724,250,251,$1.53,$1.54
2016-09-30,"$2,535",$939,"$1,596",-,$947,$131,"$2,083",$452,$530,$982,$282,$700,-,$719,-,$622,$780,$452,250,252,$2.48,$2.46
2016-06-30,"$2,156","$1,032","$1,124",-,$802,-,"$2,148",$8,$-120,$-112,$-106,$-6,-,$27,-,$16,$322,$8,250,252,$0.06,$0.06
2016-03-31,"$2,622",$882,"$1,740",-,$847,-,"$2,057",$565,$-110,$455,$108,$347,-,$364,-,$353,$893,$565,250,251,$1.41,$1.40
2015-12-31,"$2,701",$870,"$1,831",-,"$1,002",$-57,"$2,254",$447,$-15,$432,$65,$367,-,$388,-,$369,$772,$447,248,251,$1.48,$1.47
2015-09-30,"$2,481",$958,"$1,523",-,$846,-,"$2,119",$362,$-92,$270,$15,$255,-,$282,-,$248,$677,$362,248,251,$1.00,$0.99
2015-06-30,"$2,367",$852,"$1,515",-,$809,$62,"$1,906",$461,$-65,$396,$98,$298,-,$320,-,$295,$768,$461,248,251,$1.19,$1.17
2015-03-31,"$2,682",$925,"$1,757",-,$800,$21,"$2,007",$675,$-69,$606,$163,$443,-,$458,-,$437,$978,$675,248,251,$1.76,$1.74
2014-12-31,"$2,747","$1,053","$1,694",-,$994,$43,"$2,294",$453,$-139,$314,$9,$305,-,$321,-,$297,$743,$453,246,251,$1.20,$1.17
2014-09-30,"$2,815","$1,178","$1,637",-,$830,-,"$2,300",$515,$-68,$447,$71,$376,-,$383,-,$348,$807,$515,246,251,$1.41,$1.39
2014-06-30,"$2,678","$1,092","$1,586",-,$863,-,"$2,243",$435,$-59,$376,$93,$283,-,$292,-,$269,$723,$435,246,250,$1.10,$1.08
2014-03-31,"$2,795","$1,268","$1,527",-,$819,$13,"$2,360",$435,$-48,$387,$127,$260,-,$266,-,$247,$721,$435,245,250,$1.01,$0.99
2013-12-31,"$2,705","$1,045","$1,660",-,$958,$114,"$2,174",$531,$-183,$348,$39,$309,-,$320,-,$282,$816,$531,244,249,$1.16,$1.12
2013-09-30,"$2,551",$918,"$1,633",-,$841,-,"$2,045",$506,$-74,$432,$117,$315,-,$323,-,$296,$792,$506,244,249,$1.21,$1.19
