,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,867",$559,"$1,308",-,$598,-,"$1,211",$656,$-16,$640,$135,$505,-,$505,-,$453,$708,$656,241,242,$1.89,$1.88
2020-09-30,"$1,846",$519,"$1,327",-,$339,$8,$902,$944,$-308,$636,$138,$498,-,$498,-,$455,$998,$944,241,242,$1.89,$1.88
2020-06-30,"$1,943",$493,"$1,450",-,$295,$1,$838,"$1,105",$-30,"$1,075",$233,$842,-,$842,-,$792,"$1,156","$1,105",241,242,$3.29,$3.28
2020-03-31,"$1,786",$521,"$1,265",-,$311,$7,$874,$912,$-35,$877,$188,$689,-,$689,-,$639,$961,$912,242,243,$2.64,$2.62
2019-12-31,"$1,735",$552,"$1,183",-,$315,-,$918,$817,$-86,$731,$145,$586,-,$586,-,$541,$868,$817,245,247,$2.22,$2.21
2019-09-30,"$1,689",$480,"$1,209",-,$318,$49,$798,$891,$-40,$851,$189,$662,-,$662,-,$617,$940,$891,245,247,$2.52,$2.50
2019-06-30,"$1,704",$471,"$1,233",-,$368,-,$891,$813,$-31,$782,$180,$602,-,$602,-,$555,$865,$813,246,247,$2.25,$2.24
2019-03-31,"$1,571",$473,"$1,098",-,$341,-,$866,$705,$-139,$566,$113,$453,-,$453,-,$410,$757,$705,247,248,$1.66,$1.65
2018-12-31,"$1,536",$557,$979,-,$220,-,$833,$703,$-32,$671,$120,$551,-,$551,-,$511,$758,$703,251,253,$2.06,$2.03
2018-09-30,"$1,546",$410,"$1,136",-,$379,-,$842,$704,$-32,$672,$137,$535,-,$535,-,$495,$758,$704,251,254,$1.97,$1.95
