,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,146",$722,$424,-,$272,$-56,"$1,357",$-211,$-157,$-368,$8,$-376,-,$-376,-,$-299,$106,$-211,764,764,$-0.40,$-0.40
2020-09-30,$586,$503,$83,$3,$296,$-88,"$1,196",$-610,$-138,$-748,$-17,$-731,-,$-731,-,$-565,$-294,$-610,764,764,$-0.74,$-0.74
2020-06-30,$98,$372,$-274,$9,$315,$-26,"$1,020",$-922,$-117,"$-1,039",$-54,$-985,-,$-985,-,$-820,$-615,$-922,764,764,$-1.07,$-1.07
2020-03-31,"$1,782","$1,011",$771,$6,$378,$-28,"$1,727",$55,$-81,$-26,$25,$-51,-,$-51,-,$-1,$368,$55,764,764,$-0.00,$-0.00
2019-12-31,"$3,509","$1,717","$1,792",$11,$444,$-98,"$2,575",$934,$-86,$848,$65,$783,-,$783,-,$629,"$1,247",$934,771,771,$0.82,$0.82
2019-09-30,"$3,250","$1,602","$1,648",$4,$423,$-24,"$2,351",$899,$-148,$751,$82,$669,-,$669,-,$533,"$1,204",$899,769,769,$0.69,$0.69
2019-06-30,"$3,334","$1,689","$1,645",$4,$427,$-17,"$2,440",$894,$450,"$1,344",$236,"$1,108",-,"$1,108",-,$954,"$1,203",$894,772,772,$1.24,$1.24
2019-03-31,"$3,646","$1,824","$1,822",$5,$521,$-15,"$2,675",$971,$-142,$829,$85,$744,-,$744,-,$582,"$1,288",$971,774,775,$0.75,$0.75
2018-12-31,"$3,475","$1,792","$1,683",$3,$462,$-46,"$2,601",$874,$-132,$742,$782,$-40,-,$-40,-,$-170,"$1,177",$874,786,786,$-0.21,$-0.20
2018-09-30,"$3,372","$1,722","$1,650",$4,$421,$-11,"$2,450",$922,$-140,$782,$83,$699,-,$699,-,$571,"$1,221",$922,786,787,$0.73,$0.73
2018-06-30,"$3,303","$1,706","$1,597",$2,$401,$-114,"$2,506",$797,$-40,$757,$81,$676,-,$676,-,$556,"$1,088",$797,789,790,$0.70,$0.70
2018-03-31,"$3,579","$1,754","$1,825",$3,$401,$10,"$2,421","$1,158",$-113,"$1,045",$-571,"$1,616",-,"$1,616",-,"$1,456","$1,441","$1,158",789,790,$1.85,$1.84
