,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,118.5",$480.8,$637.7,-,$366.6,-,$949,$169.5,$-57.9,$111.6,$21,$90.6,-,$90.6,-,$87.4,$273.6,$169.5,122,123,$0.72,$0.72
2020-09-30,"$1,068.3",$433.2,$635.1,-,$330,-,$863.9,$204.4,$96,$300.4,$75.4,$225,-,$225,-,$224.2,$307.5,$204.4,122,123,$1.84,$1.82
2020-06-30,$982.8,$409.3,$573.5,-,$309.9,-,$816,$166.8,$-44.1,$122.7,$26.6,$96.1,-,$96.1,-,$95.9,$264.6,$166.8,121,123,$0.79,$0.78
2020-03-31,$957.9,$414.1,$543.8,-,$316,-,$822,$135.9,$14.6,$150.5,$36,$114.5,-,$114.5,-,$112.6,$230.2,$135.9,121,123,$0.93,$0.92
2019-12-31,$905.8,$382.8,$523,-,$389,-,$858.7,$47.1,$-3.9,$43.2,$17.7,$25.5,-,$25.5,-,$23.9,$135.6,$47.1,121,122,$0.20,$0.24
2019-09-30,$875.7,$374.5,$501.2,-,$295.5,-,$754.1,$121.6,$-25.1,$96.5,$14,$82.5,-,$82.5,-,$81.1,$207.3,$121.6,121,122,$0.67,$0.66
2019-06-30,$880,$376.9,$503.1,-,$306.8,-,$766.2,$113.8,$-24.8,$89,$20.7,$68.3,-,$68.3,-,$66.8,$197.7,$113.8,121,122,$0.55,$0.55
2019-03-31,$846.1,$387.5,$458.6,-,$998.9,-,"$1,464",$-617.9,$-24.6,$-642.5,$-88.1,$-554.4,-,$-554.4,-,$-555.9,$-538.7,$-617.9,121,122,$-4.60,$-4.60
2018-12-31,$835.3,$372.3,$463,-,$337.8,-,$789.2,$46.1,$-7,$39.1,$1.6,$37.5,-,$37.5,-,$36.4,$126.7,$46.1,120,121,$0.30,$0.30
2018-09-30,$834.2,$376.7,$457.5,-,$317.5,-,$770.1,$64.1,$-25.4,$38.7,$-0.9,$39.6,-,$39.6,-,$38.4,$141.9,$64.1,121,122,$0.32,$0.32
2018-06-30,$876.9,$348.6,$528.3,-,$257.5,-,$683.3,$193.6,$-24.2,$169.4,$23.3,$146.1,-,$146.1,-,$144.8,$272.1,$193.6,120,121,$1.20,$1.19
2018-03-31,$865.7,$342.8,$522.9,-,$300.5,-,$721.5,$144.2,$-21,$123.2,$29.4,$93.8,-,$93.8,-,$90.9,$223.2,$144.2,120,121,$0.76,$0.75
2017-12-31,$838.5,$318.9,$519.6,-,$253.5,-,$646,$192.5,$-20.2,$172.3,$-2.2,$174.5,-,$174.5,-,$172.3,$266.7,$192.5,120,122,$1.44,$1.42
2017-09-30,$834.8,$297.3,$537.5,-,$310.4,-,$680.1,$154.7,$-18.7,$136,$35.5,$100.5,-,$100.5,-,$96.3,$227.9,$154.7,120,121,$0.80,$0.79
2017-06-30,$856.7,$293.7,$563,-,$226.6,-,$590.8,$265.9,$-23.3,$242.6,$75,$167.6,-,$167.6,-,$165.4,$337.3,$265.9,120,122,$1.37,$1.36
2017-03-31,$832.2,$300.8,$531.4,-,$241.5,-,$613.6,$218.6,$-22.9,$195.7,$40.3,$155.4,-,$155.4,-,$153.3,$290.7,$218.6,120,122,$1.28,$1.26
2016-12-31,$801.2,$286.3,$514.9,-,$232.9,-,$590.1,$211.1,$-28.4,$182.7,$57.9,$124.8,-,$124.8,-,$123,$284.4,$211.1,119,121,$1.03,$1.02
