,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$1,328",$309,"$1,019",-,$532,-,"$1,117",$211,$-74,$137,$21,$116,-,$116,-,$115,-,$211,247,250,$0.47,$0.46
2020-09-30,"$1,628",$315,"$1,313",-,$546,-,"$1,134",$494,$-62,$432,$63,$369,-,$369,-,$367,$792,$494,247,249,$1.48,$1.47
2020-06-30,"$1,398",$270,"$1,128",-,$503,-,"$1,044",$354,$-60,$294,$50,$244,-,$244,-,$243,$651,$354,247,248,$0.99,$0.98
2020-03-31,"$1,440",$381,"$1,059",-,$563,-,"$1,199",$241,$-72,$169,$21,$148,-,$148,-,$146,$532,$241,246,248,$0.59,$0.59
2019-12-31,"$1,316",$337,$979,-,$550,-,"$1,137",$179,$-60,$119,$24,$95,-,$95,-,$94,$464,$179,246,247,$0.38,$0.38
2019-09-30,"$1,659",$326,"$1,333",-,$565,-,"$1,139",$520,$-62,$458,$92,$366,-,$366,-,$364,$799,$520,246,248,$1.48,$1.47
2019-06-30,"$1,379",$282,"$1,097",-,$568,-,"$1,099",$280,$-61,$219,$39,$180,-,$180,-,$179,$543,$280,246,247,$0.73,$0.72
2019-03-31,"$1,556",$477,"$1,079",-,$543,-,"$1,268",$288,$-68,$220,$27,$193,-,$193,-,$191,$561,$288,245,246,$0.78,$0.78
2018-12-31,"$1,419",$429,$990,-,$582,-,"$1,253",$166,$-81,$85,$16,$69,-,$69,-,$68,$433,$166,244,246,$0.28,$0.28
2018-09-30,"$1,724",$394,"$1,330",-,$556,-,"$1,191",$533,$-69,$464,$105,$359,-,$359,-,$357,$797,$533,244,246,$1.46,$1.45
