,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$3,288","$1,627","$1,661",-,$816,$4,"$2,823",$465,$-141,$324,$49,$275,-,$275,-,$275,$864,$465,193,193,$1.41,$1.42
2020-09-30,"$3,284","$1,635","$1,649",-,$691,$6,"$2,676",$608,$-68,$540,$63,$477,-,$477,-,$476,$973,$608,193,193,$2.47,$2.46
2020-06-30,"$2,583","$1,163","$1,420",-,$648,$-55,"$2,216",$367,$-84,$283,$6,$277,-,$277,-,$277,$717,$367,192,193,$1.44,$1.44
2020-03-31,"$3,022","$1,435","$1,587",-,$698,$10,"$2,476",$546,$-155,$391,$49,$342,-,$342,-,$340,$912,$546,192,192,$1.77,$1.76
2019-12-31,"$3,148","$1,609","$1,539",-,$783,$-1,"$2,733",$415,$-117,$298,$30,$268,-,$268,-,$267,$770,$415,185,185,$1.39,$1.40
2019-09-30,"$3,119","$1,657","$1,462",-,$689,$-1,"$2,669",$450,$-86,$364,$47,$317,-,$317,-,$319,$787,$450,183,184,$1.74,$1.73
2019-06-30,"$2,888","$1,618","$1,270",-,$652,$-13,"$2,588",$300,$-100,$200,$21,$179,-,$179,-,$182,$620,$300,183,184,$0.99,$0.99
2019-03-31,"$3,514","$1,967","$1,547",-,$709,-,"$2,972",$542,$-80,$462,$54,$408,-,$408,-,$401,$853,$542,182,183,$2.20,$2.19
2018-12-31,"$3,750","$2,273","$1,477",-,$828,$-19,"$3,418",$332,$-159,$173,$-23,$196,-,$196,-,$191,$636,$332,181,181,$1.04,$1.04
2018-09-30,"$3,550","$2,135","$1,415",-,$703,$-10,"$3,121",$429,$-60,$369,$34,$335,-,$335,-,$334,$716,$429,182,182,$1.84,$1.84
2018-06-30,"$3,159","$1,877","$1,282",-,$680,$-1,"$2,830",$329,$-74,$255,$19,$236,-,$236,-,$234,$611,$329,181,181,$1.29,$1.29
2018-03-31,"$3,753","$2,326","$1,427",-,$645,$3,"$3,249",$504,$-85,$419,$68,$351,-,$351,-,$361,$800,$504,180,180,$2.01,$2.00
2017-12-31,"$3,271","$1,905","$1,366",-,$688,$-32,"$2,899",$372,$-158,$214,$-66,$280,-,$280,-,$287,$660,$372,179,179,$1.59,$1.59
2017-09-30,"$3,245","$1,906","$1,339",-,$641,$-6,"$2,811",$434,$-97,$337,$74,$263,-,$263,-,$270,$707,$434,179,179,$1.51,$1.51
2017-06-30,"$2,855","$1,644","$1,211",-,$639,$-3,"$2,535",$320,$-88,$232,$57,$175,-,$175,-,$177,$581,$320,179,179,$0.99,$0.99
2017-03-31,"$3,236","$1,709","$1,527",-,$693,-,"$2,651",$585,$-81,$504,$110,$394,-,$394,-,$400,$846,$585,179,179,$2.23,$2.23
2016-12-31,"$2,874","$1,521","$1,353",-,$729,$-8,"$2,532",$342,$-190,$152,$28,$124,-,$124,-,$131,$630,$342,179,179,$0.74,$0.74
2016-09-30,"$2,928","$1,537","$1,391",-,$654,-,"$2,421",$507,$-72,$435,$110,$325,-,$325,-,$338,$752,$507,179,180,$1.88,$1.88
2016-06-30,"$2,262","$1,131","$1,131",-,$633,$1,"$2,006",$256,$-61,$195,$50,$145,-,$145,-,$152,$513,$256,179,180,$0.84,$0.84
2016-03-31,"$2,566","$1,341","$1,225",-,$615,-,"$2,185",$381,$-58,$323,$83,$240,-,$240,-,$247,$625,$381,179,180,$1.38,$1.37
2015-12-31,"$2,487","$1,333","$1,154",-,$696,$-97,"$2,353",$134,$-77,$57,$-20,$77,-,$77,-,$80,$367,$134,179,179,$0.44,$0.44
2015-09-30,"$2,598","$1,328","$1,270",-,$633,$-1,"$2,158",$440,$-74,$366,$102,$264,-,$264,-,$265,$648,$440,179,180,$1.47,$1.47
2015-06-30,"$2,268","$1,203","$1,065",-,$623,$-18,"$2,064",$204,$-73,$131,$26,$105,-,$105,-,$109,$439,$204,179,179,$0.61,$0.61
2015-03-31,"$2,984","$1,698","$1,286",-,$626,$10,"$2,523",$461,$-65,$396,$122,$274,-,$274,-,$273,$683,$461,178,178,$1.53,$1.53
