,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$8,117","$3,698","$4,419",-,"$2,453",$8,"$7,845",$272,$397,$669,$232,$437,-,$436,-,$360,-,$272,977,978,$0.37,$0.37
2020-09-30,"$8,853","$3,614","$5,239",-,"$3,184",$3,"$8,084",$769,$17,$786,$216,$570,-,$569,-,$501,"$2,447",$769,976,977,$0.51,$0.51
2020-06-30,"$7,322","$2,924","$4,398",-,"$2,844",$12,"$6,757",$565,$229,$794,$219,$575,-,$574,-,$521,"$1,928",$565,976,976,$0.53,$0.53
2020-03-31,"$8,747","$3,867","$4,880",-,"$2,641",$2,"$7,527","$1,220","$-1,135",$85,$-294,$379,-,$376,-,$582,"$2,598","$1,220",975,976,$0.60,$0.60
2019-12-31,"$8,343","$3,767","$4,576",-,"$2,612",$13,"$7,381",$962,$-5,$957,$148,$809,-,$808,-,$773,"$2,349",$962,973,974,$0.80,$0.79
2019-09-30,"$8,929","$3,952","$4,977",-,"$2,524",$-17,"$7,576","$1,353",$-251,"$1,102",$172,$930,-,$760,-,$772,"$2,824","$1,353",973,974,$0.79,$0.79
2019-06-30,"$7,689","$3,225","$4,464",-,"$2,577",$33,"$6,848",$841,$-197,$644,$144,$500,-,$494,-,$484,"$2,303",$841,972,974,$0.50,$0.50
2019-03-31,"$9,477","$4,553","$4,924",-,"$2,634",$3,"$8,259","$1,218",$64,"$1,282",$310,$972,-,$966,-,$907,"$2,678","$1,218",971,972,$0.93,$0.93
2018-12-31,"$8,806","$4,296","$4,510",-,"$2,740",$1,"$8,104",$702,$-739,$-37,$-144,$107,-,$101,-,$148,"$2,162",$702,967,969,$0.14,$0.15
2018-09-30,"$9,403","$4,332","$5,071",-,"$2,815",$-5,"$8,257","$1,146",$-199,$947,$137,$810,-,$800,-,$733,"$2,657","$1,146",968,970,$0.76,$0.76
2018-06-30,"$8,076","$3,315","$4,761",-,"$2,735",$4,"$7,134",$942,$-329,$613,$66,$547,-,$542,-,$539,"$2,441",$942,967,969,$0.56,$0.56
2018-03-31,"$9,693","$4,727","$4,966",-,"$2,830",$56,"$8,592","$1,101",$-399,$702,$59,$643,-,$636,-,$585,"$2,602","$1,101",966,968,$0.61,$0.60
2017-12-31,"$8,378","$3,508","$4,870",-,"$2,786",$212,"$7,097","$1,281",$-62,"$1,219",$-726,"$1,945",-,"$1,939",-,"$1,871","$2,221","$1,281",947,949,$1.96,$1.97
2017-09-30,"$8,768","$3,542","$5,226",-,"$2,731",$6,"$7,269","$1,499",$-176,"$1,323",$451,$872,-,$865,-,$823,"$2,950","$1,499",962,965,$0.86,$0.85
2017-06-30,"$7,665","$3,086","$4,579",-,"$3,365",$1,"$7,365",$300,$-259,$41,$-62,$103,-,$94,-,$95,"$2,052",$300,934,936,$0.10,$0.10
