,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$6,634","$1,597","$5,037","$1,229","$1,773",$-27,"$4,626","$2,008",$-131,"$1,877",$262,"$1,615",-,"$1,615",-,"$1,615","$2,881","$2,008",586,590,$2.79,$2.76
2020-09-30,"$6,423","$1,561","$4,862","$1,062","$1,346",$-1,"$3,970","$2,453",$-247,"$2,206",$185,"$2,021",-,"$2,021",-,"$2,021","$3,354","$2,453",585,589,$3.45,$3.43
2020-06-30,"$6,206","$1,488","$4,718",$964,"$1,295",$-136,"$3,883","$2,323",$-293,"$2,030",$227,"$1,803",-,"$1,803",-,"$1,803","$3,253","$2,323",588,592,$3.07,$3.05
2020-03-31,"$6,161","$1,513","$4,648",$952,"$1,316",$-25,"$3,806","$2,355",$-335,"$2,020",$195,"$1,825",-,"$1,825",-,"$1,825","$3,252","$2,355",590,594,$3.09,$3.07
2019-12-31,"$6,197","$1,253","$4,944","$1,312","$1,513",$-71,"$4,149","$2,048",$-65,"$1,983",$280,"$1,703",-,"$1,703",-,"$1,703","$2,750","$2,048",605,609,$2.88,$2.86
2019-09-30,"$5,737","$1,036","$4,701","$1,001","$1,223",$-1,"$3,261","$2,476",$-199,"$2,277",$309,"$1,968",-,"$1,968",-,"$1,968","$2,984","$2,476",599,602,$3.29,$3.27
2019-06-30,"$5,871","$1,012","$4,859",$924,"$1,260",$3,"$3,193","$2,678",$-114,"$2,564",$385,"$2,179",-,"$2,179",-,"$2,179","$3,179","$2,678",607,610,$3.59,$3.57
2019-03-31,"$5,557","$1,055","$4,502",$879,"$1,154",$3,"$3,085","$2,472",$-158,"$2,314",$322,"$1,992",-,"$1,992",-,"$1,992","$2,967","$2,472",622,626,$3.20,$3.18
2018-12-31,"$6,230","$1,096","$5,134","$1,182","$1,559",$-11,"$3,848","$2,382",$-197,"$2,185",$257,"$1,928",-,"$1,928",-,"$1,928","$2,872","$2,382",661,665,$3.05,$3.03
2018-09-30,"$5,904","$1,037","$4,867",$926,"$1,293",$-325,"$3,581","$2,323",$-229,"$2,094",$235,"$1,859",-,"$1,859",-,"$1,859","$2,824","$2,323",645,649,$2.88,$2.86
2018-06-30,"$6,059","$1,024","$5,035",$869,"$1,353",$19,"$3,227","$2,832",$-185,"$2,647",$351,"$2,296",-,"$2,296",-,"$2,296","$3,316","$2,832",656,660,$3.50,$3.48
2018-03-31,"$5,554",$944,"$4,610",$760,"$1,127",$3,"$2,828","$2,726",$-107,"$2,619",$308,"$2,311",-,"$2,311",-,"$2,311","$3,197","$2,726",707,711,$3.27,$3.25
2017-12-31,"$5,802","$1,059","$4,743","$1,043","$1,427",$-28,"$3,557","$2,245",$-31,"$2,214","$6,478","$-4,264",-,"$-4,264",-,"$-4,264","$2,694","$2,245",731,735,$-5.81,$-5.77
2017-09-30,"$5,773",$990,"$4,783",$877,"$1,170",$-297,"$3,334","$2,439",$-58,"$2,381",$360,"$2,021",-,"$2,021",-,"$2,021","$2,903","$2,439",728,733,$2.78,$2.76
2017-06-30,"$5,810","$1,024","$4,786",$873,"$1,209",$-6,"$3,112","$2,698",$-156,"$2,542",$391,"$2,151",-,"$2,151",-,"$2,151","$3,216","$2,698",734,738,$2.93,$2.91
2017-03-31,"$5,464",$996,"$4,468",$769,"$1,064",$-44,"$2,873","$2,591",$-131,"$2,460",$389,"$2,071",-,"$2,071",-,"$2,071","$3,115","$2,591",737,741,$2.81,$2.79
2016-12-31,"$5,965","$1,067","$4,898","$1,078","$1,323",$-12,"$3,480","$2,485",$-202,"$2,283",$348,"$1,935",-,"$1,935",-,"$1,935","$3,044","$2,485",748,754,$2.61,$2.59
2016-09-30,"$5,811","$1,027","$4,784",$990,"$1,244",$-23,"$3,284","$2,527",$-109,"$2,418",$401,"$2,017",-,"$2,017",-,"$2,017","$3,030","$2,527",747,753,$2.70,$2.68
2016-06-30,"$5,688","$1,050","$4,638",$900,"$1,292",$-66,"$3,308","$2,380",$-176,"$2,204",$334,"$1,870",-,"$1,870",-,"$1,870","$2,902","$2,380",751,756,$2.49,$2.47
2016-03-31,"$5,527","$1,018","$4,509",$872,"$1,203",$-32,"$3,125","$2,402",$-144,"$2,258",$358,"$1,900",-,"$1,900",-,"$1,900","$2,923","$2,402",753,760,$2.52,$2.50
2015-12-31,"$5,536","$1,071","$4,465","$1,093","$1,416",$77,"$3,503","$2,033",$-120,"$1,913",$113,"$1,800",-,"$1,800",-,"$1,800","$2,575","$2,033",758,766,$2.38,$2.36
2015-09-30,"$5,723","$1,034","$4,689","$1,119","$1,244",$13,"$3,384","$2,339",$-147,"$2,192",$329,"$1,863",-,"$1,863",-,"$1,863","$2,862","$2,339",757,764,$2.46,$2.44
2015-06-30,"$5,370","$1,089","$4,281",$964,"$1,160",$-81,"$3,294","$2,076",$-79,"$1,997",$344,"$1,653",-,"$1,653",-,"$1,653","$2,595","$2,076",760,768,$2.18,$2.15
2015-03-31,"$5,033","$1,033","$4,000",$894,"$1,026",$-58,"$3,011","$2,022",$-146,"$1,876",$253,"$1,623",-,"$1,623",-,"$1,623","$2,546","$2,022",761,770,$2.13,$2.11
2014-12-31,"$5,331","$1,183","$4,148","$1,234","$1,327",$-128,"$3,872","$1,459",$-173,"$1,286",$-8,"$1,294",-,"$1,294",-,"$1,294","$1,984","$1,459",759,770,$1.71,$1.68
2014-09-30,"$5,031","$1,068","$3,963","$1,018","$1,213",$-266,"$3,565","$1,466",$-129,"$1,337",$93,"$1,244",-,"$1,244",-,"$1,244","$2,009","$1,466",761,771,$1.63,$1.61
