,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2021-01-31,"$152,079","$115,261","$36,818",-,"$31,331",-,"$146,592","$5,487","$-6,080",$-593,"$1,415","$-2,008",-,"$-2,008",-,"$-2,091",-,"$5,487","2,826","2,826",$-0.74,$-0.74
2020-10-31,"$134,708","$100,339","$34,369",-,"$28,591",-,"$128,930","$5,778","$1,337","$7,115","$1,914","$5,201",-,"$5,201",-,"$5,135","$8,549","$5,778","2,833","2,849",$1.81,$1.80
2020-07-31,"$137,742","$102,689","$35,053",-,"$28,994",-,"$131,683","$6,059","$2,587","$8,646","$2,207","$6,439",-,"$6,439",-,"$6,476","$8,830","$6,059","2,832","2,848",$2.29,$2.27
2020-04-30,"$134,622","$102,026","$32,596",-,"$27,372",-,"$129,398","$5,224",$172,"$5,396","$1,322","$4,074",-,"$4,074",-,"$3,990","$8,015","$5,224","2,831","2,849",$1.41,$1.40
2020-01-31,"$141,671","$107,748","$33,923",-,"$28,601",-,"$136,349","$5,322",$351,"$5,673","$1,379","$4,294",-,"$4,294",-,"$4,141","$8,150","$5,322","2,850","2,868",$1.45,$1.45
2019-10-31,"$127,991","$95,900","$32,091",-,"$27,373",-,"$123,273","$4,718",$-345,"$4,373","$1,052","$3,321",-,"$3,321",-,"$3,288","$7,441","$4,718","2,843","2,861",$1.16,$1.15
2019-07-31,"$130,377","$97,923","$32,454",-,"$26,871",-,"$124,794","$5,583",$-670,"$4,913","$1,233","$3,680",-,"$3,680",-,"$3,610","$8,305","$5,583","2,853","2,869",$1.27,$1.26
2019-04-30,"$123,925","$93,034","$30,891",-,"$25,946",-,"$118,980","$4,945",$212,"$5,157","$1,251","$3,906",-,"$3,906",-,"$3,842","$7,659","$4,945","2,869","2,886",$1.34,$1.33
2019-01-31,"$138,793","$104,907","$33,886",-,"$27,819",-,"$132,726","$6,067",$-403,"$5,664","$1,851","$3,813",-,"$3,813",-,"$3,687","$8,798","$6,067","2,929","2,945",$1.27,$1.25
2018-10-31,"$124,894","$93,116","$31,778",-,"$26,792",-,"$119,908","$4,986","$-2,410","$2,576",$759,"$1,817",-,"$1,817",-,"$1,710","$7,601","$4,986","2,924","2,941",$0.58,$0.58
2018-07-31,"$128,028","$95,571","$32,457",-,"$26,707",-,"$122,278","$5,750","$-5,352",$398,"$1,125",$-727,-,$-727,-,$-861,"$8,404","$5,750","2,946","2,946",$-0.29,$-0.29
2018-04-30,"$122,690","$91,707","$30,983",-,"$25,829",-,"$117,536","$5,154","$-2,332","$2,822",$546,"$2,276",-,"$2,276",-,"$2,134","$7,832","$5,154","2,950","2,967",$0.72,$0.72
2018-01-31,"$136,267","$102,640","$33,627",-,"$29,160",-,"$131,800","$4,467","$-1,503","$2,964",$601,"$2,363",-,"$2,363",-,"$2,175","$7,169","$4,467","2,995","3,010",$0.74,$0.74
2017-10-31,"$123,179","$91,547","$31,632",-,"$26,868",-,"$118,415","$4,764","$-1,885","$2,879",$975,"$1,904",-,"$1,904",-,"$1,749","$7,422","$4,764","2,981","2,996",$0.59,$0.58
2017-07-31,"$123,355","$91,521","$31,834",-,"$25,865",-,"$117,386","$5,969","$-1,363","$4,606","$1,502","$3,104",-,"$3,104",-,"$2,899","$8,587","$5,969","3,008","3,021",$0.96,$0.96
2017-04-30,"$117,542","$87,688","$29,854",-,"$24,617",-,"$112,305","$5,237",$-563,"$4,674","$1,522","$3,152",-,"$3,152",-,"$3,039","$7,788","$5,237","3,035","3,047",$1.00,$1.00
2017-01-31,"$130,936","$97,743","$33,193",-,"$26,988",-,"$124,731","$6,205",$-555,"$5,650","$1,664","$3,986",-,"$3,986",-,"$3,757","$8,911","$6,205","3,101","3,112",$1.23,$1.21
2016-10-31,"$118,179","$87,484","$30,695",-,"$25,576",-,"$113,060","$5,119",$-585,"$4,534","$1,332","$3,202",-,"$3,202",-,"$3,034","$7,588","$5,119","3,089","3,100",$0.98,$0.98
2016-07-31,"$120,854","$89,485","$31,369",-,"$25,204",-,"$114,689","$6,165",$-566,"$5,599","$1,710","$3,889",-,"$3,889",-,"$3,773","$8,682","$6,165","3,109","3,119",$1.21,$1.21
2016-04-30,"$115,904","$86,544","$29,360",-,"$24,085",-,"$110,629","$5,275",$-561,"$4,714","$1,498","$3,216",-,"$3,216",-,"$3,079","$7,663","$5,275","3,144","3,154",$0.98,$0.98
2016-01-31,"$129,667","$96,999","$32,668",-,"$26,026",-,"$123,025","$6,642",$-548,"$6,094","$1,346","$4,748",-,"$4,748",-,"$4,574","$9,073","$6,642","3,207","3,217",$1.44,$1.43
