,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$19,978","$8,630","$11,348","$3,655","$1,757",-,"$14,094","$5,884","$1,604","$7,488","$1,631","$5,857",-,"$5,857",-,"$5,857","$8,887","$5,884","4,199","4,232",$1.43,$1.42
2020-09-30,"$18,333","$8,592","$9,741","$3,272","$1,435",-,"$13,274","$5,059",$-18,"$5,041",$765,"$4,276",-,"$4,276",-,"$4,276","$8,182","$5,059","4,188","4,211",$1.02,$1.02
2020-06-30,"$19,728","$9,221","$10,507","$3,354","$1,447",-,"$14,031","$5,697",$238,"$5,935",$830,"$5,105",-,"$5,105",-,"$5,105","$8,760","$5,697","4,246","4,284",$1.20,$1.19
2020-03-31,"$19,828","$7,812","$12,016","$3,275","$1,541",-,"$12,790","$7,038",$-424,"$6,614",$953,"$5,661",-,"$5,661",-,"$5,661","$10,088","$7,038","4,266","4,312",$1.33,$1.31
2019-12-31,"$20,209","$8,331","$11,878","$3,384","$1,592",-,"$13,412","$6,797","$1,271","$8,068","$1,163","$6,905",-,"$6,905",-,"$6,905","$9,765","$6,797","4,417","4,473",$1.59,$1.57
2019-09-30,"$19,190","$7,895","$11,295","$3,208","$1,536",-,"$12,743","$6,447",$272,"$6,719",$729,"$5,990",-,"$5,990",-,"$5,990","$9,126","$6,447","4,391","4,433",$1.36,$1.35
2019-06-30,"$16,505","$6,627","$9,878","$3,438","$1,639",-,"$11,888","$4,617",$107,"$4,724",$545,"$4,179",-,"$4,179",-,"$4,179","$7,171","$4,617","4,466","4,523",$0.94,$0.92
2019-03-31,"$16,061","$6,972","$9,089","$3,332","$1,583",-,"$11,887","$4,174",$373,"$4,547",$573,"$3,974",-,"$3,974",-,"$3,974","$6,799","$4,174","4,492","4,564",$0.88,$0.87
2018-12-31,"$18,657","$7,430","$11,227","$3,433","$1,720",-,"$12,433","$6,224",$-589,"$5,635",$440,"$5,195",-,"$5,195",-,"$5,195","$8,717","$6,224","4,611","4,701",$1.14,$1.12
2018-09-30,"$19,163","$6,803","$12,360","$3,428","$1,605",-,"$11,814","$7,349",$-207,"$7,142",$744,"$6,398",-,"$6,398",-,"$6,398","$9,623","$7,349","4,574","4,648",$1.40,$1.38
2018-06-30,"$16,962","$6,543","$10,419","$3,371","$1,725",-,"$11,689","$5,273",$256,"$5,529",$523,"$5,006",-,"$5,006",-,"$5,006","$7,395","$5,273","4,649","4,747",$1.08,$1.05
