,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2021-01-31,"$7,775","$2,621","$5,154",$601,"$2,537",$-81,"$6,498","$1,277",$-57,"$1,220",$-59,"$1,279",-,"$1,279",-,"$1,270","$1,955","$1,277","1,346","1,356",$0.94,$0.94
2020-10-31,"$7,647","$2,705","$4,942",$639,"$2,600",$-149,"$6,717",$930,$-405,$525,$31,$494,-,$494,-,$489,"$1,601",$930,"1,344","1,352",$0.36,$0.36
2020-07-31,"$6,507","$2,505","$4,002",$621,"$2,417",$114,"$5,834",$673,$-89,$584,$93,$491,-,$491,-,$487,"$1,342",$673,"1,342","1,350",$0.36,$0.36
2020-04-30,"$5,997","$2,264","$3,733",$568,"$2,359",$17,"$5,681",$316,$-111,$205,$-434,$639,-,$639,-,$646,$988,$316,"1,341","1,351",$0.48,$0.47
2020-01-31,"$7,717","$2,400","$5,317",$573,"$2,587",$39,"$6,078","$1,639",$-60,"$1,579",$-340,"$1,919",-,"$1,919",-,"$1,915","$2,302","$1,639","1,341","1,352",$1.43,$1.42
2019-10-31,"$7,706","$2,394","$5,312",$603,"$2,620",$-149,"$6,355","$1,351",$-57,"$1,294",$-77,"$1,371",-,"$1,371",-,"$1,364","$2,022","$1,351","1,341","1,351",$1.02,$1.01
2019-07-31,"$7,493","$2,366","$5,127",$587,"$2,543",$22,"$6,008","$1,485",$-508,$977,$100,$877,-,$877,-,$864,"$2,142","$1,485","1,341","1,352",$0.64,$0.64
2019-04-30,"$8,146","$2,483","$5,663",$594,"$2,620",$20,"$6,200","$1,946",$-654,"$1,292",$110,"$1,182",-,"$1,182",-,"$1,172","$2,613","$1,946","1,346","1,358",$0.87,$0.86
2019-01-31,"$7,546","$2,265","$5,281",$561,"$2,596",$-57,"$6,004","$1,542",$-172,"$1,370",$99,"$1,271",-,"$1,271",-,"$1,269","$2,217","$1,542","1,343","1,353",$0.95,$0.94
2018-10-31,"$7,481","$2,203","$5,278",$590,"$2,605",$-70,"$5,937","$1,544",$-189,"$1,355",$235,"$1,120",-,"$1,120",-,"$1,115","$2,195","$1,544","1,349","1,361",$0.83,$0.82
2018-07-31,"$7,384","$2,204","$5,180",$585,"$2,597",$-151,"$6,148","$1,236",$-56,"$1,180",$103,"$1,077",-,"$1,077",-,"$1,075","$1,902","$1,236","1,353","1,365",$0.79,$0.79
2018-04-30,"$8,144","$2,398","$5,746",$592,"$2,596",$-175,"$6,216","$1,928",$-203,"$1,725",$260,"$1,465",-,"$1,465",-,"$1,460","$2,592","$1,928","1,357","1,368",$1.08,$1.08
2018-01-31,"$7,369","$2,194","$5,175",$559,"$2,523",$-128,"$5,933","$1,436",$-409,"$1,027","$2,419","$-1,392",-,"$-1,392",-,"$-1,389","$2,102","$1,436","1,354","1,354",$-1.03,$-1.03
2017-10-31,"$7,050","$2,123","$4,927",$556,"$2,539",$530,"$5,156","$1,894",$-166,"$1,728",$-285,"$2,013",-,"$2,013",-,"$2,017","$2,572","$1,894","1,355","1,366",$1.49,$1.48
2017-07-31,"$7,390","$2,352","$5,038",$549,"$2,580",$-65,"$6,008","$1,382",$-187,"$1,195",$186,"$1,009",-,"$1,009",-,"$1,016","$2,018","$1,382","1,362","1,376",$0.75,$0.74
2017-04-30,"$7,916","$2,439","$5,477",$553,"$2,786",$35,"$6,232","$1,684",$-249,"$1,435",$271,"$1,164",-,"$1,164",-,"$1,163","$2,381","$1,684","1,379","1,391",$0.84,$0.84
2017-01-31,"$7,283","$2,268","$5,015",$530,"$2,388",$-146,"$6,136","$1,147",$-180,$967,$147,$820,-,$820,-,$821,"$1,884","$1,147","1,372","1,383",$0.60,$0.59
2016-10-31,"$7,345","$2,326","$5,019",$554,"$2,416",$-89,"$5,960","$1,385",$-173,"$1,212",$101,"$1,111",-,"$1,111",-,"$1,115","$2,124","$1,385","1,380","1,393",$0.81,$0.80
2016-07-31,"$7,166","$2,261","$4,905",$556,"$2,428",$-39,"$5,999","$1,167",$-179,$988,$59,$929,-,$929,-,$929,"$1,911","$1,167","1,392","1,407",$0.67,$0.66
2016-04-30,"$7,567","$2,363","$5,204",$575,"$2,360",$20,"$5,992","$1,575",$-441,"$1,134",$31,"$1,103",-,"$1,103",-,"$1,103","$2,290","$1,575","1,410","1,426",$0.78,$0.78
2016-01-31,"$6,934","$2,141","$4,793",$546,"$2,317",$-9,"$5,579","$1,355",$-176,"$1,179",$84,"$1,095",-,"$1,095",-,"$1,095","$2,077","$1,355","1,407","1,422",$0.78,$0.77
2015-10-31,"$7,058","$2,182","$4,876",$545,"$2,343",$-57,"$5,758","$1,300",$-217,"$1,083",$563,$520,-,$520,-,$520,"$2,004","$1,300","1,413","1,429",$0.37,$0.36
2015-07-31,"$7,274","$2,456","$4,818",$558,"$2,449",$-61,"$6,143","$1,131",$-191,$940,$120,$820,-,$820,-,$820,"$1,839","$1,131","1,418","1,436",$0.58,$0.57
